"species_nr","code","wetnaam","nednaam","aangevuld"
"20162","ANTAUNC","Anthracobia uncinata","Haakcelhoutskoolbekertje","0"
"20163","ANTD-SP","Antrodia species","Strookzwam","0"
"20164","ANTDALB","Antrodia albida","Witte strookzwam","0"
"20165","ANTDHET","Antrodia heteromorpha","Labyrintstrookzwam","0"
"20166","ANTDRAM","Antrodia ramentacea","Opkrullende strookzwam","0"
"20167","ANTDSER","Antrodia serialis","Kurkstrookzwam","0"
"20168","ANTDSIN","Antrodia sinuosa","Witte plakkaatstrookzwam","0"
"20169","ANTDVAI","Antrodia vaillantii","Kelderstrookzwam","0"
"20170","ANTDXAN","Antrodia xantha","Citroenstrookzwam","0"
"20171","ANTL-SP","Antrodiella species","Antrodiella species","1"
"20172","ANTLHOE","Antrodiella hoehnelii","Geelgerand elfenbankje","0"
"20173","ANTLROM","Antrodiella romellii","Dwergporia","0"
"20174","ANTLSEM","Antrodiella semisupina","Wit dwergelfenbankje","0"
"20175","ARAC-SP","Arachnopeziza species","Arachnopeziza species","1"
"20176","ARACARA","Arachnopeziza aranea","Kastanjespinragschijfje","0"
"20178","ARACAUA","Arachnopeziza aurelia","Eikespinragschijfje","0"
"20177","ARACAUR","Arachnopeziza aurata","Beukespinragschijfje","0"
"20179","ARACCAN","Arachnopeziza candidofulva","Arachnopeziza candidofulva","1"
"20180","ARMI-SP","Armillaria species","Honingzwam","0"
"20181","ARMIBOR","Armillaria borealis","Noordelijke honingzwam","0"
"20182","ARMIECT","Armillaria ectypa","Moerashoningzwam","0"
"20183","ARMILU+","Armillaria lutea s.l.","Armillaria lutea s.l.","1"
"20185","ARMILUA","Armillaria lutea","Armillaria lutea","1"
"20184","ARMILUT","Armillaria lutea","Armillaria lutea","1"
"20186","ARMIME+","Armillaria mellea s.l.","Armillaria mellea s.l.","1"
"20187","ARMIMEL","Armillaria mellea s.s.","Echte honingzwam","0"
"20188","ARMIOST","Armillaria ostoyae","Sombere honingzwam","0"
"20189","ARPI-SP","Arpinia species","Steelbekerzwam","0"
"20190","ARPILUT","Arpinia luteola","Gele steelbekerzwam","0"
"20191","ARRE-SP","Arrhenia species","Mosoortje","0"
"20192","ARRELOB","Arrhenia lobata","Moerasmosoortje","0"
"20193","ARRERET","Arrhenia retiruga","Gerimpeld mosoortje","0"
"20194","ARRESPA","Arrhenia spathulata","Gesteeld mosoortje","0"
"20219","ASCC-SP","Ascocorticiellum species","Ascocorticiellum species","1"
"20220","ASCCVER","Ascocorticiellum vermisporum","Wormsporige zakjeswaaszwam","0"
"20233","ASCD-SP","Ascodesmis species","Keutelschijfje","0"
"20234","ASCDMAC","Ascodesmis macrospora","Kamsporig keutelschijfje","0"
"20235","ASCDMIC","Ascodesmis microscopica","Netsporig keutelschijfje","0"
"20236","ASCDNAN","Ascodesmis nana","Wratsporig keutelschijfje","0"
"20237","ASCDNIG","Ascodesmis nigricans","Stekelsporig keutelschijfje","0"
"20238","ASCDSPH","Ascodesmis sphaerospora","Bolsporig keutelschijfje","0"
"20195","ASCO-SP","Ascobolus species","Spikkelschijfje","0"
"20196","ASCOALB","Ascobolus albidus","Bleek spikkelschijfje","0"
"20197","ASCOAMO","Ascobolus amoenus","Kamelemestspikkelschijfje","0"
"20198","ASCOBEH","Ascobolus behnitziensis","Groot spikkelschijfje","0"
"20199","ASCOBOU","Ascobolus boudieri","Compostspikkelschijfje","0"
"20200","ASCOBRA","Ascobolus brassicae","Rondsporig spikkelschijfje","0"
"20201","ASCOCAR","Ascobolus carbonarius","Brandplekspikkelschijfje","0"
"20202","ASCOCON","Ascobolus constantinii","Citroengeel spikkelschijfje","0"
"20203","ASCOCRE","Ascobolus crenulatus","Olijfgeel spikkelschijfje","0"
"20204","ASCODEG","Ascobolus degluptus","Bolrond spikkelschijfje","0"
"20205","ASCODEM","Ascobolus demangei","Zwartwordend spikkelschijfje","0"
"20206","ASCODEN","Ascobolus denudatus","Glad spikkelschijfje","0"
"20207","ASCOEPI","Ascobolus epimyces","Ascobolus epimyces","1"
"20208","ASCOFOL","Ascobolus foliicola","Bladspikkelschijfje","0"
"20209","ASCOFUR","Ascobolus furfuraceus","Gewoon spikkelschijfje","0"
"20210","ASCOGEO","Ascobolus geophilus","Kleispikkelschijfje","0"
"20211","ASCOIMM","Ascobolus immersus","Slijmspoorspikkelschijfje","0"
"20212","ASCOLIG","Ascobolus lignatilis","Gesteeld spikkelschijfje","0"
"20213","ASCOMIC","Ascobolus michaudii","Konijnemestspikkelschijfje","0"
"20214","ASCOPER","Ascobolus perplexans","Vals mestspikkelschijfje","0"
"20215","ASCOROS","Ascobolus roseopurpurascens","Wijnrood spikkelschijfje","0"
"20216","ASCOSAC","Ascobolus sacchariferus","Hertemestspikkelschijfje","0"
"20217","ASCOSTI","Ascobolus stictoideus","Ruwsporig spikkelschijfje","0"
"20218","ASCOVIR","Ascobolus viridis","Bosspikkelschijfje","0"
"20221","ASCR-SP","Ascocorticium species","Ascocorticium species","1"
"20223","ASCRA;A","Ascocorticium anomalum v. anomalum","Ascocorticium anomalum v. anomalum","1"
"20222","ASCRANO","Ascocorticium anomalum","Denneschorsvlekje","0"
"20239","ASCT-SP","Ascotremella species","Ascotremella species","1"
"20240","ASCTFAG","Ascotremella faginea","Zakjestrilzwam","0"
"20224","ASCY-SP","Ascocoryne species","Knoopzwam p.p.","0"
"20227","ASCYCYI","Ascocoryne cylichnium","Ascocoryne cylichnium","1"
"20225","ASCYCYL","Ascocoryne cylichnium","Grootsporige paarse knoopzwam","0"
"20226","ASCYCYP","Ascocoryne cylichnium","Ascocoryne cylichnium","1"
"20228","ASCYSA+","Ascocoryne sarcoides s.l.","Ascocoryne sarcoides s.l.","1"
"20231","ASCYSAI","Ascocoryne sarcoides","Ascocoryne sarcoides","1"
"20230","ASCYSAP","Ascocoryne sarcoides","Ascocoryne sarcoides","1"
"20229","ASCYSAR","Ascocoryne sarcoides s.s.","Paarse knoopzwam","0"
"20232","ASCYSOL","Ascocoryne solitaria","Bruine knoopzwam","0"
"20241","ASCZ-SP","Ascozonus species","Sinterklaasschijfje p.p.","0"
"20242","ASCZLEV","Ascozonus leveillei","Klein sinterklaasschijfje","0"
"20243","ASCZWOO","Ascozonus woolhopensis","Geelwit sinterklaasschijfje","0"
"20250","ASTA-SP","Astraeus species","Astraeus species","1"
"20251","ASTAHYG","Astraeus hygrometricus","Weerhuisje","0"
"20244","ASTO-SP","Asterophora species","Zwamgast","0"
"20245","ASTOLYC","Asterophora lycoperdoides","Poederzwamgast","0"
"20246","ASTOPAR","Asterophora parasitica","Plaatjeszwamgast","0"
"20247","ASTS-SP","Asterostroma species","Sterrenkorstje","0"
"20248","ASTSCER","Asterostroma cervicolor","Knobbelsporig sterrenkorstje","0"
"20249","ASTSLAX","Asterostroma laxum","Gladsporig sterrenkorstje","0"
"20252","ATHEBIN","Athelia binucleospora","Tweekernig vliesje","0"
"20253","ATHEBOM","Athelia bombacina","Athelia bombacina","1"
"20254","ATHEDEC","Athelia decipiens","Athelia decipiens","1"
"20255","ATHEEP+","Athelia epiphylla s.l.","Athelia epiphylla s.l.","1"
"20256","ATHEEPI","Athelia epiphylla","Gewoon vliesje","0"
"20257","ATHEFIB","Athelia fibulata","Gespenvliesje","0"
"20258","ATHENEU","Athelia neuhoffii","Kortsporig gespenvliesje","0"
"20259","ATHEOVA","Athelia ovata","Athelia ovata","1"
"20260","ATHEPYR","Athelia pyriformis","Athelia pyriformis","1"
"20261","ATHESAL","Athelia salicum","Athelia salicum","1"
"20262","ATHESUB","Athelia subovata","Athelia subovata","1"
"20266","ATHET;A","Athelia teutoburgensis v. teutoburgensis","Athelia teutoburgensis v. teutoburgensis","1"
"20265","ATHET;T","Athelia teutoburgensis v. tenuis","Athelia teutoburgensis v. tenuis","1"
"20263","ATHETEN","Athelia tenuispora","Athelia tenuispora","1"
"20264","ATHETEU","Athelia teutoburgensis","Athelia teutoburgensis","1"
"20267","ATHL-SP","Athelopsis species","Vliesje p.p.","0"
"20268","ATHLGLA","Athelopsis glaucina","Kleefspoorvliesje","0"
"20269","ATHLLEM","Athelopsis lembospora","Bootsporig vliesje","0"
"20274","AURC-SP","Auriculariopsis species","Auriculariopsis species","1"
"20275","AURCAMP","Auriculariopsis ampla","Vals judasoor","0"
"20270","AURE-SP","Aureoboletus species","Boleet p.p.","0"
"20271","AUREGEN","Aureoboletus gentilis","Kersrode boleet","0"
"20272","AURI-SP","Auricularia species","Judasoor p.p.","0"
"20273","AURIMES","Auricularia mesenterica","Viltig judasoor","0"
"20276","AURS-SP","Auriscalpium species","Auriscalpium species","1"
"20277","AURSVUL","Auriscalpium vulgare","Oorlepelzwam","0"
"20278","BAES-SP","Baeospora species","Baeospora species","1"
"20279","BAESMYO","Baeospora myosura","Muizestaartzwam","0"
"20280","BALS-SP","Balsamia species","Balsemtruffel","0"
"20281","BALSPLA","Balsamia platyspora","Kleine balsemtruffel","0"
"20282","BANK-SP","Bankera species","Stekelzwam p.p.","0"
"20283","BANKFUL","Bankera fuligineoalba","Blozende stekelzwam","0"
"20288","BASD-SP","Basidioradulum species","Basidioradulum species","1"
"20289","BASDRAD","Basidioradulum radula","Foptandzwam","0"
"20284","BASI-SP","Basidiodendron species","Harshaarveegje","0"
"20285","BASICAE","Basidiodendron caesiocinereum","Ruwsporig harshaarveegje","0"
"20286","BASICIN","Basidiodendron cinereum","Grootsporig harshaarveegje","0"
"20287","BASIDEM","Basidiodendron deminutum","Kleinsporig harshaarveegje","0"
"20292","BELN-SP","Belonium species","Belonium species","1"
"20293","BELNHYS","Belonium hystrix","Belonium hystrix","1"
"20294","BELNINC","Belonium incurvatum","Belonium incurvatum","1"
"20290","BELO-SP","Belonioscypha species","Belonioscypha species","1"
"20291","BELOCUL","Belonioscypha culmicola","Slijmspoorkelkje","0"
"20295","BELP-SP","Belonopsis species","Mollisia p.p.","0"
"20296","BELPGRA","Belonopsis graminea","Belonopsis graminea","1"
"20297","BELPHYD","Belonopsis hydrophila","Oeverviltmollisia","0"
"20298","BELPOBS","Belonopsis obscura","Heideviltmollisia","0"
"20299","BELPRET","Belonopsis retincola","Rietviltmollisia","0"
"20300","BISC-SP","Biscogniauxia species","Kogelzwam p.p.","0"
"20301","BISCNUM","Biscogniauxia nummularia","Ruwe korstkogelzwam","0"
"20302","BISP-SP","Bisporella species","Schijfzwammetje","0"
"20303","BISPCIT","Bisporella citrina","Geel schijfzwammetje","0"
"20304","BISPPAL","Bisporella pallescens","CrŠme schijfzwammetje","0"
"20305","BISPSCO","Bisporella scolochloae","Bisporella scolochloae","1"
"20306","BISPSUB","Bisporella subpallida","Geelbruin schijfzwammetje","0"
"20307","BISPSUL","Bisporella sulfurina","Zwavelgeel schijfzwammetje","0"
"20308","BJER-SP","Bjerkandera species","Bjerkandera species","1"
"20309","BJERADU","Bjerkandera adusta","Grijze buisjeszwam","0"
"20310","BJERFUM","Bjerkandera fumosa","Rookzwam","0"
"20311","BOID-SP","Boidinia species","Boidinia species","1"
"20312","BOIDFUR","Boidinia furfuracea","Reageerkorstje","0"
"20313","BOLB-SP","Bolbitius species","Kleefhoedje","0"
"20314","BOLBCOP","Bolbitius coprophilus","Roze kleefhoedje","0"
"20315","BOLBLAC","Bolbitius lacteus","Wit kleefhoedje","0"
"20316","BOLBPLU","Bolbitius pluteoides","Teer kleefhoedje","0"
"20317","BOLBRET","Bolbitius reticulatus","Violetgrijs kleefhoedje","0"
"20320","BOLBV;F","Bolbitius vitellinus v. fragilis","Bolbitius vitellinus v. fragilis","1"
"20321","BOLBV;T","Bolbitius vitellinus v. titubans","Bolbitius vitellinus v. titubans","1"
"20322","BOLBV;V","Bolbitius vitellinus v. vitellinus","Bolbitius vitellinus v. vitellinus","1"
"20318","BOLBVAR","Bolbitius variicolor","Verkleurend kleefhoedje","0"
"20319","BOLBVIT","Bolbitius vitellinus","Dooiergele mestzwam","0"
"20323","BOLE-SP","Boletinus species","Boleet p.p.","0"
"20324","BOLECAV","Boletinus cavipes","Holsteelboleet","0"
"20325","BOLT-SP","Boletopsis species","Schijnboleet","0"
"20326","BOLTLEU","Boletopsis leucomelaena","Grijze schijnboleet","0"
"20327","BOLU-SP","Boletus species","Boleet p.p.","0"
"20328","BOLUAER","Boletus aereus","Bronskleurig eekhoorntjesbrood","0"
"20329","BOLUAPP","Boletus appendiculatus","Geelnetboleet","0"
"20330","BOLUARM","Boletus armeniacus","Abrikoosfluweelboleet","0"
"20331","BOLUBAD","Boletus badius","Kastanjeboleet","0"
"20332","BOLUBUB","Boletus bubalinus","Bruingele fluweelboleet","0"
"20333","BOLUCAL","Boletus calopus","Pronksteelboleet","0"
"20334","BOLUCH+","Boletus chrysenteron s.l.","Boletus chrysenteron s.l.","1"
"20335","BOLUCHR","Boletus chrysenteron s.s.","Roodsteelfluweelboleet","0"
"20339","BOLUE;D","Boletus erythropus v. discolor","Boletus erythropus v. discolor","1"
"20340","BOLUE;E","Boletus erythropus v. erythropus","Boletus erythropus v. erythropus","1"
"20336","BOLUED+","Boletus edulis s.l.","Boletus edulis s.l.","1"
"20337","BOLUEDU","Boletus edulis s.s.","Gewoon eekhoorntjesbrood","0"
"20338","BOLUERY","Boletus erythropus","Gewone heksenboleet","0"
"20341","BOLUFEC","Boletus fechtneri","Bleke boleet","0"
"20342","BOLUFER","Boletus ferrugineus","Bruine fluweelboleet","0"
"20343","BOLUFRA","Boletus fragrans","Geurige boleet","0"
"20344","BOLUFRB","Boletus fraternus","Wijnrode boleet","0"
"20345","BOLUIMP","Boletus impolitus","Goudporieboleet","0"
"20346","BOLUJUN","Boletus junquilleus","Narcisboleet","0"
"20349","BOLUL;L","Boletus luridus v. luridus","Boletus luridus v. luridus","1"
"20350","BOLUL;R","Boletus luridus v. rubriceps","Boletus luridus v. rubriceps","1"
"20347","BOLULUP","Boletus lupinus","Wolfsboleet","0"
"20348","BOLULUR","Boletus luridus","Netstelige heksenboleet","0"
"20351","BOLUPAR","Boletus parasiticus","Kostgangerboleet","0"
"20352","BOLUPIN","Boletus pinophilus","Denne-eekhoorntjesbrood","0"
"20353","BOLUPOR","Boletus porosporus","Sombere fluweelboleet","0"
"20354","BOLUPRU","Boletus pruinatus","Purperbruine fluweelboleet","0"
"20355","BOLUPUL","Boletus pulverulentus","Inktboleet","0"
"20356","BOLUQUE","Boletus queletii","Gladstelige heksenboleet","0"
"20358","BOLUR;E","Boletus radicans v. eupachypus","Boletus radicans v. eupachypus","1"
"20359","BOLUR;R","Boletus radicans v. radicans","Boletus radicans v. radicans","1"
"20357","BOLURAD","Boletus radicans","Wortelende boleet","0"
"20360","BOLUREG","Boletus regius","Koningsboleet","0"
"20361","BOLURET","Boletus reticulatus","Vroeg eekhoorntjesbrood","0"
"20362","BOLURHO","Boletus rhodoxanthus","Roodnetboleet","0"
"20363","BOLURU+","Boletus rubellus s.l.","Boletus rubellus s.l.","1"
"20364","BOLURUB","Boletus rubellus s.s.","Rode boleet","0"
"20368","BOLUS;L","Boletus subtomentosus v. luteolus","Boletus subtomentosus v. luteolus","1"
"20369","BOLUS;S","Boletus subtomentosus v. subtomentosus","Boletus subtomentosus v. subtomentosus","1"
"20365","BOLUSAT","Boletus satanas","Satansboleet","0"
"20366","BOLUSPE","Boletus speciosus","Prachtboleet","0"
"20367","BOLUSUB","Boletus subtomentosus","Fluweelboleet","0"
"20384","BOTH-SP","Botryohypochnus species","Trosvlies p.p.","0"
"20385","BOTHISA","Botryohypochnus isabellinus","Stekelsporig trosvlies","0"
"20370","BOTO-SP","Botryobasidium species","Trosvlies p.p.","0"
"20371","BOTOBOT","Botryobasidium botryosum","Grootsporig trosvlies","0"
"20374","BOTOCAI","Botryobasidium candicans","Botryobasidium candicans","1"
"20372","BOTOCAN","Botryobasidium candicans","Spinnewebtrosvlies","0"
"20373","BOTOCAP","Botryobasidium candicans","Botryobasidium candicans","1"
"20377","BOTOCOI","Botryobasidium conspersum","Botryobasidium conspersum","1"
"20375","BOTOCON","Botryobasidium conspersum","Botryobasidium conspersum","1"
"20376","BOTOCOP","Botryobasidium conspersum","Botryobasidium conspersum","1"
"20378","BOTODAN","Botryobasidium danicum","Langsporig trosvlies","0"
"20381","BOTOELI","Botryobasidium ellipsosporum","Botryobasidium ellipsosporum","1"
"20379","BOTOELL","Botryobasidium ellipsosporum","Goudstoftrosvlies","0"
"20380","BOTOELP","Botryobasidium ellipsosporum","Botryobasidium ellipsosporum","1"
"20382","BOTOLAE","Botryobasidium laeve","Kleinsporige trosvlies","0"
"20383","BOTOSUB","Botryobasidium subcoronatum","Gespentrosvlies","0"
"20386","BOTT-SP","Botryotinia species","Knolkelkje p.p.","0"
"20387","BOTTDRA","Botryotinia draytonii","Gladioleknolkelkje","0"
"20389","BOTTDRI","Botryotinia draytonii","Botryotinia draytonii","1"
"20388","BOTTDRP","Botryotinia draytonii","Botryotinia draytonii","1"
"20390","BOTTFUC","Botryotinia fuckeliana","Tuinknolkelkje","0"
"20392","BOTTFUI","Botryotinia fuckeliana","Botryotinia fuckeliana","1"
"20391","BOTTFUP","Botryotinia fuckeliana","Botryotinia fuckeliana","1"
"20395","BOTTGLI","Botryotinia globosa","Botryotinia globosa","1"
"20393","BOTTGLO","Botryotinia globosa","Lookknolkelkje","0"
"20394","BOTTGLP","Botryotinia globosa","Botryotinia globosa","1"
"20398","BOTTNAI","Botryotinia narcissicola","Botryotinia narcissicola","1"
"20397","BOTTNAP","Botryotinia narcissicola","Botryotinia narcissicola","1"
"20396","BOTTNAR","Botryotinia narcissicola","Rond narcisknolkelkje","0"
"20403","BOTTPOA","Botryotinia porri","Botryotinia porri","1"
"20404","BOTTPOB","Botryotinia porri","Botryotinia porri","1"
"20401","BOTTPOI","Botryotinia polyblastis","Botryotinia polyblastis","1"
"20399","BOTTPOL","Botryotinia polyblastis","Plat narcisknolkelkje","0"
"20400","BOTTPOP","Botryotinia polyblastis","Botryotinia polyblastis","1"
"20402","BOTTPOR","Botryotinia porri","Preiknolkelkje","0"
"20407","BOTTSQI","Botryotinia squamosa","Botryotinia squamosa","1"
"20406","BOTTSQP","Botryotinia squamosa","Botryotinia squamosa","1"
"20405","BOTTSQU","Botryotinia squamosa","Uieknolkelkje","0"
"20408","BOUD-SP","Boudiera species","Kleikussentje","0"
"20409","BOUDECH","Boudiera echinulata","Roodbruin kleikussentje","0"
"20410","BOUR-SP","Bourdotia species","Waskorstje","0"
"20411","BOURGAL","Bourdotia galzinii","Slijmerig waskorstje","0"
"20412","BOVI-SP","Bovista species","Bovist p.p.","0"
"20413","BOVIAES","Bovista aestivalis","Melige bovist","0"
"20414","BOVICOL","Bovista colorata","Gelige bovist","0"
"20415","BOVIGRA","Bovista graveolens","Zwartbruine bovist","0"
"20416","BOVILIM","Bovista limosa","Dwergbovist","0"
"20417","BOVINIG","Bovista nigrescens","Zwartwordende bovist","0"
"20418","BOVIPLU","Bovista plumbea","Loodgrijze bovist","0"
"20419","BOVIPU+","Bovista pusilla s.l.","Bovista pusilla s.l.","1"
"20420","BOVIPUS","Bovista pusilla s.s.","Kleine bovist","0"
"20421","BOVS-SP","Bovistella species","Bovistella species","1"
"20422","BOVSRAD","Bovistella radicata","Tolvormige stuifzwam","0"
"20423","BREV-SP","Brevicellicium species","Dwergkorstje p.p","0"
"20424","BREVOLI","Brevicellicium olivascens","Grauwgeel dwergkorstje","0"
"20425","BRYS-SP","Bryoscyphus species","Bryoscyphus species","1"
"20426","BRYSMAR","Bryoscyphus marchantiae","Levermoskommetje","0"
"20427","BULB-SP","Bulbillomyces species","Bulbillomyces species","1"
"20430","BULBFAI","Bulbillomyces farinosus","Bulbillomyces farinosus","1"
"20429","BULBFAP","Bulbillomyces farinosus","Bulbillomyces farinosus","1"
"20428","BULBFAR","Bulbillomyces farinosus","Korreltjeszwam","0"
"20431","BULG-SP","Bulgaria species","Knoopzwam p.p.","0"
"20432","BULGINQ","Bulgaria inquinans","Zwarte knoopzwam","0"
"20436","BYSO-SP","Byssonectria species","Byssonectria species","1"
"20437","BYSOAGG","Byssonectria aggregata","Klein oranje zandschijfje","0"
"20433","BYSS-SP","Byssocorticium species","Vliesje p.p.","0"
"20434","BYSSATR","Byssocorticium atrovirens","Groenblauw vliesje","0"
"20435","BYSSCOP","Byssocorticium coprophilum","Mestvliesje","0"
"20438","CALB-SP","Callistosporium species","Callistosporium species","1"
"20439","CALBLUT","Callistosporium luteoolivaceum","Olijfzwammetje","0"
"20440","CALD-SP","Calloria species","Calloria species","1"
"20441","CALDNEG","Calloria neglecta","Brandnetelschijfje","0"
"20443","CALDNEI","Calloria neglecta","Calloria neglecta","1"
"20442","CALDNEP","Calloria neglecta","Calloria neglecta","1"
"20444","CALF-SP","Calocera species","Hoorntje","0"
"20445","CALFCOR","Calocera cornea","Geel hoorntje","0"
"20446","CALFFUR","Calocera furcata","Gaffelhoorntje","0"
"20447","CALFGLO","Calocera glossoides","Calocera glossoides","1"
"20448","CALFPAL","Calocera pallidospathulata","Spatelhoorntje","0"
"20449","CALFVIS","Calocera viscosa","Kleverig koraalzwammetje","0"
"20450","CALJ-SP","Calocybe species","Pronkridder","0"
"20451","CALJCAR","Calocybe carnea","Roze pronkridder","0"
"20452","CALJCER","Calocybe cerina","Oranje pronkridder","0"
"20453","CALJCHR","Calocybe chrysenteron","Gouden pronkridder","0"
"20454","CALJCON","Calocybe constricta","Blanke pronkridder","0"
"20455","CALJGAM","Calocybe gambosa","Voorjaarspronkridder","0"
"20456","CALJINC","Calocybe incarnatobrunnea","Okerbruine pronkridder","0"
"20457","CALJION","Calocybe ionides","Paarse pronkridder","0"
"20458","CALJOBS","Calocybe obscurissima","Donkere pronkridder","0"
"20459","CALK-SP","Caloscypha species","Caloscypha species","1"
"20460","CALKFUL","Caloscypha fulgens","Lentebekerzwam","0"
"20464","CALN-SP","Calycellina species","Donsschijfje","0"
"20465","CALNCHL","Calycellina chlorinella","Calycellina chlorinella","1"
"20466","CALNDEN","Calycellina dennisii","Calycellina dennisii","1"
"20467","CALNIND","Calycellina indumenticola","Calycellina indumenticola","1"
"20468","CALNOCH","Calycellina ochracea","Calycellina ochracea","1"
"20469","CALNPOP","Calycellina populina","Calycellina populina","1"
"20470","CALNPUN","Calycellina punctata","Calycellina punctata","1"
"20471","CALQ-SP","Calycina species","Poederkelkje","0"
"20472","CALQHER","Calycina herbarum","Gewoon poederkelkje","0"
"20461","CALV-SP","Calvatia species","Calvatia species","1"
"20462","CALVEXC","Calvatia excipuliformis","Plooivoetstuifzwam","0"
"20463","CALVUTR","Calvatia utriformis","Ruitjesbovist","0"
"20473","CALW-SP","Calyptella species","Klokje","0"
"20475","CALWCA+","Calyptella capula s.l.","Calyptella capula s.l.","1"
"20474","CALWCAM","Calyptella campanula","Calyptella campanula","1"
"20476","CALWCAP","Calyptella capula s.s.","Brandnetelklokje","0"
"20477","CALWFLO","Calyptella flos-alba","Calyptella flos-alba","1"
"20478","CALWGIB","Calyptella gibbosa","Aardappelklokje","0"
"20479","CALWSUL","Calyptella sulphurea","Calyptella sulphurea","1"
"20480","CAMA-SP","Camarophyllopsis species","Wasplaat p.p.","0"
"20481","CAMAATR","Camarophyllopsis atropuncta","Zwartgespikkelde wasplaat","0"
"20482","CAMAFOE","Camarophyllopsis foetens","Stinkende wasplaat","0"
"20483","CAMAMIC","Camarophyllopsis micacea","Okersteelwasplaat","0"
"20484","CAMAPHA","Camarophyllopsis phaeophylla","Donkere wasplaat","0"
"20485","CAMASCH","Camarophyllopsis schulzeri","Krijtlandwasplaat","0"
"20489","CAMN-SP","Campanella species","Campanella species","1"
"20490","CAMNCAE","Campanella caesia","Gelatineschelpje","0"
"20486","CAMR-SP","Camarops species","Kogelzwam p.p.","0"
"20487","CAMRMIC","Camarops microspora","Maggikogelzwam","0"
"20488","CAMRPOL","Camarops polysperma","Kussenvormige kogelzwam","0"
"20493","CANH-SP","Cantharellus species","Cantharel","0"
"20495","CANHC;A","Cantharellus cibarius v. amethysteus","Cantharellus cibarius v. amethysteus","1"
"20496","CANHC;B","Cantharellus cibarius v. bicolor","Cantharellus cibarius v. bicolor","1"
"20497","CANHC;C","Cantharellus cibarius v. cibarius","Cantharellus cibarius v. cibarius","1"
"20494","CANHCIB","Cantharellus cibarius","Hanekam","0"
"20498","CANHCIN","Cantharellus cinereus","Grauwe cantharel","0"
"20499","CANHTUB","Cantharellus tubaeformis","Trechtercantharel","0"
"20491","CANT-SP","Cantharellula species","Vorkplaat","0"
"20492","CANTUMB","Cantharellula umbonata","Grijze vorkplaat","0"
"20500","CATN-SP","Catinella species","Catinella species","1"
"20501","CATNOLI","Catinella olivacea","Olijfschijfzwam","0"
"20502","CEJP-SP","Cejpomyces species","Waswebje p.p.","0"
"20503","CEJPTER","Cejpomyces terrigenus","Vaalgeel waswebje","0"
"20504","CELL-SP","Cellypha species","Cellypha species","1"
"20505","CELLGOL","Cellypha goldbachii","Knophaarschelpje","0"
"20508","CENG-SP","Cenangium species","Cenangium species","1"
"20509","CENGACI","Cenangium acicolum","Cenangium acicolum","1"
"20510","CENGFER","Cenangium ferruginosum","Cenangium ferruginosum","1"
"20506","CENN-SP","Cenangiopsis species","Cenangiopsis species","1"
"20507","CENNQUE","Cenangiopsis quercicola","Cenangiopsis quercicola","1"
"20515","CERB-SP","Ceratobasidium species","Waswebje p.p.","0"
"20516","CERBCOR","Ceratobasidium cornigerum","Berijpt waswebje","0"
"20517","CERBPSE","Ceratobasidium pseudocornigerum","Melig waswebje","0"
"20518","CERBRAM","Ceratobasidium ramicola","Ceratobasidium ramicola","1"
"20511","CERE-SP","Ceraceomyces species","Wasvlies","0"
"20512","CERECRI","Ceraceomyces crispatus","Aderig wasvlies","0"
"20513","CERESUB","Ceraceomyces sublaevis","Kleinsporig wasvlies","0"
"20514","CERETES","Ceraceomyces tessulatus","Grootsporig wasvlies","0"
"20519","CERI-SP","Ceriporia species","Wasporia","0"
"20520","CERIEXC","Ceriporia excelsa","Roze wasporia","0"
"20521","CERIPUR","Ceriporia purpurea","Paarse wasporia","0"
"20522","CERIRET","Ceriporia reticulata","Bosnetje","0"
"20523","CERIVIR","Ceriporia viridans","Groenige wasporia","0"
"20532","CERN-SP","Cerrena species","Elfenbankje p.p.","0"
"20533","CERNUNI","Cerrena unicolor","Doolhofelfenbankje","0"
"20524","CERP-SP","Ceriporiopsis species","Poria p.p.","0"
"20525","CERPGIL","Ceriporiopsis gilvescens","Verkleurende poria","0"
"20526","CERPMUC","Ceriporiopsis mucida","Ceriporiopsis mucida","1"
"20527","CERPMYC","Ceriporiopsis myceliosa","Strengenporia","0"
"20528","CERR-SP","Cerocorticium species","Boomkorst","0"
"20529","CERRCON","Cerocorticium confluens","Ziekenhuisboomkorst","0"
"20530","CERRHIE","Cerocorticium hiemale","Mammoetboomkorst","0"
"20531","CERRMOL","Cerocorticium molare","Getande boomkorst","0"
"20534","CHAL-SP","Chalciporus species","Boleet p.p.","0"
"20535","CHALPIP","Chalciporus piperatus","Peperboleet","0"
"20536","CHALRUB","Chalciporus rubinus","Robijnboleet","0"
"20537","CHAY-SP","Chamaemyces species","Chamaemyces species","1"
"20538","CHAYFRA","Chamaemyces fracidus","Druppelparasolzwam","0"
"20539","CHEI-SP","Cheilymenia species","Borstelbekertje","0"
"20540","CHEIAUR","Cheilymenia aurea","Goudgeel borstelbekertje","0"
"20541","CHEICAR","Cheilymenia carota","Cheilymenia carota","1"
"20542","CHEICRU","Cheilymenia crucipila","Gaffelborstelbekertje","0"
"20543","CHEIFIB","Cheilymenia fibrillosa","Zandborstelbekertje","0"
"20544","CHEIFIM","Cheilymenia fimicola","Oranje borstelbekertje","0"
"20545","CHEIGRA","Cheilymenia granulata","Oranje mestzwammetje","0"
