VegClas;GUID;Code;ShortScientificName;LongScientificName;ShortCommonName;LongCommonName;Description;Parent;Quality;IsCurrent;Created;CreatedBy;Modified;ModifiedBy
RVVN Nationale Vegetatie typologie;823E880E-3AF6-E911-910D-0050568D094E;r01;Lemnetea minoris;Lemnetea minoris;Eendenkroos-klasse;Eendenkroos-klasse;NULL;NULL;NULL;1;2019-10-24 10:41:23.383;FAB;2019-10-24 10:41:23.383;FAB
RVVN Nationale Vegetatie typologie;833E880E-3AF6-E911-910D-0050568D094E;r01A;Lemnetalia minoris;Lemnetalia minoris;Eendenkroos-orde;Eendenkroos-orde;NULL;823E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;843E880E-3AF6-E911-910D-0050568D094E;r01Aa;Lemnion minoris;Lemnion minoris;Bultkroos-verbond;Bultkroos-verbond;NULL;833E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;853E880E-3AF6-E911-910D-0050568D094E;r01Aa01;Wolffio-Lemnetum gibbae;Wolffio-Lemnetum gibbae;Associatie van Bultkroos en Wortelloos kroos;Associatie van Bultkroos en Wortelloos kroos;NULL;NULL;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;863E880E-3AF6-E911-910D-0050568D094E;r01Aa01a;Wolffio-Lemnetum typicum;Wolffio-Lemnetum typicum;"Associatie van Bultkroos en Wortelloos kroos; typische subassociatie";"Associatie van Bultkroos en Wortelloos kroos; typische subassociatie";NULL;853E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;873E880E-3AF6-E911-910D-0050568D094E;r01Aa01b;Wolffio-Lemnetum azolletosum filiculoidis;Wolffio-Lemnetum azolletosum filiculoidis;"Associatie van Bultkroos en Wortelloos kroos; subassociatie met Grote kroosvaren";"Associatie van Bultkroos en Wortelloos kroos; subassociatie met Grote kroosvaren";NULL;853E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;883E880E-3AF6-E911-910D-0050568D094E;r01Aa02;Lemno-Spirodeletum polyrhizae;Lemno-Spirodeletum polyrhizae;Associatie van Veelwortelig kroos;Associatie van Veelwortelig kroos;NULL;NULL;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;893E880E-3AF6-E911-910D-0050568D094E;r01Aa02a;Lemno-Spirodeletum typicum;Lemno-Spirodeletum typicum;"Associatie van Veelwortelig kroos; typische subassociatie";"Associatie van Veelwortelig kroos; typische subassociatie";NULL;883E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;8A3E880E-3AF6-E911-910D-0050568D094E;r01Aa02b;Lemno-Spirodeletum azolletosum carolinianae;Lemno-Spirodeletum azolletosum carolinianae;"Associatie van Veelwortelig kroos; subassociatie met Kleine kroosvaren";"Associatie van Veelwortelig kroos; subassociatie met Kleine kroosvaren";NULL;883E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;8B3E880E-3AF6-E911-910D-0050568D094E;r01Ab;Lemnion trisulcae;Lemnion trisulcae;Puntkroos-verbond;Puntkroos-verbond;NULL;833E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;8C3E880E-3AF6-E911-910D-0050568D094E;r01Ab01;Riccietum fluitantis;Riccietum fluitantis;Watervorkjes-associatie;Watervorkjes-associatie;NULL;NULL;NULL;1;2019-10-24 10:41:23.400;FAB;2019-10-24 10:41:23.400;FAB
RVVN Nationale Vegetatie typologie;8D3E880E-3AF6-E911-910D-0050568D094E;r01Ab01a;Riccietum fluitantis typicum;Riccietum fluitantis typicum;"Watervorkjes-associatie; typische subassociatie";"Watervorkjes-associatie; typische subassociatie";NULL;8C3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;8E3E880E-3AF6-E911-910D-0050568D094E;r01Ab01b;Riccietum fluitantis ricciocarpetosum;Riccietum fluitantis ricciocarpetosum;"Watervorkjes-associatie; subassociatie met Kroosmos";"Watervorkjes-associatie; subassociatie met Kroosmos";NULL;8C3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;8F3E880E-3AF6-E911-910D-0050568D094E;r01RG01;RG Lemna trisulca-[Lemnion trisulcae];RG Lemna trisulca-[Lemnion trisulcae];RG Puntkroos [Puntkroos-verbond];RG Puntkroos [Puntkroos-verbond];NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;903E880E-3AF6-E911-910D-0050568D094E;r01RG02;RG Lemna minor-[Lemnetea minoris];RG Lemna minor-[Lemnetea minoris];RG Klein kroos [Eendenkroos-klasse];RG Klein kroos [Eendenkroos-klasse];NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;913E880E-3AF6-E911-910D-0050568D094E;r01RG03;RG Lemna minuta-[Lemnetea minoris];RG Lemna minuta-[Lemnetea minoris];RG Dwergkroos [Eendenkroos-klasse];RG Dwergkroos [Eendenkroos-klasse];NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;923E880E-3AF6-E911-910D-0050568D094E;r02;Ruppietea;Ruppietea;Ruppia-klasse;Ruppia-klasse;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;933E880E-3AF6-E911-910D-0050568D094E;r02A;Zannichellio-Ruppietalia;Zannichellio-Ruppietalia;Ruppia-orde;Ruppia-orde;NULL;923E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;943E880E-3AF6-E911-910D-0050568D094E;r02Aa;Ruppion maritimae;Ruppion maritimae;Ruppia-verbond;Ruppia-verbond;NULL;933E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;953E880E-3AF6-E911-910D-0050568D094E;r02Aa01;Ruppietum maritimae;Ruppietum maritimae;Associatie van Snavelruppia;Associatie van Snavelruppia;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;963E880E-3AF6-E911-910D-0050568D094E;r02Aa02;Ruppietum cirrhosae;Ruppietum cirrhosae;Associatie van Spiraalruppia;Associatie van Spiraalruppia;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;973E880E-3AF6-E911-910D-0050568D094E;r03;Zosteretea;Zosteretea;Zeegras-klasse;Zeegras-klasse;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;983E880E-3AF6-E911-910D-0050568D094E;r03A;Zosteretalia;Zosteretalia;Zeegras-orde;Zeegras-orde;NULL;973E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;993E880E-3AF6-E911-910D-0050568D094E;r03Aa;Zosterion;Zosterion;Zeegras-verbond;Zeegras-verbond;NULL;983E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;9A3E880E-3AF6-E911-910D-0050568D094E;r03Aa01;Zosteretum noltii;Zosteretum noltii;Associatie van Klein zeegras;Associatie van Klein zeegras;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;9B3E880E-3AF6-E911-910D-0050568D094E;r03Aa02;Zosteretum marinae;Zosteretum marinae;Associatie van Groot zeegras;Associatie van Groot zeegras;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;9C3E880E-3AF6-E911-910D-0050568D094E;r04;Charetea fragilis;Charetea fragilis;Kranswieren-klasse;Kranswieren-klasse;NULL;NULL;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;9D3E880E-3AF6-E911-910D-0050568D094E;r04A;Nitelletalia flexilis;Nitelletalia flexilis;Glanswier-orde;Glanswier-orde;NULL;9C3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;9E3E880E-3AF6-E911-910D-0050568D094E;r04Aa;Nitellion flexilis;Nitellion flexilis;Glanswier-verbond;Glanswier-verbond;NULL;9D3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.413;FAB;2019-10-24 10:41:23.413;FAB
RVVN Nationale Vegetatie typologie;9F3E880E-3AF6-E911-910D-0050568D094E;r04Aa01;Nitelletum translucentis;Nitelletum translucentis;Associatie van Doorschijnend glanswier;Associatie van Doorschijnend glanswier;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A03E880E-3AF6-E911-910D-0050568D094E;r04B;Charetalia hispidae;Charetalia hispidae;Kransblad-orde;Kransblad-orde;NULL;A03E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2024-05-30 14:35:03.917;R75840
RVVN Nationale Vegetatie typologie;A13E880E-3AF6-E911-910D-0050568D094E;r04Ba;Charion fragilis;Charion fragilis;Verbond van Stekelharig kransblad;Verbond van Stekelharig kransblad;NULL;A03E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A23E880E-3AF6-E911-910D-0050568D094E;r04Ba01;Nitellopsidetum obtusae;Nitellopsidetum obtusae;Associatie van Sterkranswier;Associatie van Sterkranswier;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A33E880E-3AF6-E911-910D-0050568D094E;r04Ba02;Charetum hispidae;Charetum hispidae;Associatie van Stekelharig kransblad;Associatie van Stekelharig kransblad;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A43E880E-3AF6-E911-910D-0050568D094E;r04Ba03;Charetum asperae;Charetum asperae;Associatie van Ruw kransblad;Associatie van Ruw kransblad;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A53E880E-3AF6-E911-910D-0050568D094E;r04Bb;Charion vulgaris;Charion vulgaris;Verbond van Gewoon kransblad;Verbond van Gewoon kransblad;NULL;A03E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A63E880E-3AF6-E911-910D-0050568D094E;r04Bb01;Charetum vulgaris;Charetum vulgaris;Associatie van Gewoon kransblad;Associatie van Gewoon kransblad;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A73E880E-3AF6-E911-910D-0050568D094E;r04Bb02;Lemno-Nitelletum capillaris;Lemno-Nitelletum capillaris;Associatie van Kleinhoofdig glanswier;Associatie van Kleinhoofdig glanswier;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A83E880E-3AF6-E911-910D-0050568D094E;r04Bb03;Tolypelletum proliferae;Tolypelletum proliferae;Associatie van Groot boomglanswier;Associatie van Groot boomglanswier;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;A93E880E-3AF6-E911-910D-0050568D094E;r04C;Lamprothamnietalia papulosi;Lamprothamnietalia papulosi;Orde van Brakwater-kransblad;Orde van Brakwater-kransblad;NULL;9C3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;AA3E880E-3AF6-E911-910D-0050568D094E;r04Ca;Charion canescentis;Charion canescentis;Verbond van Brakwater-kransblad;Verbond van Brakwater-kransblad;NULL;A93E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;AB3E880E-3AF6-E911-910D-0050568D094E;r04Ca01;Charetum canescentis;Charetum canescentis;Associatie van Brakwater-kransblad;Associatie van Brakwater-kransblad;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;AC3E880E-3AF6-E911-910D-0050568D094E;r04RG01;RG Chara globularis-[Charetea fragilis];RG Chara globularis-[Charetea fragilis];RG Breekbaar kransblad [Kranswieren-klasse];RG Breekbaar kransblad [Kranswieren-klasse];NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;AD3E880E-3AF6-E911-910D-0050568D094E;r04RG02;RG Nitella flexilis-[Charetea fragilis/Potametea];RG Nitella flexilis-[Charetea fragilis/Potametea];RG Buigzaam glanswier [Kranswieren-klasse/Fonteinkruiden-klasse];RG Buigzaam glanswier [Kranswieren-klasse/Fonteinkruiden-klasse];NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;AE3E880E-3AF6-E911-910D-0050568D094E;r04RG03;RG Nitella mucronata-[Charetea fragilis/Potametea];RG Nitella mucronata-[Charetea fragilis/Potametea];RG Puntdragend kranswier [Kranswieren-klasse/Fonteinkruiden-klasse];RG Puntdragend kranswier [Kranswieren-klasse/Fonteinkruiden-klasse];NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;AF3E880E-3AF6-E911-910D-0050568D094E;r05;Potametea;Potametea;Fonteinkruiden-klasse;Fonteinkruiden-klasse;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;B03E880E-3AF6-E911-910D-0050568D094E;r05A;Zannichellietalia pedicellatae;Zannichellietalia pedicellatae;Orde van Gesteelde Zannichellia;Orde van Gesteelde Zannichellia;NULL;AF3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;B13E880E-3AF6-E911-910D-0050568D094E;r05Aa;Zannichellion pedicellatae;Zannichellion pedicellatae;Verbond van Gesteelde Zannichellia;Verbond van Gesteelde Zannichellia;NULL;B03E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;B23E880E-3AF6-E911-910D-0050568D094E;r05Aa01;Ceratophylletum submersi;Ceratophylletum submersi;Associatie van Fijn hoornblad;Associatie van Fijn hoornblad;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;B33E880E-3AF6-E911-910D-0050568D094E;r05Aa02;Ranunculetum baudotii;Ranunculetum baudotii;Associatie van Zilte waterranonkel;Associatie van Zilte waterranonkel;NULL;NULL;NULL;1;2019-10-24 10:41:23.430;FAB;2019-10-24 10:41:23.430;FAB
RVVN Nationale Vegetatie typologie;B43E880E-3AF6-E911-910D-0050568D094E;r05Aa03;Najadetum marinae;Najadetum marinae;Associatie van Groot nimfkruid;Associatie van Groot nimfkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;B53E880E-3AF6-E911-910D-0050568D094E;r05Aa03a;Najadetum marinae zannichellietosum;Najadetum marinae zannichellietosum;"Associatie van Groot nimfkruid; subassociatie met Zannichellia";"Associatie van Groot nimfkruid; subassociatie met Zannichellia";NULL;B43E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;B63E880E-3AF6-E911-910D-0050568D094E;r05Aa03b;Najadetum marinae nitellopsidetosum;Najadetum marinae nitellopsidetosum;"Associatie van Groot nimfkruid; subassociatie met Sterkranswier";"Associatie van Groot nimfkruid; subassociatie met Sterkranswier";NULL;B43E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;B73E880E-3AF6-E911-910D-0050568D094E;r05B;Nupharo-Potametalia;Nupharo-Potametalia;Orde van de Fonteinkruiden en Waterlelies;Orde van de Fonteinkruiden en Waterlelies;NULL;AF3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;B83E880E-3AF6-E911-910D-0050568D094E;r05Ba;Nymphaeion;Nymphaeion;Waterlelie-verbond;Waterlelie-verbond;NULL;B73E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;B93E880E-3AF6-E911-910D-0050568D094E;r05Ba01;Ranunculo fluitantis-Potametum perfoliati;Ranunculo fluitantis-Potametum perfoliati;Associatie van Doorgroeid fonteinkruid;Associatie van Doorgroeid fonteinkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;BA3E880E-3AF6-E911-910D-0050568D094E;r05Ba02;Potametum lucentis;Potametum lucentis;Associatie van Glanzig fonteinkruid;Associatie van Glanzig fonteinkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;BB3E880E-3AF6-E911-910D-0050568D094E;r05Ba03;Nymphaeo albae-Nupharetum luteae;Nymphaeo albae-Nupharetum luteae;Associatie van Witte waterlelie en Gele plomp;Associatie van Witte waterlelie en Gele plomp;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;BC3E880E-3AF6-E911-910D-0050568D094E;r05Ba04;Nymphaeetum candidae;Nymphaeetum candidae;Associatie van Noordelijke waterlelie;Associatie van Noordelijke waterlelie;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;BD3E880E-3AF6-E911-910D-0050568D094E;r05Ba05;Potameto-Nymphoidetum;Potameto-Nymphoidetum;Watergentiaan-associatie;Watergentiaan-associatie;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;BE3E880E-3AF6-E911-910D-0050568D094E;r05Bb;Hydrocharition morus-ranae;Hydrocharition morus-ranae;Kikkerbeet-verbond;Kikkerbeet-verbond;NULL;B73E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;BF3E880E-3AF6-E911-910D-0050568D094E;r05Bb01;Stratiotetum;Stratiotetum;Krabbescheer-associatie;Krabbescheer-associatie;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C03E880E-3AF6-E911-910D-0050568D094E;r05Bb02;Utricularietum vulgaris;Utricularietum vulgaris;Associatie van Groot blaasjeskruid;Associatie van Groot blaasjeskruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C13E880E-3AF6-E911-910D-0050568D094E;r05Bc;Parvopotamion;Parvopotamion;Verbond van de Kleine fonteinkruiden;Verbond van de Kleine fonteinkruiden;NULL;B73E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C23E880E-3AF6-E911-910D-0050568D094E;r05Bc01;Potametum berchtoldii;Potametum berchtoldii;Associatie van Klein fonteinkruid;Associatie van Klein fonteinkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C33E880E-3AF6-E911-910D-0050568D094E;r05Bc02;Groenlandietum;Groenlandietum;Associatie van Paarbladig fonteinkruid;Associatie van Paarbladig fonteinkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C43E880E-3AF6-E911-910D-0050568D094E;r05Bc03;Ranunculetum circinati;Ranunculetum circinati;Associatie van Stijve waterranonkel;Associatie van Stijve waterranonkel;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C53E880E-3AF6-E911-910D-0050568D094E;r05Bc04;Potametum obtusifolii;Potametum obtusifolii;Associatie van Stomp fonteinkruid;Associatie van Stomp fonteinkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.447;FAB;2019-10-24 10:41:23.447;FAB
RVVN Nationale Vegetatie typologie;C63E880E-3AF6-E911-910D-0050568D094E;r05Bc05;Myriophyllo verticillati-Hottonietum;Myriophyllo verticillati-Hottonietum;Associatie van Waterviolier en Kransvederkruid;Associatie van Waterviolier en Kransvederkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.460;FAB;2019-10-24 10:41:23.460;FAB
RVVN Nationale Vegetatie typologie;C73E880E-3AF6-E911-910D-0050568D094E;r05C;Callitricho-Potametalia;Callitricho-Potametalia;Orde van Haaksterrenkroos en Grote waterranonkel;Orde van Haaksterrenkroos en Grote waterranonkel;NULL;AF3E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.460;FAB;2019-10-24 10:41:23.460;FAB
RVVN Nationale Vegetatie typologie;C83E880E-3AF6-E911-910D-0050568D094E;r05Ca;Ranunculion peltati;Ranunculion peltati;Verbond van Grote waterranonkel;Verbond van Grote waterranonkel;NULL;C73E880E-3AF6-E911-910D-0050568D094E;NULL;1;2019-10-24 10:41:23.460;FAB;2019-10-24 10:41:23.460;FAB
RVVN Nationale Vegetatie typologie;C93E880E-3AF6-E911-910D-0050568D094E;r05Ca01;Callitricho-Hottonietum;Callitricho-Hottonietum;Associatie van Waterviolier en Sterrekroos;Associatie van Waterviolier en Sterrekroos;NULL;NULL;NULL;1;2019-10-24 10:41:23.460;FAB;2019-10-24 10:41:23.460;FAB
RVVN Nationale Vegetatie typologie;CA3E880E-3AF6-E911-910D-0050568D094E;r05Ca02;Ranunculetum hederacei;Ranunculetum hederacei;Associatie van Klimopwaterranonkel;Associatie van Klimopwaterranonkel;NULL;NULL;NULL;1;2019-10-24 10:41:23.460;FAB;2019-10-24 10:41:23.460;FAB
RVVN Nationale Vegetatie typologie;CB3E880E-3AF6-E911-910D-0050568D094E;r05Ca03;Callitricho-Myriophylletum alterniflori;Callitricho-Myriophylletum alterniflori;Associatie van Teer vederkruid;Associatie van Teer vederkruid;NULL;NULL;NULL;1;2019-10-24 10:41:23.460;FAB;2019-10-24 10:41:23.460;FAB
RVVN Nationale Vegetatie typologie;CC3E880E-3AF6-E911-910D-0050568D094E;r05Ca04;Callitricho hamulatae-Ranunculetum fluitantis;Callitricho hamulatae-Ranunculetum fluitantis;Associatie van Vlottende waterranonkel;Associatie van Vlottende waterranonkel;NULL;NULL;NULL;1;2019-10-24 10:41:23.477;FAB;2019-10-24 10:41:23.477;FAB
RVVN Nationale Vegetatie typologie;DE3E880E-3AF6-E911-910D-0050568D094E;r05DG01;DG Myriophyllum aquaticum-[Potametea/Phragmitetea];DG Myriophyllum aquaticum-[Potametea/Phragmitetea];DG Parelvederkruid [Fonteinkruiden-klasse/Riet-klasse];DG Parelvederkruid [Fonteinkruiden-klasse/Riet-klasse];NULL;NULL;NULL;1;2019-10-24 10:41:23.493;FAB;2019-10-24 10:41:23.493;FAB
RVVN Nationale Vegetatie typologie;CD3E880E-3AF6-E911-910D-0050568D094E;r05RG01;RG Potamogeton pectinatus-Zannichellia palustris subsp. pedicellata-[Zannichellietalia pedicellatae];RG Potamogeton pectinatus-Zannichellia palustris subsp. pedicellata-[Zannichellietalia pedicellatae];RG Schedefonteinkruid en Gesteelde zannichellia [Orde van Gesteelde zannichellia];RG Schedefonteinkruid en Gesteelde zannichellia [Orde van Gesteelde zannichellia];NULL;NULL;NULL;1;2019-10-24 10:41:23.477;FAB;2019-10-24 10:41:23.477;FAB
RVVN Nationale Vegetatie typologie;CE3E880E-3AF6-E911-910D-0050568D094E;r05RG02;RG Hydrocharis morsus-ranae-[Hydrocharition morsus-ranae];RG Hydrocharis morsus-ranae-[Hydrocharition morsus-ranae];RG Kikkerbeet [Kikkerbeet-verbond];RG Kikkerbeet [Kikkerbeet-verbond];NULL;NULL;NULL;1;2019-10-24 10:41:23.477;FAB;2019-10-24 10:41:23.477;FAB
RVVN Nationale Vegetatie typologie;CF3E880E-3AF6-E911-910D-0050568D094E;r05RG03;RG Potamogeton mucronatus-[Parvopotamion];RG Potamogeton mucronatus-[Parvopotamion];RG Puntig fonteinkruid [Verbond van de kleine fonteinkruiden];RG Puntig fonteinkruid [Verbond van de kleine fonteinkruiden];NULL;NULL;NULL;1;2019-10-24 10:41:23.477;FAB;2019-10-24 10:41:23.477;FAB
RVVN Nationale Vegetatie typologie;D03E880E-3AF6-E911-910D-0050568D094E;r05RG04;RG Potamogeton pusillus-Elodea nuttallii-[Parvopotamion];RG Potamogeton pusillus-Elodea nuttallii-[Parvopotamion];RG Tenger fonteinkruid en Smalle waterpest [Verbond van de kleine fonteinkruiden];RG Tenger fonteinkruid en Smalle waterpest [Verbond van de kleine fonteinkruiden];NULL;NULL;NULL;1;2019-10-24 10:41:23.477;FAB;2019-10-24 10:41:23.477;FAB
