TaxonCode;SynonymName;SynonymIsScientificName;SynonymIsPreferredCommonName;SynonymTaxonGroupCode;SynonymTaxonGroupName;PreferredTaxonCode;PreferredTaxonName;PreferredIsScientificName;PreferredIsPreferredCommonName;PreferredTaxonGroupCode;PreferredTaxonGroupName
1120;Avenula;1;0;01;Vaatplanten;1516;Helictotrichon;1;0;01;Vaatplanten
12000;Schermbloemfamilie;0;1;01;Vaatplanten;68;Apiaceae;1;0;01;Vaatplanten
12001;Asterfamilie;0;1;01;Vaatplanten;81;Asteraceae;1;0;01;Vaatplanten
12002;Grassenfamilie;0;1;01;Vaatplanten;286;Poaceae;1;0;01;Vaatplanten
12003;Zilverspar (G);0;1;01;Vaatplanten;1000;Abies;1;0;01;Vaatplanten
12004;Kroesje (G);0;1;04;Korstmossen;1002;Absconditella;1;0;04;Korstmossen
12005;Abutilon (G);0;1;01;Vaatplanten;1003;Abutilon;1;0;01;Vaatplanten
12006;Steenschubje Acarospora (G);0;1;04;Korstmossen;1004;Acarospora;1;0;04;Korstmossen
12007;Knopmos Acaulon (G);0;1;03;Mossen;1005;Acaulon;1;0;03;Mossen
12008;Esdoorn (G);0;1;01;Vaatplanten;1006;Acer;1;0;01;Vaatplanten
12009;Aceras (G);0;1;01;Vaatplanten;1007;Aceras;1;0;01;Vaatplanten
12010;Duizendblad (G);0;1;01;Vaatplanten;1008;Achillea;1;0;01;Vaatplanten
12011;Monnikskap (G);0;1;01;Vaatplanten;1009;Aconitum;1;0;01;Vaatplanten
12012;Acorus (G);0;1;01;Vaatplanten;1010;Acorus;1;0;01;Vaatplanten
12013;Wrat (G);0;1;04;Korstmossen;1012;Acrocordia;1;0;04;Korstmossen
12014;Actaea (G);0;1;01;Vaatplanten;1013;Actaea;1;0;01;Vaatplanten
12015;Venushaar (G);0;1;01;Vaatplanten;1015;Adiantum;1;0;01;Vaatplanten
12016;Adonis (G);0;1;01;Vaatplanten;1016;Adonis;1;0;01;Vaatplanten
12017;Adoxa (G);0;1;01;Vaatplanten;1017;Adoxa;1;0;01;Vaatplanten
12018;Aegopodium (G);0;1;01;Vaatplanten;1018;Aegopodium;1;0;01;Vaatplanten
12019;Paardenkastanje (G);0;1;01;Vaatplanten;1019;Aesculus;1;0;01;Vaatplanten
12020;Aethusa (G);0;1;01;Vaatplanten;1020;Aethusa;1;0;01;Vaatplanten
12021;Haarschubje (G);0;1;04;Korstmossen;1022;Agonimia;1;0;04;Korstmossen
12022;Agrimonie (G);0;1;01;Vaatplanten;1023;Agrimonia;1;0;01;Vaatplanten
12023;Agrostemma (G);0;1;01;Vaatplanten;1024;Agrostemma;1;0;01;Vaatplanten
12024;Struisgras (G);0;1;01;Vaatplanten;1025;Agrostis;1;0;01;Vaatplanten
12025;Ailanthus (G);0;1;01;Vaatplanten;1026;Ailanthus;1;0;01;Vaatplanten
12026;Dwerghaver (G);0;1;01;Vaatplanten;1027;Aira;1;0;01;Vaatplanten
12027;Zenegroen (G);0;1;01;Vaatplanten;1028;Ajuga;1;0;01;Vaatplanten
12028;Alcea (G);0;1;01;Vaatplanten;1029;Alcea;1;0;01;Vaatplanten
12029;Vrouwenmantel (G);0;1;01;Vaatplanten;1030;Alchemilla;1;0;01;Vaatplanten
12030;Waterweegbree (G);0;1;01;Vaatplanten;1032;Alisma;1;0;01;Vaatplanten
12031;Alliaria (G);0;1;01;Vaatplanten;1033;Alliaria;1;0;01;Vaatplanten
12032;Look (G);0;1;01;Vaatplanten;1034;Allium;1;0;01;Vaatplanten
12033;Els (G);0;1;01;Vaatplanten;1035;Alnus;1;0;01;Vaatplanten
12034;Aloëmos (G);0;1;03;Mossen;1036;Aloina;1;0;03;Mossen
12035;Vossenstaart (G);0;1;01;Vaatplanten;1037;Alopecurus;1;0;01;Vaatplanten
12036;Heemst (G);0;1;01;Vaatplanten;1038;Althaea;1;0;01;Vaatplanten
12037;Schildzaad (G);0;1;01;Vaatplanten;1039;Alyssum;1;0;01;Vaatplanten
12038;Vliegenstrontjesmos (G);0;1;04;Korstmossen;1040;Amandinea;1;0;04;Korstmossen
12039;Amarant (G);0;1;01;Vaatplanten;1041;Amaranthus;1;0;01;Vaatplanten
12040;Stomptandmos (G);0;1;03;Mossen;1042;Amblyodon;1;0;03;Mossen
12041;Pluisdraadmos (G);0;1;03;Mossen;1043;Amblystegium;1;0;03;Mossen
12042;Ambrosia (G);0;1;01;Vaatplanten;1044;Ambrosia;1;0;01;Vaatplanten
12043;Krentenboompje (G);0;1;01;Vaatplanten;1045;Amelanchier;1;0;01;Vaatplanten
12044;Akkerscherm (G);0;1;01;Vaatplanten;1046;Ammi;1;0;01;Vaatplanten
12045;Ammophila (G);0;1;01;Vaatplanten;1047;Ammophila;1;0;01;Vaatplanten
12046;Amsinckia (G);0;1;01;Vaatplanten;1048;Amsinckia;1;0;01;Vaatplanten
12047;Anacamptis (G);0;1;01;Vaatplanten;1050;Anacamptis;1;0;01;Vaatplanten
12048;Guichelheil (G);0;1;01;Vaatplanten;1051;Anagallis;1;0;01;Vaatplanten
12049;Anaphalis (G);0;1;01;Vaatplanten;1052;Anaphalis;1;0;01;Vaatplanten
12050;Wimpermos (G);0;1;04;Korstmossen;1053;Anaptychia;1;0;04;Korstmossen
12051;Kielmos (G);0;1;03;Mossen;1054;Anastrophyllum;1;0;03;Mossen
12052;Ossentong (G);0;1;01;Vaatplanten;1055;Anchusa;1;0;01;Vaatplanten
12053;Hunebedmos (G);0;1;03;Mossen;1056;Andreaea;1;0;03;Mossen
12054;Andromeda (G);0;1;01;Vaatplanten;1057;Andromeda;1;0;01;Vaatplanten
12055;Anemoon (G);0;1;01;Vaatplanten;1058;Anemone;1;0;01;Vaatplanten
12056;Anethum (G);0;1;01;Vaatplanten;1059;Anethum;1;0;01;Vaatplanten
12057;Vetmos (G);0;1;03;Mossen;1060;Aneura;1;0;03;Mossen
12058;Engelwortel (G);0;1;01;Vaatplanten;1061;Angelica;1;0;01;Vaatplanten
12059;Waaierdravik (G);0;1;01;Vaatplanten;1062;Anisantha;1;0;01;Vaatplanten
12060;Sporenkorst (G);0;1;04;Korstmossen;1063;Anisomeridium;1;0;04;Korstmossen
12061;Anoda (G);0;1;01;Vaatplanten;1064;Anoda;1;0;01;Vaatplanten
12062;Touwtjesmos (G);0;1;03;Mossen;1065;Anomodon;1;0;03;Mossen
12063;Antennaria (G);0;1;01;Vaatplanten;1066;Antennaria;1;0;01;Vaatplanten
12064;Schubkamille (G);0;1;01;Vaatplanten;1068;Anthemis;1;0;01;Vaatplanten
12065;Graslelie (G);0;1;01;Vaatplanten;1069;Anthericum;1;0;01;Vaatplanten
12066;Hauwmos p.p. Anthoceros (G);0;1;03;Mossen;1070;Anthoceros;1;0;03;Mossen
12067;Reukgras (G);0;1;01;Vaatplanten;1071;Anthoxanthum;1;0;01;Vaatplanten
12068;Kervel (G);0;1;01;Vaatplanten;1072;Anthriscus;1;0;01;Vaatplanten
12069;Anthyllis (G);0;1;01;Vaatplanten;1073;Anthyllis;1;0;01;Vaatplanten
12070;Leeuwenbek (G);0;1;01;Vaatplanten;1074;Antirrhinum;1;0;01;Vaatplanten
12071;Weerhaakmos (G);0;1;03;Mossen;1075;Antitrichia;1;0;03;Mossen
12072;Windhalm (G);0;1;01;Vaatplanten;1076;Apera;1;0;01;Vaatplanten
12073;Leeuwenklauw (G);0;1;01;Vaatplanten;1077;Aphanes;1;0;01;Vaatplanten
12074;Moerasscherm (G);0;1;01;Vaatplanten;1078;Apium;1;0;01;Vaatplanten
12075;Akelei (G);0;1;01;Vaatplanten;1079;Aquilegia;1;0;01;Vaatplanten
12076;Arabidopsis (G);0;1;01;Vaatplanten;1080;Arabidopsis;1;0;01;Vaatplanten
12077;Scheefkelk (G);0;1;01;Vaatplanten;1081;Arabis;1;0;01;Vaatplanten
12078;Oermos (G);0;1;03;Mossen;1083;Archidium;1;0;03;Mossen
12079;Klit (G);0;1;01;Vaatplanten;1084;Arctium;1;0;01;Vaatplanten
12080;Arctostaphylos (G);0;1;01;Vaatplanten;1085;Arctostaphylos;1;0;01;Vaatplanten
12081;Zandmuur (G);0;1;01;Vaatplanten;1086;Arenaria;1;0;01;Vaatplanten
12082;Aristolochia (G);0;1;01;Vaatplanten;1087;Aristolochia;1;0;01;Vaatplanten
12083;Armeria (G);0;1;01;Vaatplanten;1088;Armeria;1;0;01;Vaatplanten
12084;Armoracia (G);0;1;01;Vaatplanten;1089;Armoracia;1;0;01;Vaatplanten
12085;Arnica (G);0;1;01;Vaatplanten;1090;Arnica;1;0;01;Vaatplanten
12086;Arnoseris (G);0;1;01;Vaatplanten;1091;Arnoseris;1;0;01;Vaatplanten
12087;Appelbes (G);0;1;01;Vaatplanten;1092;Aronia;1;0;01;Vaatplanten
12088;Arrhenatherum (G);0;1;01;Vaatplanten;1093;Arrhenatherum;1;0;01;Vaatplanten
12089;Alsem (G);0;1;01;Vaatplanten;1094;Artemisia;1;0;01;Vaatplanten
12090;Vlekje (G);0;1;04;Korstmossen;1095;Arthonia;1;0;04;Korstmossen
12091;Stipjes (G);0;1;04;Korstmossen;1096;Arthopyrenia;1;0;04;Korstmossen
12092;Kleine runenkorst (G);0;1;04;Korstmossen;1097;Arthothelium;1;0;04;Korstmossen
12093;Gele heikorst (G);0;1;04;Korstmossen;1098;Arthrorhaphis;1;0;04;Korstmossen
12094;Aronskelk (G);0;1;01;Vaatplanten;1099;Arum;1;0;01;Vaatplanten
12095;Aruncus (G);0;1;01;Vaatplanten;1100;Aruncus;1;0;01;Vaatplanten
12096;Arundinaria (G);0;1;01;Vaatplanten;1101;Arundinaria;1;0;01;Vaatplanten
12097;Asarum (G);0;1;01;Vaatplanten;1102;Asarum;1;0;01;Vaatplanten
12098;Asclepias (G);0;1;01;Vaatplanten;1103;Asclepias;1;0;01;Vaatplanten
12099;Asperge (G);0;1;01;Vaatplanten;1104;Asparagus;1;0;01;Vaatplanten
12100;Asperugo (G);0;1;01;Vaatplanten;1105;Asperugo;1;0;01;Vaatplanten
12101;Bedstro (G);0;1;01;Vaatplanten;1106;Asperula;1;0;01;Vaatplanten
12102;Dambordje (G);0;1;04;Korstmossen;1107;Aspicilia;1;0;04;Korstmossen
12103;Streepvaren (G);0;1;01;Vaatplanten;1109;Asplenium;1;0;01;Vaatplanten
12104;Aster (G);0;1;01;Vaatplanten;1110;Aster;1;0;01;Vaatplanten
12105;Hokjespeul (G);0;1;01;Vaatplanten;1111;Astragalus;1;0;01;Vaatplanten
12106;Vliesje (G);0;1;04;Korstmossen;1112;Athelia;1;0;04;Korstmossen
12107;Athyrium (G);0;1;01;Vaatplanten;1113;Athyrium;1;0;01;Vaatplanten
12108;Rimpelmos (G);0;1;03;Mossen;1114;Atrichum;1;0;03;Mossen
12109;Melde (G);0;1;01;Vaatplanten;1115;Atriplex;1;0;01;Vaatplanten
12110;Atropa (G);0;1;01;Vaatplanten;1116;Atropa;1;0;01;Vaatplanten
12111;Aubrieta (G);0;1;01;Vaatplanten;1117;Aubrieta;1;0;01;Vaatplanten
12112;Knopjesmos (G);0;1;03;Mossen;1118;Aulacomnium;1;0;03;Mossen
12113;Haver (G);0;1;01;Vaatplanten;1119;Avena;1;0;01;Vaatplanten
12115;Axyris (G);0;1;01;Vaatplanten;1121;Axyris;1;0;01;Vaatplanten
12116;Kroosvaren (G);0;1;01;Vaatplanten;1122;Azolla;1;0;01;Vaatplanten
12117;Baccharis (G);0;1;01;Vaatplanten;1123;Baccharis;1;0;01;Vaatplanten
12118;Knoopjeskorst (G);0;1;04;Korstmossen;1125;Bacidia;1;0;04;Korstmossen
12119;Heikorst (G);0;1;04;Korstmossen;1126;Baeomyces;1;0;04;Korstmossen
12120;Sterretjeskorst (G);0;1;04;Korstmossen;1127;Bagliettoa;1;0;04;Korstmossen
12121;Moerasweegbree (G);0;1;01;Vaatplanten;1128;Baldellia;1;0;01;Vaatplanten
12122;Ballote (G);0;1;01;Vaatplanten;1129;Ballota;1;0;01;Vaatplanten
12123;Balsamita (G);0;1;01;Vaatplanten;1130;Balsamita;1;0;01;Vaatplanten
12124;Barbarakruid (G);0;1;01;Vaatplanten;1131;Barbarea;1;0;01;Vaatplanten
12125;Tandmos (G);0;1;03;Mossen;1132;Barbilophozia;1;0;03;Mossen
12126;Smaragdsteeltje p.p. Barbula (G);0;1;03;Mossen;1133;Barbula;1;0;03;Mossen
12127;Appelmos (G);0;1;03;Mossen;1134;Bartramia;1;0;03;Mossen
12128;Bassia (G);0;1;01;Vaatplanten;1135;Bassia;1;0;01;Vaatplanten
12129;Zweepmos (G);0;1;03;Mossen;1136;Bazzania;1;0;03;Mossen
12130;Bellis (G);0;1;01;Vaatplanten;1138;Bellis;1;0;01;Vaatplanten
12131;Berberis (G);0;1;01;Vaatplanten;1139;Berberis;1;0;01;Vaatplanten
12132;Berteroa (G);0;1;01;Vaatplanten;1140;Berteroa;1;0;01;Vaatplanten
12133;Berula (G);0;1;01;Vaatplanten;1141;Berula;1;0;01;Vaatplanten
12134;Beta (G);0;1;01;Vaatplanten;1142;Beta;1;0;01;Vaatplanten
12135;Berk (G);0;1;01;Vaatplanten;1143;Betula;1;0;01;Vaatplanten
12136;Tandzaad (G);0;1;01;Vaatplanten;1145;Bidens;1;0;01;Vaatplanten
12137;Bifora (G);0;1;01;Vaatplanten;1146;Bifora;1;0;01;Vaatplanten
12138;Mosvreter (G);0;1;04;Korstmossen;1147;Bilimbia;1;0;04;Korstmossen
12139;Bitterling (G);0;1;01;Vaatplanten;1148;Blackstonia;1;0;01;Vaatplanten
12140;Flesjesmos (G);0;1;03;Mossen;1149;Blasia;1;0;03;Mossen
12141;Blechnum (G);0;1;01;Vaatplanten;1150;Blechnum;1;0;01;Vaatplanten
12142;Spettermos (G);0;1;03;Mossen;1151;Blindia;1;0;03;Mossen
12143;Tweerijige bies (G);0;1;01;Vaatplanten;1152;Blysmus;1;0;01;Vaatplanten
12144;Bolboschoenus (G);0;1;01;Vaatplanten;1153;Bolboschoenus;1;0;01;Vaatplanten
12145;Borago (G);0;1;01;Vaatplanten;1154;Borago;1;0;01;Vaatplanten
12146;Maanvaren (G);0;1;01;Vaatplanten;1155;Botrychium;1;0;01;Vaatplanten
12147;Groene poederkorst (G);0;1;04;Korstmossen;1156;Botryolepraria;1;0;04;Korstmossen
12148;Kortsteel (G);0;1;01;Vaatplanten;1157;Brachypodium;1;0;01;Vaatplanten
12149;Dikkopmos (G);0;1;03;Mossen;1158;Brachythecium;1;0;03;Mossen
12150;Kool (G);0;1;01;Vaatplanten;1159;Brassica;1;0;01;Vaatplanten
12151;Trilgras (G);0;1;01;Vaatplanten;1161;Briza;1;0;01;Vaatplanten
12152;Vaste dravik (G);0;1;01;Vaatplanten;1162;Bromopsis;1;0;01;Vaatplanten
12153;Dravik (G);0;1;01;Vaatplanten;1163;Bromus;1;0;01;Vaatplanten
12154;Brunnera (G);0;1;01;Vaatplanten;1164;Brunnera;1;0;01;Vaatplanten
12155;Roestvoetje (G);0;1;03;Mossen;1165;Bryoerythrophyllum;1;0;03;Mossen
12156;Bryonia (G);0;1;01;Vaatplanten;1166;Bryonia;1;0;01;Vaatplanten
12157;Urntjeskorst (G);0;1;04;Korstmossen;1167;Bryophagus;1;0;04;Korstmossen
12158;Paardenhaarmos (G);0;1;04;Korstmossen;1168;Bryoria;1;0;04;Korstmossen
12159;Knikmos (G);0;1;03;Mossen;1169;Bryum;1;0;03;Mossen
12160;Buddleja (G);0;1;01;Vaatplanten;1170;Buddleja;1;0;01;Vaatplanten
12161;Strontjesmos (G);0;1;04;Korstmossen;1171;Buellia;1;0;04;Korstmossen
12162;Buglossoides (G);0;1;01;Vaatplanten;1173;Buglossoides;1;0;01;Vaatplanten
12163;Hardvrucht (G);0;1;01;Vaatplanten;1174;Bunias;1;0;01;Vaatplanten
12164;Bunium (G);0;1;01;Vaatplanten;1175;Bunium;1;0;01;Vaatplanten
12165;Goudscherm (G);0;1;01;Vaatplanten;1176;Bupleurum;1;0;01;Vaatplanten
12166;Butomus (G);0;1;01;Vaatplanten;1177;Butomus;1;0;01;Vaatplanten
12167;Kaboutermos (G);0;1;03;Mossen;1178;Buxbaumia;1;0;03;Mossen
12168;Buxus (G);0;1;01;Vaatplanten;1179;Buxus spec.;1;0;01;Vaatplanten
12169;Cakile (G);0;1;01;Vaatplanten;1181;Cakile;1;0;01;Vaatplanten
12170;Struisriet (G);0;1;01;Vaatplanten;1182;Calamagrostis;1;0;01;Vaatplanten
12171;Calammophila (x) (G);0;1;01;Vaatplanten;1183;Calammophila (x);1;0;01;Vaatplanten
12172;Goudsbloem (G);0;1;01;Vaatplanten;1184;Calendula;1;0;01;Vaatplanten
12173;Calepina (G);0;1;01;Vaatplanten;1185;Calepina;1;0;01;Vaatplanten
12174;Boomspijkertje (G);0;1;04;Korstmossen;1186;Calicium;1;0;04;Korstmossen
12175;Calla (G);0;1;01;Vaatplanten;1187;Calla;1;0;01;Vaatplanten
12176;Stronkmos (G);0;1;03;Mossen;1188;Callicladium;1;0;03;Mossen
12177;Nerfpuntmos (G);0;1;03;Mossen;1189;Calliergon;1;0;03;Mossen
12178;Puntmos (G);0;1;03;Mossen;1190;Calliergonella;1;0;03;Mossen
12179;Sterrenkroos (G);0;1;01;Vaatplanten;1191;Callitriche;1;0;01;Vaatplanten
12180;Calluna (G);0;1;01;Vaatplanten;1192;Calluna;1;0;01;Vaatplanten
12181;Citroenkorst (G);0;1;04;Korstmossen;1193;Caloplaca;1;0;04;Korstmossen
12182;Dotterbloem (G);0;1;01;Vaatplanten;1194;Caltha;1;0;01;Vaatplanten
12183;Buidelmos (G);0;1;03;Mossen;1195;Calypogeia;1;0;03;Mossen
12184;Dubbelkelkwinde (G);0;1;01;Vaatplanten;1196;Calystegia;1;0;01;Vaatplanten
12185;Camelina (G);0;1;01;Vaatplanten;1197;Camelina;1;0;01;Vaatplanten
12186;Klokje (G);0;1;01;Vaatplanten;1198;Campanula;1;0;01;Vaatplanten
12187;Goudmos p.p. Campyliadelphus (G);0;1;03;Mossen;1199;Campyliadelphus;1;0;03;Mossen
12188;Goudmos p.p. Campylium (G);0;1;03;Mossen;1200;Campylium;1;0;03;Mossen
12189;Dwerggoudmos (G);0;1;03;Mossen;1201;Campylophyllum;1;0;03;Mossen
12190;Kronkelsteeltje (G);0;1;03;Mossen;1202;Campylopus;1;0;03;Mossen
12191;Vals dooiermos (G);0;1;04;Korstmossen;1203;Candelaria;1;0;04;Korstmossen
12192;Geelkorst (G);0;1;04;Korstmossen;1204;Candelariella;1;0;04;Korstmossen
12193;Cannabis (G);0;1;01;Vaatplanten;1205;Cannabis;1;0;01;Vaatplanten
12194;Herderstasje (G);0;1;01;Vaatplanten;1207;Capsella;1;0;01;Vaatplanten
12195;Capsicum (G);0;1;01;Vaatplanten;1208;Capsicum;1;0;01;Vaatplanten
12196;Veldkers (G);0;1;01;Vaatplanten;1210;Cardamine;1;0;01;Vaatplanten
12197;Cardaminopsis (G);0;1;01;Vaatplanten;1211;Cardaminopsis;1;0;01;Vaatplanten
12198;Cardaria (G);0;1;01;Vaatplanten;1212;Cardaria;1;0;01;Vaatplanten
12199;Distel (G);0;1;01;Vaatplanten;1213;Carduus;1;0;01;Vaatplanten
12200;Zegge (G);0;1;01;Vaatplanten;1214;Carex;1;0;01;Vaatplanten
12201;Carlina (G);0;1;01;Vaatplanten;1215;Carlina;1;0;01;Vaatplanten
12202;Carpinus (G);0;1;01;Vaatplanten;1216;Carpinus;1;0;01;Vaatplanten
12203;Carthamus (G);0;1;01;Vaatplanten;1218;Carthamus;1;0;01;Vaatplanten
12204;Karwij (G);0;1;01;Vaatplanten;1219;Carum;1;0;01;Vaatplanten
12205;Kastanje (G);0;1;01;Vaatplanten;1221;Castanea;1;0;01;Vaatplanten
12206;Catabrosa (G);0;1;01;Vaatplanten;1222;Catabrosa;1;0;01;Vaatplanten
12207;Catalpa (G);0;1;01;Vaatplanten;1223;Catalpa;1;0;01;Vaatplanten
12208;Hardgras (G);0;1;01;Vaatplanten;1224;Catapodium;1;0;01;Vaatplanten
12209;Rookkorst (G);0;1;04;Korstmossen;1225;Catillaria;1;0;04;Korstmossen
12210;Pijpenkopmos (G);0;1;03;Mossen;1226;Catoscopium;1;0;03;Mossen
12211;Caucalis (G);0;1;01;Vaatplanten;1227;Caucalis spec.;1;0;01;Vaatplanten
12212;Centaurie (G);0;1;01;Vaatplanten;1228;Centaurea;1;0;01;Vaatplanten
12213;Duizendguldenkruid (G);0;1;01;Vaatplanten;1229;Centaurium;1;0;01;Vaatplanten
12214;Centranthus (G);0;1;01;Vaatplanten;1230;Centranthus;1;0;01;Vaatplanten
12215;Bosvogeltje (G);0;1;01;Vaatplanten;1232;Cephalanthera;1;0;01;Vaatplanten
12216;Maanmos (G);0;1;03;Mossen;1233;Cephalozia;1;0;03;Mossen
12217;Draadmos (G);0;1;03;Mossen;1234;Cephaloziella;1;0;03;Mossen
12218;Hoornbloem (G);0;1;01;Vaatplanten;1235;Cerastium;1;0;01;Vaatplanten
12219;Ceratocapnos (G);0;1;01;Vaatplanten;1236;Ceratocapnos;1;0;01;Vaatplanten
12220;Kieldravik (G);0;1;01;Vaatplanten;1237;Ceratochloa;1;0;01;Vaatplanten
12221;Purpersteeltje (G);0;1;03;Mossen;1238;Ceratodon;1;0;03;Mossen
12222;Hoornblad (G);0;1;01;Vaatplanten;1239;Ceratophyllum;1;0;01;Vaatplanten
12223;Kraakloof (G);0;1;04;Korstmossen;1242;Cetraria;1;0;04;Korstmossen
12224;Kierleeuwenbek (G);0;1;01;Vaatplanten;1244;Chaenorhinum;1;0;01;Vaatplanten
12225;Schorssteeltje (G);0;1;04;Korstmossen;1245;Chaenotheca;1;0;04;Korstmossen
12226;Houtspeldje (G);0;1;04;Korstmossen;1246;Chaenothecopsis;1;0;04;Korstmossen
12227;Ribzaad (G);0;1;01;Vaatplanten;1247;Chaerophyllum;1;0;01;Vaatplanten
12228;Schijncipres (G);0;1;01;Vaatplanten;1248;Chamaecyparis;1;0;01;Vaatplanten
12229;Chamerion (G);0;1;01;Vaatplanten;1250;Chamerion;1;0;01;Vaatplanten
12230;Kranswier s.s. (G);0;1;02;Kranswieren;1251;Chara;1;0;02;Kranswieren
12231;Chelidonium (G);0;1;01;Vaatplanten;1252;Chelidonium;1;0;01;Vaatplanten
12232;Ganzenvoet (G);0;1;01;Vaatplanten;1253;Chenopodium;1;0;01;Vaatplanten
12233;Lippenmos (G);0;1;03;Mossen;1254;Chiloscyphus;1;0;03;Mossen
12234;Chondrilla (G);0;1;01;Vaatplanten;1256;Chondrilla;1;0;01;Vaatplanten
12235;Chrysanthemum (G);0;1;01;Vaatplanten;1257;Chrysanthemum;1;0;01;Vaatplanten
12236;Goudveil (G);0;1;01;Vaatplanten;1258;Chrysosplenium;1;0;01;Vaatplanten
12237;Poederkorst onbekend (Chrysothrix);0;1;04;Korstmossen;1259;Chrysothrix;1;0;04;Korstmossen
12238;Cicendia (G);0;1;01;Vaatplanten;1260;Cicendia;1;0;01;Vaatplanten
12239;Cicer (G);0;1;01;Vaatplanten;1261;Cicer;1;0;01;Vaatplanten
12240;Cichorei (G);0;1;01;Vaatplanten;1262;Cichorium;1;0;01;Vaatplanten
12241;Cicuta (G);0;1;01;Vaatplanten;1263;Cicuta;1;0;01;Vaatplanten
12242;Koepelmos (G);0;1;03;Mossen;1264;Cinclidium;1;0;03;Mossen
12243;Kribbenmos (G);0;1;03;Mossen;1265;Cinclidotus;1;0;03;Mossen
12244;Heksenkruid (G);0;1;01;Vaatplanten;1266;Circaea;1;0;01;Vaatplanten
12245;Spitsmos (G);0;1;03;Mossen;1267;Cirriphyllum;1;0;03;Mossen
12246;Vederdistel (G);0;1;01;Vaatplanten;1268;Cirsium;1;0;01;Vaatplanten
12247;Citrullus (G);0;1;01;Vaatplanten;1269;Citrullus;1;0;01;Vaatplanten
12248;Cladium (G);0;1;01;Vaatplanten;1270;Cladium;1;0;01;Vaatplanten
12249;Bekermos (G);0;1;04;Korstmossen;1271;Cladonia;1;0;04;Korstmossen
12250;Stompmos (G);0;1;03;Mossen;1273;Cladopodiella;1;0;03;Mossen
12251;Mergel- en Ruïnekorst (G);0;1;04;Korstmossen;1274;Clauzadea;1;0;04;Korstmossen
12252;Winterpostelein (G);0;1;01;Vaatplanten;1275;Claytonia;1;0;01;Vaatplanten
12253;Clematis (G);0;1;01;Vaatplanten;1276;Clematis;1;0;01;Vaatplanten
12254;Clethra (G);0;1;01;Vaatplanten;1277;Clethra spec.;1;0;01;Vaatplanten
12255;Boompjesmos (G);0;1;03;Mossen;1278;Climacium;1;0;03;Mossen
12256;Steentijm (G);0;1;01;Vaatplanten;1279;Clinopodium;1;0;01;Vaatplanten
12257;Witkorst (G);0;1;04;Korstmossen;1280;Cliostomum;1;0;04;Korstmossen
12258;Lepelblad (G);0;1;01;Vaatplanten;1282;Cochlearia;1;0;01;Vaatplanten
12259;Coeloglossum (G);0;1;01;Vaatplanten;1283;Coeloglossum;1;0;01;Vaatplanten
12260;Coincya (G);0;1;01;Vaatplanten;1284;Coincya;1;0;01;Vaatplanten
12261;Herfsttijloos (G);0;1;01;Vaatplanten;1285;Colchicum;1;0;01;Vaatplanten
12262;Geleimos (G);0;1;04;Korstmossen;1286;Collema;1;0;04;Korstmossen
12263;Zandkorst onbekend (Collemopsidium);0;1;04;Korstmossen;1287;Collemopsidium;1;0;04;Korstmossen
12264;Wratjesmos (G);0;1;03;Mossen;1288;Cololejeunea;1;0;03;Mossen
12265;Blazenstruik (G);0;1;01;Vaatplanten;1289;Colutea;1;0;01;Vaatplanten
12266;Vlechtmos (G);0;1;03;Mossen;1291;Conardia;1;0;03;Mossen
12267;Conium (G);0;1;01;Vaatplanten;1292;Conium;1;0;01;Vaatplanten
12268;Kegelmos (G);0;1;03;Mossen;1293;Conocephalum;1;0;03;Mossen
12269;Conopodium (G);0;1;01;Vaatplanten;1294;Conopodium;1;0;01;Vaatplanten
12270;Conringia (G);0;1;01;Vaatplanten;1295;Conringia;1;0;01;Vaatplanten
12271;Ridderspoor (G);0;1;01;Vaatplanten;1296;Consolida;1;0;01;Vaatplanten
12272;Convallaria (G);0;1;01;Vaatplanten;1297;Convallaria;1;0;01;Vaatplanten
12273;Winde (G);0;1;01;Vaatplanten;1298;Convolvulus;1;0;01;Vaatplanten
12274;Asterfijnstraal (G);0;1;01;Vaatplanten;1299;Conyza;1;0;01;Vaatplanten
12275;Corallorrhiza (G);0;1;01;Vaatplanten;1300;Corallorhiza;1;0;01;Vaatplanten
12276;Coriandrum (G);0;1;01;Vaatplanten;1302;Coriandrum;1;0;01;Vaatplanten
12277;Vlieszaad (G);0;1;01;Vaatplanten;1303;Corispermum;1;0;01;Vaatplanten
12278;Kornoelje (G);0;1;01;Vaatplanten;1304;Cornus;1;0;01;Vaatplanten
12279;Coronilla (G);0;1;01;Vaatplanten;1306;Coronilla;1;0;01;Vaatplanten
12280;Varkenskers (G);0;1;01;Vaatplanten;1307;Coronopus;1;0;01;Vaatplanten
12281;Corrigiola (G);0;1;01;Vaatplanten;1308;Corrigiola;1;0;01;Vaatplanten
12282;Helmbloem (G);0;1;01;Vaatplanten;1310;Corydalis;1;0;01;Vaatplanten
12283;Corylus (G);0;1;01;Vaatplanten;1311;Corylus;1;0;01;Vaatplanten
12284;Corynephorus (G);0;1;01;Vaatplanten;1312;Corynephorus;1;0;01;Vaatplanten
12285;Cosmos (G);0;1;01;Vaatplanten;1313;Cosmos spec.;1;0;01;Vaatplanten
12286;Dwergmispel (G);0;1;01;Vaatplanten;1314;Cotoneaster;1;0;01;Vaatplanten
12287;Cotula (G);0;1;01;Vaatplanten;1315;Cotula;1;0;01;Vaatplanten
