SPECIES_NR,CODE,WETNAAM,NEDNAAM,AANGEVULD
4410,OPEGSAX,Opegrapha saxatilis,Muurschriftmos,0
4417,OPEGVAR,Opegrapha varia,Kort schriftmos,0
4418,OPEGVER,Opegrapha vermicellifera,Gestippeld schriftmos,0
7113,OPEGVIR,Opegrapha viridis,Opegrapha viridis,1
4419,OPEGCIN,Opegrapha vulgata,Wit schriftmos,0
4420,PARM-SP,Parmelia species,Schildmos (G),0
4421,PARMACE,Parmelia acetabulum,Olijf-schildmos,0
4422,PARMBOR,Parmelia borreri,Witstippelschildmos,0
4423,PARMCAP,Parmelia caperata,Bosschildmos,0
4424,PARMCON,Parmelia conspersa,Granietschildmos,0
4425,PARMDEL,Parmelia delisei,Bruin dijkschildmos,0
4426,PARMDIC,Parmelia discordans,Parmelia discordans,1
4427,PARMDIS,Parmelia disjuncta,Parmelia disjuncta,1
4428,PARMELE,Parmelia elegantula,Sierlijk schildmos,0
4429,PARMEXA,Parmelia exasperata,Parmelia exasperata,1
4430,PARMEXS,Parmelia exasperatula,Lepelschildmos,0
4431,PARMFLA,Parmelia flaventior,Oosters schildmos,0
4778,PARMG-G,Parmelia glabratula,Glanzend schildmos,0
4434,PARMLAC,Parmelia laciniatula,Lobjesschildmos,0
4435,PARMLOX,Parmelia loxodes,Bruin hunebedschildmos,0
4436,PARMMOU,Parmelia mougeotii,Zonnetjesschildmos,0
4437,PARMOMP,Parmelia omphalodes,Bruingrijs steenschildmos,0
4666,PARMPAS,Parmelia pastillifera,Parmelia pastillifera,1
4438,PARMPER,Parmelia perlata,Groot schildmos,0
4907,PARMPRO,Parmelia protomatrae,Parmelia protomatrae,1
4779,PARMPUL,Parmelia pulla,Parmelia pulla,1
4439,PARMQUE,Parmelia quercina,Parmelia quercina,1
4667,PARMRET,Parmelia reticulata,Parmelia reticulata,1
4440,PARMREV,Parmelia revoluta,Gebogen schildmos,0
4441,PARMSAX,Parmelia saxatilis,Blauwgrijs steenschildmos,0
4445,PARMTAR,Parmelia somlo‰nsis,Parmelia somlo‰nsis,1
4908,PARMSOR,Parmelia soredians,Groen boomschildmos,0
7044,PARMSUB,Parmelia subargentifera,Parmelia subargentifera,1
4442,PARMSUR,Parmelia subaurifera,Verstop-schildmos,0
4962,PARMSUM,Parmelia submontana,Parmelia submontana,1
7094,PARMSUD,Parmelia subrudecta,Gestippeld schildmos,0
4444,PARMSUL,Parmelia sulcata,Gewoon schildmos,0
4446,PARMTIL,Parmelia tiliacea,Lindeschildmos,0
7098,PARMULO,Parmelia ulophylla,Rijpschildmos,0
4447,PARMVER,Parmelia verruculifera,Wrattig schildmos,0
4448,PARL-SP,Parmeliopsis species,Parmeliopsis species,1
4450,PARLAMB,Parmeliopsis ambigua,Avocadomos,0
4451,PARLHYP,Parmeliopsis hyperopta,Parmeliopsis hyperopta,1
4452,PELT-SP,Peltigera species,Leermos (G),0
4459,PELTDID,Peltigera didactyla,Soredieus leermos,0
4454,PELTHOR,Peltigera horizontalis,Peltigera horizontalis,1
4780,PELTLAC,Peltigera hymenina,Peltigera hymenina,1
4455,PELTMAL,Peltigera malacea,Peltigera malacea,1
4781,PELTMEM,Peltigera membranacea,Peltigera membranacea,1
4456,PELTNEC,Peltigera neckeri,Zwart leermos,0
4457,PELTPRA,Peltigera praetextata,Peltigera praetextata,1
4458,PELTRUF,Peltigera rufescens,Klein leermos,0
4909,PERI-SP,Peridiothelia species,Peridiothelia species,1
4397,MYCMMIC,Peridiothelia fuliguncta,Peridiothelia fuliguncta,1
7028,PERIGRA,Peridiothelia grandiuscula,Peridiothelia grandiuscula,1
4460,PERT-SP,Pertusaria species,Pertusaria species,1
4461,PERTALB,Pertusaria albescens,Witte kringkorst,0
4462,PERTAMA,Pertusaria amara,Ananaskorst,0
4782,PERTDEA,Pertusaria aspergilla,Gele dijkkringkorst,0
4463,PERTCOC,Pertusaria coccodes,Bleek speldenkussentje,0
4464,PERTCOR,Pertusaria corallina,Pertusaria corallina,1
7099,PERTFLC,Pertusaria flavicans,Pertusaria flavicans,1
4465,PERTFLA,Pertusaria flavida,Pertusaria flavida,1
4783,PERTHEM,Pertusaria hemisphaerica,Boskringkorst,0
4466,PERTHYM,Pertusaria hymenea,Open speldenkussentje,0
4467,PERTLAC,Pertusaria lactea,Pertusaria lactea,1
7045,PERTLAT,Pertusaria lactescens,Dikke dijkkringkorst,0
4468,PERTLEI,Pertusaria leioplaca,Glad speldenkussentje,0
4469,PERTMUL,Pertusaria multipuncta,Pertusaria multipuncta,1
4470,PERTPER,Pertusaria pertusa,Gewoon speldenkussentje,0
4471,PERTPSE,Pertusaria pseudocorallina,Pertusaria pseudocorallina,1
4784,PERTPUS,Pertusaria pustulata,Pertusaria pustulata,1
4472,PETR-SP,Petractis species,Petractis species,1
4473,PETRCLA,Petractis clausa,Petractis clausa,1
7015,PEZL-SP,Pezizella species,Pezizella species,1
7016,PEZLEPI,Pezizella epithallina,Pezizella epithallina,1
4474,PHAG-SP,Phaeographis species,Phaeographis species,1
4963,PHAOINU,Phaeographis inusta,Grote runenkorst,0
4964,PHAOSMI,Phaeographis smithii,Phaeographis smithii,1
4476,PHAP-SP,Phaeophyscia species,Schaduwmos (G),0
4477,PHAPCIL,Phaeophyscia ciliata,Phaeophyscia ciliata,1
4478,PHAPNIG,Phaeophyscia nigricans,Klein schaduwmos,0
4479,PHAPORB,Phaeophyscia orbicularis,Rond schaduwmos,0
4911,PHAZ-SP,Phaeopyxis species,Phaeopyxis species,1
4751,LECIPUN,Phaeopyxis punctum,Phaeopyxis punctum,1
4785,PHAS-SP,Phaeospora species,Phaeospora species,1
4787,PHASPAR,Phaeospora parasitica,Phaeospora parasitica,1
4965,PHAO-SP,Phaeosporobolus species,Phaeosporobolus species,1
4966,PHAOALP,Phaeosporobolus alpinus,Phaeosporobolus alpinus,1
4480,PHLY-SP,Phlyctis species,Lichtvlekje (G),0
4481,PHLYAGE,Phlyctis agelaea,Phlyctis agelaea,1
4482,PHLYARG,Phlyctis argena,Lichtvlekje,0
4912,PHYX-SP,Physalospora species,Physalospora species,1
4809,PYRNLEC,Physalospora lecanorae,Physalospora lecanorae,1
4483,PHYC-SP,Physcia species,Vingermos (G),0
4484,PHYCADS,Physcia adscendens,Kapjesvingermos,0
4485,PHYCAIP,Physcia aipolia,Gemarmerd vingermos,0
4486,PHYCCAE,Physcia caesia,Stoeprandvingermos,0
4487,PHYCCLE,Physcia clementei,Isidieus vingermos,0
4488,PHYCDUB,Physcia dubia,Bleek vingermos,0
4489,PHYCSEM,Physcia semipinnata,Stekelig vingermos,0
4490,PHYCSTE,Physcia stellaris,Groot vingermos,0
4491,PHYCTEN,Physcia tenella,Heksenvingermos,0
4492,PHYCTRI,Physcia tribacia,Physcia tribacia,1
4493,PHYCWAI,Physcia wainioi,Physcia wainioi,1
4497,PHYN-SP,Physconia species,Rijpmos (G),0
4501,PHYNDIS,Physconia distorta,Fors rijpmos,0
4498,PHYNENT,Physconia enteroxantha,Donker rijpmos,0
4499,PHYNGRI,Physconia grisea,Grauw rijpmos,0
4500,PHYNPER,Physconia perisidiosa,Duinrijpmos,0
4502,PLAC-SP,Placopsis species,Placopsis species,1
4503,PLACLAM,Placopsis lambii,Placopsis lambii,1
7046,PLAP-SP,Placopyrenium species,Placopyrenium species,1
7047,PLAPTRA,Placopyrenium trachyticum,Placopyrenium trachyticum,1
4790,PLAY-SP,Placynthiella species,Veenkorst (G),0
7042,PLAYDAS,Placynthiella dasaea,Placynthiella dasaea,1
4791,PLAYICM,Placynthiella icmalea,Bruine veenkorst,0
4339,PLAYOLI,Placynthiella oligotropha,Heideveenkorst,0
4346,PLAYULI,Placynthiella uliginosa,Slijmige veenkorst,0
4504,PLAN-SP,Placynthium species,Placynthium species,1
4505,PLANNIG,Placynthium nigrum,Zwarte grafkorst,0
4506,PLAS-SP,Platismatia species,Platismatia species,1
4507,PLASGLA,Platismatia glauca,Groot boerenkoolmos,0
7030,PLEP-SP,Plectocarpon species,Plectocarpon species,1
4759,LICNLIC,Plectocarpon lichenum,Plectocarpon lichenum,1
4508,POLY-SP,Polyblastia species,Polyblastia species,1
4510,POLYALB,Polyblastia albida,Polyblastia albida,1
4793,POLYCUP,Polyblastia cupularis,Polyblastia cupularis,1
4794,POLYDER,Polyblastia dermatodes,Rossige kalkstippelkorst,0
4795,POLC-SP,Polycoccum species,Polycoccum species,1
4796,POLCPEL,Polycoccum peltigerae,Polycoccum peltigerae,1
4511,POLS-SP,Polysporina species,Polysporina species,1
4512,POLSSIM,Polysporina simplex,Doolhofschijfje,0
4513,PORI-SP,Porina species,Olievlekje (G),0
7053,PORIAEN,Porina aenea,Schors-olievlekje,0
4514,PORIBOR,Porina borreri,Porina borreri,1
4515,PORICHL,Porina chlorotica,Steen-olievlekje,0
4798,PORILEP,Porina leptalea,Bruin olievlekje,0
4799,PORO-SP,Porocyphus species,Porocyphus species,1
7114,POROBYS,Porocyphus byssoides,Porocyphus byssoides,1
4800,POROCOC,Porocyphus coccodes,Porocyphus coccodes,1
4262,PORP-SP,Porpidia species,Blauwkorst (G),0
4264,PORPCRU,Porpidia crustulata,Porpidia crustulata,1
4265,PORPMAC,Porpidia macrocarpa,Granietblauwkorst,0
4967,PORPMUS,Porpidia musiva,Porpidia musiva,1
4266,PORPPLA,Porpidia platycarpoides,Porpidia platycarpoides,1
4267,PORPSOR,Porpidia soredizodes,Dunne blauwkorst,0
4268,PORPTUB,Porpidia tuberculosa,Dikke blauwkorst,0
7115,PRON-SP,Pronectria species,Pronectria species,1
7116,PRONOLI,Pronectria oligospora,Pronectria oligospora,1
4516,PROT-SP,Protoblastenia species,Protoblastenia species,1
4801,PROTCAL,Protoblastenia calva,Protoblastenia calva,1
4517,PROTRUP,Protoblastenia rupestris,Rode kalksteenkorst,0
4802,PROO-SP,Protoparmelia species,Spijkerdrager (G),0
4297,PROOBAD,Protoparmelia badia,Protoparmelia badia,1
7054,PROOHYP,Protoparmelia hypotremella,Grijze spijkerdrager,0
4968,PROOOLE,Protoparmelia oleagina,Bruine spijkerdrager,0
7060,PSAM-SP,Psammina species,Psammina species,1
7061,PSAMSTI,Psammina stipitata,Psammina stipitata,1
4518,PSEE-SP,Pseudevernia species,Pseudevernia species,1
4519,PSEEFUR,Pseudevernia furfuracea,Purper geweimos,0
4521,PSIL-SP,Psilolechia species,Psilolechia species,1
4969,PSILCLA,Psilolechia clavulifera,Psilolechia clavulifera,1
4803,PSILLEP,Psilolechia leprosa,Kopermos,0
4522,PSILLUC,Psilolechia lucida,UV-mos,0
4523,PSOR-SP,Psora species,Psora species,1
4524,PSORDEC,Psora decipiens,Psora decipiens,1
4804,PSOO-SP,Psorotichia species,Psorotichia species,1
4805,PSOOSCH,Psorotichia schaereri,Psorotichia schaereri,1
4525,PYCN-SP,Pycnothelia species,Pycnothelia species,1
4526,PYCNPAP,Pycnothelia papillaria,Rijstkorrelmos,0
4806,PYRE-SP,Pyrenidium species,Pyrenidium species,1
4807,PYREACT,Pyrenidium actinellum,Pyrenidium actinellum,1
4914,PYRN-SP,Pyrenocollema species,Pyrenocollema species,1
7055,PYRNCHL,Pyrenocollema chlorococcum,Pyrenocollema chlorococcum,1
4028,ARTOSUB,Pyrenocollema halodytes,Zeepokkorst,0
7001,PYRNMON,Pyrenocollema monense,Pyrenocollema monense,1
4527,PYRU-SP,Pyrenula species,Pyrenula species,1
4528,PYRUCHL,Pyrenula chlorospila,Pyrenula chlorospila,1
4529,PYRUNIT,Pyrenula nitida,Beukenknikker,0
4530,PYRR-SP,Pyrrhospora species,Pyrrhospora species,1
4531,PYRRQUE,Pyrrhospora quernea,Grove mosterdkorst,0
4532,RAMA-SP,Ramalina species,Takmos (G),0
4533,RAMABAL,Ramalina baltica,Ramalina baltica,1
4534,RAMACAL,Ramalina calicaris,Ramalina calicaris,1
4536,RAMAFAR,Ramalina farinacea,Melig takmos,0
4537,RAMAFAS,Ramalina fastigiata,Trompettakmos,0
4538,RAMAFRA,Ramalina fraxinea,Groot takmos,0
4535,RAMALAC,Ramalina lacera,Waaiertakmos,0
4539,RAMAPOL,Ramalina pollinaria,Ramalina pollinaria,1
4540,RAMASIL,Ramalina siliquosa,Ramalina siliquosa,1
7013,RAMO-SP,Ramonia species,Ramonia species,1
7022,RAMOINT,Ramonia interjecta,Ramonia interjecta,1
4541,RHIZ-SP,Rhizocarpon species,Landkaartmos (G),0
4542,RHIZCON,Rhizocarpon concentricum,Rhizocarpon concentricum,1
4543,RHIZRIC,Rhizocarpon constrictum,Rhizocarpon constrictum,1
4544,RHIZDIS,Rhizocarpon distinctum,Bruin landkaartmos,0
4545,RHIZGEO,Rhizocarpon geographicum,Gewoon landkaartmos,0
4810,RHIZLAV,Rhizocarpon lavatum,Rhizocarpon lavatum,1
4546,RHIZLEC,Rhizocarpon lecanorinum,Klein landkaartmos,0
4547,RHIZOBS,Rhizocarpon obscuratum,Donker landkaartmos,0
4548,RHIZRIP,Rhizocarpon riparium,Rhizocarpon riparium,1
4549,RINO-SP,Rinodina species,Rinodina species,1
4970,RINOASP,Rinodina aspersa,Rinodina aspersa,1
4811,RINOBIS,Rinodina bischoffii,Tufschotelkorst,0
4812,RINOCAL,Rinodina calcarea,Rinodina calcarea,1
7002,RINOCOF,Rinodina confragosa,Rinodina confragosa,1
4550,RINOCON,Rinodina conradii,Rinodina conradii,1
4813,RINOEFF,Rinodina efflorescens,Rinodina efflorescens,1
4552,RINOGEN,Rinodina gennarii,Donkerbruine schotelkorst,0
7003,RINOGRI,Rinodina griseosoralifera,Rinodina griseosoralifera,1
4814,RINOOXY,Rinodina oxydata,Rivierschotelkorst,0
4971,RINOPIT,Rinodina pityrea,Blauwe mosterdkorst,0
4553,RINOPYR,Rinodina pyrina,Rinodina pyrina,1
4972,RINOSOP,Rinodina sophodes,Rinodina sophodes,1
4554,RINOTEI,Rinodina teichophila,Grauwe schotelkorst,0
7005,ROPA-SP,Ropalospora species,Ropalospora species,1
4939,ROPAVIR,Ropalospora viridis,Koele boskorst,0
7080,ROSL-SP,Roselliniella species,Roselliniella species,1
7081,ROSLMIC,Roselliniella microthelia,Roselliniella microthelia,1
4555,SARC-SP,Sarcogyne species,Sarcogyne species,1
4815,SARCPRI,Sarcogyne privigna,Sarcogyne privigna,1
4556,SARCREG,Sarcogyne regularis,Berijpte kroontjeskorst,0
4557,SARO-SP,Sarcopyrenia species,Tulbandje (G),0
7029,SAROCYL,Sarcopyrenia cylindrospora,Dijktulbandje,0
4558,SAROGIB,Sarcopyrenia gibba,Graftulbandje,0
4559,SARS-SP,Sarcosagium species,Sarcosagium species,1
4560,SARSCAM,Sarcosagium campestre,Slijmige kleikorst,0
4561,SCHI-SP,Schismatomma species,Schismatomma species,1
4816,SCHIVIR,Schismatomma cretaceum,Schismatomma cretaceum,1
4562,SCHIDEC,Schismatomma decolorans,Purperkring,0
4817,SCLR-SP,Sclerococcum species,Sclerococcum species,1
4818,SCLRSPH,Sclerococcum sphaerale,Sclerococcum sphaerale,1
4563,SCOL-SP,Scoliciosporum species,Spiraalkorst (G),0
4564,SCOLCHL,Scoliciosporum chlorococcum,Boomspiraalkorst,0
4973,SCOLGAL,Scoliciosporum gallurae,Groene spiraalkorst,0
4565,SCOLPRU,Scoliciosporum pruinosum,Scoliciosporum pruinosum,1
4566,SCOLUMB,Scoliciosporum umbrinum,Steenspiraalkorst,0
4819,SKYT-SP,Skyttea species,Skyttea species,1
4820,SKYTBUE,Skyttea buelliae,Skyttea buelliae,1
4915,SKYX-SP,Skyttella species,Skyttella species,1
4676,AGYRFLA,Skyttella mulleri,Skyttella mulleri,1
4568,SOLO-SP,Solorina species,Solorina species,1
4569,SOLOSAC,Solorina saccata,Solorina saccata,1
4572,SPHI-SP,Sphinctrina species,Sphinctrina species,1
4821,SPHIANG,Sphinctrina anglica,Sphinctrina anglica,1
4822,SPHILEU,Sphinctrina leucopoda,Sphinctrina leucopoda,1
4573,SPHITUR,Sphinctrina turbinata,Sphinctrina turbinata,1
4574,SQUA-SP,Squamarina species,Squamarina species,1
4575,SQUACAR,Squamarina cartilaginea,Squamarina cartilaginea,1
4576,SQUALEN,Squamarina lentigera,Squamarina lentigera,1
4577,STAU-SP,Staurothele species,Staurothele species,1
4578,STAUCAT,Staurothele frustulenta,Roze rivierkorst,0
4823,STAUHYM,Staurothele hymenogonia,Staurothele hymenogonia,1
4579,STEI-SP,Steinia species,Steinia species,1
4580,STEIGEO,Steinia geophana,Ruderaalkorst,0
4878,STEN-SP,Stenocybe species,Stenocybe species,1
4879,STENPUL,Stenocybe pullatula,Stenocybe pullatula,1
4581,STER-SP,Stereocaulon species,Korrelloof (G),0
4582,STERCON,Stereocaulon condensatum,Stuifzandkorrelloof,0
4583,STERDAC,Stereocaulon dactylophyllum,Stereocaulon dactylophyllum,1
4584,STEREVO,Stereocaulon evolutum,Stereocaulon evolutum,1
4585,STERNAN,Stereocaulon nanodes,Spoorkorrelloof,0
4586,STERPAS,Stereocaulon paschale,Stereocaulon paschale,1
4587,STERPIL,Stereocaulon pileatum,Staafkorrelloof,0
4588,STERSAX,Stereocaulon saxatile,Stereocaulon saxatile,1
4589,STERTOM,Stereocaulon tomentosum,Stereocaulon tomentosum,1
4590,STERVES,Stereocaulon vesuvianum,Grof korrelloof,0
4824,STIG-SP,Stigmidium species,Stigmidium species,1
4688,ARTOMAR,Stigmidium marinum,Obscure wadkorst,0
7049,STIGMYC,Stigmidium mycobilimbiae,Stigmidium mycobilimbiae,1
4826,STIGPEL,Stigmidium peltideae,Stigmidium peltideae,1
4591,STRA-SP,Strangospora species,Strangospora species,1
4592,STRAMOR,Strangospora moriformis,Strangospora moriformis,1
7117,STRAOCH,Strangospora ochrophora,Strangospora ochrophora,1
4593,STRAPIN,Strangospora pinicola,Muggenstrontjesmos,0
4594,STRI-SP,Strigula species,Strigula species,1
4595,STRIAFF,Strigula affinis,Iepenspikkel,0
7023,SYZY-SP,Syzygospora species,Syzygospora species,1
7024,SYZYPHY,Syzygospora physciacearum,Syzygospora physciacearum,1
4827,TAEN-SP,Taeniolella species,Taeniolella species,1
4828,TAENDEL,Taeniolella delicata,Taeniolella delicata,1
4829,TAENPHA,Taeniolella phaeophysciae,Taeniolella phaeophysciae,1
7100,TAENPUN,Taeniolella punctata,Taeniolella punctata,1
4880,TAEI-SP,Taeniolina species,Taeniolina species,1
4881,TAEISCR,Taeniolina scripta,Taeniolina scripta,1
7074,TELG-SP,Telogalla species,Telogalla species,1
7075,TELGOLI,Telogalla olivieri,Telogalla olivieri,1
4596,TELO-SP,Teloschistes species,Teloschistes species,1
4597,TELOCHR,Teloschistes chrysophthalmus,Teloschistes chrysophthalmus,1
4830,TEPH-SP,Tephromela species,Tephromela species,1
4295,TEPHATR,Tephromela atra,Zwarte schotelkorst,0
4770,THEL-SP,Thelenella species,Thelenella species,1
4389,THELMOD,Thelenella modesta,Thelenella modesta,1
4598,THEI-SP,Thelidium species,Thelidium species,1
4832,THEIDEC,Thelidium decipiens,Thelidium decipiens,1
4916,THEIDIO,Thelidium dionantense,Thelidium dionantense,1
4834,THEIMIN,Thelidium minimum,Thelidium minimum,1
4599,THEIMES,Thelidium minutulum,Thelidium minutulum,1
4600,THEIOLI,Thelidium olivaceum,Thelidium olivaceum,1
4835,THEIZWA,Thelidium zwackhii,Thelidium zwackhii,1
4603,THEO-SP,Thelocarpon species,Stuifmeelkorst (G),0
4995,THEOCOC,Thelocarpon coccosporum,Thelocarpon coccosporum,1
4604,THEOEPI,Thelocarpon epibolum,Thelocarpon epibolum,1
7036,THEOHET,Thelocarpon herteri,Thelocarpon herteri,1
4836,THEOIMP,Thelocarpon impressellum,Thelocarpon impressellum,1
4882,THEOINT,Thelocarpon intermediellum,Thelocarpon intermediellum,1
4605,THEOLAU,Thelocarpon laureri,Gewone stuifmeelkorst,0
7101,THEOLIC,Thelocarpon lichenicola,Thelocarpon lichenicola,1
4917,THEOOLI,Thelocarpon olivaceum,Thelocarpon olivaceum,1
4606,THEOPAL,Thelocarpon pallidum,Thelocarpon pallidum,1
7048,THEOSPH,Thelocarpon sphaerosporum,Thelocarpon sphaerosporum,1
4607,THET-SP,Thelotrema species,Thelotrema species,1
4609,THETLEP,Thelotrema lepadinum,Beukenwrat,0
4610,THRO-SP,Thrombium species,Thrombium species,1
4611,THROEPI,Thrombium epigaeum,Thrombium epigaeum,1
4612,TONI-SP,Toninia species,Blaaskorst (G),0
4613,TONIARO,Toninia aromatica,Muurblaaskorst,0
4614,TONICAE,Toninia sedifolia,Kalkblaaskorst,0
4616,TRAP-SP,Trapelia species,Sterschoteltje (G),0
4617,TRAPCOA,Trapelia coarctata,Gewoon sterschoteltje,0
4618,TRAPINV,Trapelia involuta,Gelobd sterschoteltje,0
4619,TRAPOBT,Trapelia obtegens,Bruin sterschoteltje,0
4837,TRAPPLA,Trapelia placodioides,Wit sterschoteltje,0
4838,TRAE-SP,Trapeliopsis species,Trapeliopsis species,1
4839,TRAEFLE,Trapeliopsis flexuosa,Blauwe veenkorst,0
4840,TRAEGEL,Trapeliopsis gelatinosa,Trapeliopsis gelatinosa,1
4333,TRAEGRA,Trapeliopsis granulosa,Lichte veenkorst,0
4841,TRAEGLA,Trapeliopsis percrenata,Trapeliopsis percrenata,1
4842,TRAEPSE,Trapeliopsis pseudogranulosa,Groene veenkorst,0
7025,TRE1-SP,Tremella species,Tremella species,1
7026,TRE1WIR,Tremella wirthii,Tremella wirthii,1
4843,TRIH-SP,Trichonectria species,Trichonectria species,1
4844,TRIHHIR,Trichonectria hirta,Trichonectria hirta,1
7096,TRIHRUB,Trichonectria rubefaciens,Trichonectria rubefaciens,1
4620,UMBI-SP,Umbilicaria species,Navelmos (G),0
4621,UMBIDEU,Umbilicaria deusta,Hunebed-navelmos,0
4622,UMBIPOL,Umbilicaria polyphylla,Umbilicaria polyphylla,1
4623,USNE-SP,Usnea species,Baardmos (G),0
4624,USNEART,Usnea articulata,Usnea articulata,1
4625,USNECER,Usnea ceratina,Usnea ceratina,1
4630,USNEINF,Usnea cornuta,Usnea cornuta,1
4974,USNEESP,Usnea esperantiana,Usnea esperantiana,1
4626,USNEFIL,Usnea filipendula,Usnea filipendula,1
4627,USNEFLO,Usnea florida,Usnea florida,1
4845,USNEFRA,Usnea fragilescens,Usnea fragilescens,1
4628,USNEFUL,Usnea fulvoreagens,Pijpenragerbaardmos,0
4846,USNEGLA,Usnea glabrata,Usnea glabrata,1
4629,USNEHIR,Usnea hirta,Bleek baardmos,0
4631,USNERUB,Usnea rubicunda,Usnea rubicunda,1
4632,USNESUB,Usnea subfloridana,Gewoon baardmos,0
4975,USNEWIR,Usnea wirthii,Usnea wirthii,1
4633,VERR-SP,Verrucaria species,Stippelkorst (G),0
4848,VERRACR,Verrucaria acrotella,Verrucaria acrotella,1
4634,VERRAET,Verrucaria aethiobola,Bruine waterstippelkorst,0
4635,VERRAQU,Verrucaria aquatilis,Zwarte waterstippelkorst,0
4602,VERRMEL,Verrucaria bryoctona,Zandstippelkorst,0
7059,VERRCAE,Verrucaria caerulea,Verrucaria caerulea,1
4637,VERRCAL,Verrucaria calciseda,Witte kalkstippelkorst,0
4849,VERRFLO,Verrucaria dolosa,Verrucaria dolosa,1
4639,VERRERI,Verrucaria erichsenii,Verrucaria erichsenii,1
4640,VERRGLA,Verrucaria glaucina,Moza‹ekstippelkorst,0
4641,VERRHAL,Verrucaria halizoa,Verrucaria halizoa,1
7102,VERRHOC,Verrucaria hochstetteri,Verrucaria hochstetteri,1
4643,VERRHYD,Verrucaria hydrela,Groene waterstippelkorst,0
4644,VERRINT,Verrucaria internigrescens,Donkere zeestippelkorst,0
4976,VERRLAT,Verrucaria latericola,Fijne zeestippelkorst,0
4655,VERRMAC,Verrucaria macrostoma,Bruine stippelkorst,0
4654,VERRMAL,Verrucaria maculiformis,Fijne kalkstippelkorst,0
4646,VERRMAU,Verrucaria maura,Zwarte zeestippelkorst,0
4647,VERRMUC,Verrucaria mucosa,Gladde zeestippelkorst,0
4648,VERRMUR,Verrucaria muralis,Zwart-op-wit-korst,0
4650,VERRNIG,Verrucaria nigrescens,Gewone stippelkorst,0
4850,VERROCH,Verrucaria ochrostoma,Bleke stippelkorst,0
4851,VERRPAU,Verrucaria paulula,Verrucaria paulula,1
4852,VERRPIN,Verrucaria pinguicula,Verrucaria pinguicula,1
4651,VERRPRA,Verrucaria praetermissa,Bleke waterstippelkorst,0
4645,VERRKER,Verrucaria rheitrophila,Verrucaria rheitrophila,1
4652,VERRSAN,Verrucaria sandstedei,Verrucaria sandstedei,1
4653,VERRSTR,Verrucaria striatula,Verrucaria striatula,1
7072,VERRTEC,Verrucaria tectorum,Verrucaria tectorum,1
4854,VERRUMB,Verrucaria umbrinula,Verrucaria umbrinula,1
4884,VERRVIR,Verrucaria virens,Verrucaria virens,1
4977,VERRVII,Verrucaria viridula,Groene kalkstippelkorst,0
4855,VEZD-SP,Vezdaea species,Zomerkorst (G),0
7017,VEZDACI,Vezdaea acicularis,Vezdaea acicularis,1
4856,VEZDAES,Vezdaea aestivalis,Duinzomerkorst,0
4857,VEZDLEP,Vezdaea leprosa,Metaalzomerkorst,0
4858,VEZDRET,Vezdaea retigera,Moszomerkorst,0
4859,VOUA-SP,Vouauxiella species,Vouauxiella species,1
4860,VOUALIC,Vouauxiella lichenicola,Vouauxiella lichenicola,1
4861,VOUAVER,Vouauxiella verrucosa,Vouauxiella verrucosa,1
4918,WEDD-SP,Weddellomyces species,Weddellomyces species,1
4786,WEDDEPI,Weddellomyces epicallopisma,Weddellomyces epicallopisma,1
4656,XANH-SP,Xanthoria species,Dooiermos (G),0
4657,XANHCAL,Xanthoria calcicola,Oranje dooiermos,0
4658,XANHCAN,Xanthoria candelaria,Kroezig dooiermos,0
4659,XANHELE,Xanthoria elegans,Rood dooiermos,0
4660,XANHPAR,Xanthoria parietina,Groot dooiermos,0
4661,XANHPOL,Xanthoria polycarpa,Klein dooiermos,0
7052,XANHULO,Xanthoria ulophyllodes,Ulevellenmos,0
7065,ZANI-SP,Xanthoriicola species,Xanthoriicola species,1
7066,XANHPHY,Xanthoriicola physciae,Xanthoriicola physciae,1
7062,ZWAC-SP,Zwackhiomyces species,Zwackhiomyces species,1
4825,STIGDIS,Zwackhiomyces dispersus,Zwackhiomyces dispersus,1
7063,ZWACLIT,Zwackhiomyces lithoeciae,Zwackhiomyces lithoeciae,1
4732,DIDYSPH,Zwackhiomyces sphinctrinoides,Zwackhiomyces sphinctrinoides,1
4494,PHYZ-SP,Physciopsis species,Physciopsis species,1
4053,BACIAUE,Bacidia auerswaldii,Bacidia auerswaldii,1
4109,CALOTEG,Caloplaca tegularis,Caloplaca tegularis,1
9850,GLOT-SP,Gloeotrichia species,Gloeotrichia species,1
9847,KALEBOD,Kale bodem,Kale bodem,0
9857,ZYGN-SP,Zygnema species,Zygnema species,1
9861,KERRJAP,Kerria japonica,Kerria japonica,1
9859,PAND-SP,Pandorina species,Pandorina species,1
9856,MOUG-SP,Mougeotia species,Mougeotia species,1
9855,RHZL-SP,Rhizoclonium species,Rhizoclonium species,1
9854,SPIGSTE,Spirogyra stellatum,Spirogyra stellatum,1
9853,SPIGFLU,Spirogyra fluviatilis,Spirogyra fluviatilis,1
9852,ECTOEND,Ectochaete endophytum,Ectochaete endophytum,1
9851,CLADRIV,Cladophora rivularis,Cladophora rivularis,1
3313,BAZZ-SP,Bazzania species,Zweepmos (G),0
2641,CERT-SP,Ceratodon species,Purpersteeltje (G),0
2545,BARU-SP,Barbula species,Smaragdsteeltje p.p. (G),0
2863,PHIO-SP,Philonotis species,Staartjesmos (G),0
2557,BART-SP,Bartramia species,Appelmos (G),0
