SPECIES_NR,CODE,WETNAAM,NEDNAAM,AANGEVULD
473,ERICTET,Erica tetralix,Gewone dophei,0
6198,ERIG-SP,Erigeron species,Fijnstraal (G),0
474,ERIGACR,Erigeron acer,Scherpe fijnstraal,0
1720,ERIGANN,Erigeron annuus,Zomerfijnstraal,0
2485,ERIGKAR,Erigeron karvinskianus,Muurfijnstraal,0
6199,ERIO-SP,Eriophorum species,Wollegras (G),0
476,ERIOANG,Eriophorum angustifolium,Veenpluis,0
477,ERIOGRA,Eriophorum gracile,Slank wollegras,0
478,ERIOLAT,Eriophorum latifolium,Breed wollegras,0
479,ERIOVAG,Eriophorum vaginatum,Eenarig wollegras,0
6200,EROD-SP,Erodium species,Reigersbek (G),0
1917,ERODCIC,Erodium cicutarium,Gewone en Duinreigersbek,0
480,ERODC-C,Erodium cicutarium s. cicutarium,Gewone reigersbek s.s.,0
482,ERODC-D,Erodium cicutarium s. dunense,Duinreigersbek,0
481,ERODGLU,Erodium lebelii,Kleverige reigersbek,0
5066,EROD*AN,Erodium cicutarium x lebelii,Loze reigersbek,0
6201,EROP-SP,Erophila species,Vroegeling (G),0
483,EROPVER,Erophila verna,Vroegeling,0
6582,ERUC-SP,Eruca species,Zwaardherik (G),0
1687,ERUCVES,Eruca vesicaria,Zwaardherik,0
6202,ERUA-SP,Erucastrum species,Schijnraket (G),0
484,ERUAGAL,Erucastrum gallicum,Schijnraket,0
6203,ERYN-SP,Eryngium species,Kruisdistel (G),0
485,ERYNCAM,Eryngium campestre,Echte kruisdistel,0
486,ERYNMAR,Eryngium maritimum,Blauwe zeedistel,0
6204,ERYS-SP,Erysimum species,Steenraket (G),0
487,ERYSCHE,Erysimum cheiranthoides,Gewone steenraket,0
304,ERYSCHR,Erysimum cheiri,Muurbloem,0
488,ERYSHIE,Erysimum hieracifolium,Stijve steenraket,0
1688,ERYSREP,Erysimum repandum,Uitgespreide steenraket,0
6669,ERYT-SP,Erythronium species,Hondstand (G),0
5067,ERYTDEN,Erythronium dens-canis,Hondstand,0
6670,ESCH-SP,Eschscholzia species,Slaapmutsje (G),0
5068,ESCHCAL,Eschscholzia californica,Slaapmutsje,0
6205,EVON-SP,Euonymus species,Kardinaalsmuts (G),0
489,EVONEUR,Euonymus europaeus,Wilde kardinaalsmuts,0
6206,EUPA-SP,Eupatorium species,Koninginnenkruid (G),0
490,EUPACAN,Eupatorium cannabinum,Koninginnenkruid,0
6207,EUPH-SP,Euphorbia species,Wolfsmelk (G),0
491,EUPHAMY,Euphorbia amygdaloides,Amandelwolfsmelk,0
492,EUPHCYP,Euphorbia cyparissias,Cipreswolfsmelk,0
5069,EUPHEPI,Euphorbia epithymoides,Kleurige wolfsmelk,0
2388,EUPHESU,Euphorbia esula,Heksenmelk s.l.,0
493,EUPHE-E,Euphorbia esula s. esula,Heksenmelk s.s.,0
502,EUPHE-T,Euphorbia esula s. tommasiniana,Roedewolfsmelk,0
494,EUPHEXI,Euphorbia exigua,Kleine wolfsmelk,0
495,EUPHHEL,Euphorbia helioscopia,Kroontjeskruid,0
1689,EUPHLAT,Euphorbia lathyrus,Kruisbladige wolfsmelk,0
496,EUPHPAL,Euphorbia palustris,Moeraswolfsmelk,0
497,EUPHPAR,Euphorbia paralias,Zeewolfsmelk,0
498,EUPHPEP,Euphorbia peplus,Tuinwolfsmelk,0
499,EUPHPLA,Euphorbia platyphyllos,Brede wolfsmelk,0
500,EUPHSEG,Euphorbia seguieriana,Zandwolfsmelk,0
501,EUPHSTR,Euphorbia stricta,Stijve wolfsmelk,0
6208,EUPR-SP,Euphrasia species,Ogentroost (G),0
511,EUPRROS,Euphrasia rostkoviana,Beklierde ogentroost,0
2316,EUPRSTR,Euphrasia stricta,Stijve ogentroost,0
6209,FAGO-SP,Fagopyrum species,Boekweit (G),0
1807,FAGOESC,Fagopyrum esculentum,Boekweit,0
512,FAGOTAT,Fagopyrum tataricum,Franse boekweit,0
6210,FAGU-SP,Fagus species,Beuk (G),0
513,FAGUSYL,Fagus sylvatica,Beuk,0
6636,FALC-SP,Falcaria species,Sikkelkruid (G),0
2379,FALCVUL,Falcaria vulgaris,Sikkelkruid,0
6739,FALL-SP,Fallopia species,Kielduizendknoop (G),0
2486,FALLBAL,Fallopia baldschuanica,Chinese bruidssluier,0
970,POLNCON,Fallopia convolvulus,Zwaluwtong,0
971,POLNDUM,Fallopia dumetorum,Heggenduizendknoop,0
1873,POLNCUS,Fallopia japonica,Japanse duizendknoop,0
1875,POLNSAC,Fallopia sachalinensis,Sachalinse duizendknoop,0
2487,FALLJ*S,Fallopia japonica x sachalinensis,Japanse x Sachalinse duizendknoop,0
6211,FEST-SP,Festuca species,Zwenkgras (G),0
517,FESTR-A,Festuca arenaria,Duinzwenkgras,0
514,FESTARU,Festuca arundinacea,Rietzwenkgras,0
1472,FESTO-C,Festuca cinerea,Hard zwenkgras,0
1474,FESTO-T,Festuca filiformis,Fijn schapengras,0
515,FESTGIG,Festuca gigantea,Reuzenzwenkgras,0
516,FESTHET,Festuca heterophylla,Draadzwenkgras,0
1473,FESTO-O,Festuca ovina,Genaald schapengras,0
519,FESTPRA,Festuca pratensis,Beemdlangbloem,0
520,FESTR-C,Festuca rubra,Rood zwenkgras s.s.,0
2488,FESVR*B,Festuca rubra x Vulpia,Rood zwenkgras x Gewoon langbaardgras,0
5242,FESL*RU,Festuca rubra x Vulpia,Baardzwenkgras,0
6212,FESU-SP,Festulolium (x-),Zwenkgras x Raaigras (G),0
5240,FESUBRA,Festulolium braunii,Beemdlangbloem x Italiaans raaigras,0
521,FESULOL,Festulolium loliaceum,Trosraaigras,0
6718,FESL-SP,Festulpia (x-),Baardzwenkgras (G),0
6703,FICU-SP,Ficus species,Vijgenboom (G),0
5177,FICUCAR,Ficus carica,Vijgenboom,0
6214,FILA-SP,Filago species,Viltkruid (G),0
522,FILAARV,Filago arvensis,Akkerviltkruid,0
1424,FILALUT,Filago lutescens,Geel viltkruid,0
524,FILAMIN,Filago minima,Dwergviltkruid,0
525,FILAPYR,Filago pyramidata,Spatelviltkruid,0
523,FILAVUL,Filago vulgaris,Duits viltkruid,0
6215,FILI-SP,Filipendula species,Spirea (G),0
526,FILIULM,Filipendula ulmaria,Moerasspirea,0
527,FILIVUL,Filipendula vulgaris,Knolspirea,0
6583,FOEN-SP,Foeniculum species,Venkel (G),0
1808,FOENVUL,Foeniculum vulgare,Venkel,0
6713,FORS-SP,Forsythia species,Chinees klokje (G),0
5223,FORSSUS,Forsythia suspensa,Hangend chinees klokje,0
5222,FORSVIR,Forsythia viridissima,Recht chinees klokje,0
5224,FORS*IN,Forsythia x intermedia,Recht x Hangend chinees klokje,0
6216,FRAG-SP,Fragaria species,Aardbei (G),0
528,FRAGMOS,Fragaria moschata,Grote bosaardbei,0
529,FRAGVES,Fragaria vesca,Bosaardbei,0
2340,FRAGV=M,Fragaria vesca + F. moschata,Bosaardbei en Grote aardbei,0
2293,FRAG*AN,Fragaria x ananassa,Tuinaardbei,0
6218,FRAX-SP,Fraxinus species,Es (G),0
531,FRAXEXC,Fraxinus excelsior,Gewone es,0
6219,FRIT-SP,Fritillaria species,Kievitsbloem (G),0
5070,FRITIMP,Fritillaria imperialis,Keizerskroon,0
532,FRITMEL,Fritillaria meleagris,Wilde kievitsbloem,0
6220,FUMA-SP,Fumaria species,Duivenkervel (G),0
1691,FUMACAP,Fumaria capreolata,Rankende duivenkervel,0
1690,FUMAMUR,Fumaria muralis s. boraei,Middelste duivenkervel,0
533,FUMAOFF,Fumaria officinalis,Gewone duivenkervel,0
1475,FUMAO-W,Fumaria officinalis s. wirtgenii,Gewone duivenkervel (subsp. wirtgenii),0
6221,GAGE-SP,Gagea species,Geelster (G),0
534,GAGELUT,Gagea lutea,Bosgeelster,0
535,GAGEPRA,Gagea pratensis,Weidegeelster,0
536,GAGESPA,Gagea spathacea,Schedegeelster,0
537,GAGEVIL,Gagea villosa,Akkergeelster,0
6222,GALA-SP,Galanthus species,Sneeuwklokje (G),0
5238,GALACAU,Galanthus caucasicus,Kaukasisch sneeuwklokje,0
1624,GALAELW,Galanthus elwesii,Groot sneeuwklokje,0
5239,GALAIKA,Galanthus ikariae,Glanzend sneeuwklokje,0
538,GALANIV,Galanthus nivalis,Gewoon sneeuwklokje,0
6223,GALE-SP,Galeopsis species,Hennepnetel (G),0
539,GALEL-A,Galeopsis angustifolia,Smalle raai,0
540,GALEBIF,Galeopsis bifida,Gespleten hennepnetel,0
2222,GALEB=T,Galeopsis bifida + G. tetrahit,Gespleten en Gewone hennepnetel,0
1692,GALEL-L,Galeopsis ladanum,Brede raai,0
1403,GALEPUB,Galeopsis pubescens,Zachte hennepnetel,0
541,GALESEG,Galeopsis segetum,Bleekgele hennepnetel,0
542,GALESPE,Galeopsis speciosa,Dauwnetel,0
543,GALETET,Galeopsis tetrahit,Gewone hennepnetel,0
6224,GALI-SP,Galinsoga species,Knopkruid (G),0
545,GALIPAR,Galinsoga parviflora,Kaal knopkruid,0
544,GALIQUA,Galinsoga quadriradiata,Harig knopkruid,0
6225,GALU-SP,Galium species,Walstro (G),0
546,GALUAPA,Galium aparine,Kleefkruid,0
547,GALUBOR,Galium boreale,Noords walstro,0
109,GALUGLA,Galium glaucum,Zeegroen walstro,0
550,GALUMOL,Galium mollugo,Glad walstro,0
110,GALUODO,Galium odoratum,Lievevrouwebedstro,0
2376,GALUPAL,Galium palustre,Moeraswalstro,0
553,GALUPUM,Galium pumilum,Kalkwalstro,0
549,GALUSAX,Galium saxatile,Liggend walstro,0
1404,GALUSPU,Galium spurium,Akkerwalstro,0
554,GALUSYL,Galium sylvaticum,Boswalstro,0
555,GALUTRI,Galium tricornutum,Driehoornig walstro,0
556,GALUULI,Galium uliginosum,Ruw walstro,0
557,GALUVER,Galium verum,Geel walstro,0
551,GALU*PO,Galium x pomeranicum,Geelwit walstro,0
6671,GAUL-SP,Gaultheria species,Gaultheria (G),0
5071,GAULSHA,Gaultheria shallon,Gaultheria,0
6226,GENI-SP,Genista species,Heidebrem (G),0
558,GENIANG,Genista anglica,Stekelbrem,0
559,GENIGER,Genista germanica,Duitse brem,0
560,GENIPIL,Genista pilosa,Kruipbrem,0
561,GENITIN,Genista tinctoria,Verfbrem,0
6227,GENT-SP,Gentiana species,Gentiaan (G),0
566,GENTCRU,Gentiana cruciata,Kruisbladgentiaan,0
568,GENTPNE,Gentiana pneumonanthe,Klokjesgentiaan,0
6228,GENA-SP,Gentianella species,Baardgentiaan (G),0
562,GENAAMA,Gentianella amarella,Slanke gentiaan,0
563,GENACAM,Gentianella campestris,Veldgentiaan,0
565,GENACIL,Gentianella ciliata,Franjegentiaan,0
567,GENAGER,Gentianella germanica,Duitse gentiaan,0
6229,GERA-SP,Geranium species,Ooievaarsbek (G),0
569,GERACOL,Geranium columbinum,Fijne ooievaarsbek,0
570,GERADIS,Geranium dissectum,Slipbladige ooievaarsbek,0
2443,GERALUC,Geranium lucidum,Glanzige ooievaarsbek,0
571,GERAMOL,Geranium molle,Zachte ooievaarsbek,0
572,GERAPHA,Geranium phaeum,Donkere ooievaarsbek,0
573,GERAPRA,Geranium pratense,Beemdooievaarsbek,0
2442,GERAPUR,Geranium purpureum,Klein robertskruid,0
574,GERAPUS,Geranium pusillum,Kleine ooievaarsbek,0
575,GERAPYR,Geranium pyrenaicum,Bermooievaarsbek,0
576,GERAROB,Geranium robertianum,Robertskruid,0
577,GERAROT,Geranium rotundifolium,Ronde ooievaarsbek,0
5072,GERASAN,Geranium sanguineum,Bloedooievaarsbek,0
6230,GEUM-SP,Geum species,Nagelkruid (G),0
578,GEUMRIV,Geum rivale,Knikkend nagelkruid,0
579,GEUMURB,Geum urbanum,Geel nagelkruid,0
5215,GEUM*IN,Geum rivale x urbanum,Geel x Knikkend nagelkruid,0
6231,GLAU-SP,Glaucium species,Hoornpapaver (G),0
5253,GLAUCOR,Glaucium corniculatum,Rode hoornpapaver,0
580,GLAUFLA,Glaucium flavum,Gele hoornpapaver,0
6232,GLAX-SP,Glaux species,Melkkruid (G),0
581,GLAXMAR,Glaux maritima,Melkkruid,0
6233,GLEC-SP,Glechoma species,Hondsdraf (G),0
582,GLECHED,Glechoma hederacea,Hondsdraf,0
6234,GLYC-SP,Glyceria species,Vlotgras (G),0
583,GLYCN-D,Glyceria declinata,Getand vlotgras,0
584,GLYCFLU,Glyceria fluitans,Mannagras,0
2224,GLYCF=P,Glyceria fluitans + G. notata + G. declinata,"Mannagras, Stomp en Getand vlotgras",0
585,GLYCMAX,Glyceria maxima,Liesgras,0
586,GLYCN-N,Glyceria notata,Stomp vlotgras,0
1568,GLYC*PE,Glyceria fluitans x notata,Bastaardvlotgras,0
6584,GLYI-SP,Glycine species,Sojaboon (G),0
1809,GLYIMAX,Glycine max,Sojaboon,0
6235,GNAP-SP,Gnaphalium species,Droogbloem (G),0
587,GNAPLUT,Gnaphalium luteo-album,Bleekgele droogbloem,0
588,GNAPSYL,Gnaphalium sylvaticum,Bosdroogbloem,0
589,GNAPULI,Gnaphalium uliginosum,Moerasdroogbloem,0
6236,GOOD-SP,Goodyera species,Dennenorchis (G),0
590,GOODREP,Goodyera repens,Dennenorchis,0
6237,GRAT-SP,Gratiola species,Genadekruid (G),0
591,GRATOFF,Gratiola officinalis,Genadekruid,0
6715,GROE-SP,Groenlandia species,Paarbladig fonteinkruid (G),0
991,GROEDEN,Groenlandia densa,Paarbladig fonteinkruid,0
6585,GUIZ-SP,Guizotia species,Gingellikruid (G),0
1693,GUIZABY,Guizotia abyssinica,Gingellikruid,0
6238,GYMN-SP,Gymnadenia species,Muggenorchis (G),0
593,GYMNCON,Gymnadenia conopsea,Grote muggenorchis,0
6672,GYMO-SP,Gymnocarpium species,Driehoeksvaren (G),0
422,GYMODRY,Gymnocarpium dryopteris,Gebogen driehoeksvaren,0
425,GYMOROB,Gymnocarpium robertianum,Rechte driehoeksvaren,0
6239,GYPS-SP,Gypsophila species,Gipskruid (G),0
594,GYPSMUR,Gypsophila muralis,Gipskruid,0
6241,HAMM-SP,Hammarbya species,Veenmosorchis (G),0
597,HAMMPAL,Hammarbya paludosa,Veenmosorchis,0
6242,HEDE-SP,Hedera species,Klimop (G),0
598,HEDEHEL,Hedera helix,Klimop,0
6243,HELI-SP,Helianthemum species,Zonneroosje (G),0
1923,HELINUM,Helianthemum nummularium,Geel zonneroosje,0
6244,HELA-SP,Helianthus species,Zonnebloem (G),0
1859,HELAANN,Helianthus annuus,Zonnebloem,0
1614,HELATUB,Helianthus tuberosus,Aardpeer,0
601,HELA*LA,Helianthus x laetiflorus,Stijve zonnebloem,0
6245,HELC-SP,Helichrysum species,Strobloem (G),0
602,HELCARE,Helichrysum arenarium,Strobloem,0
6246,HELH-SP,Helictotrichon species,Veldhaver (G),0
603,AVEUPRA,Helictotrichon pratense,Beemdhaver,0
604,AVEUPUB,Helictotrichon pubescens,Zachte haver,0
6247,HELL-SP,Helleborus species,Nieskruid (G),0
2489,HELLFAU,Helleborus foetidus,Stinkend nieskruid,0
605,HELLVIR,Helleborus viridis,Wrangwortel,0
6673,HEME-SP,Hemerocallis species,Daglelie (G),0
5073,HEMEFUL,Hemerocallis fulva,Bruine daglelie,0
5074,HEMELIL,Hemerocallis lilioasphodelus,Gele daglelie,0
6248,HERA-SP,Heracleum species,Berenklauw (G),0
606,HERAMAN,Heracleum mantegazzianum,Reuzenberenklauw,0
607,HERASPH,Heracleum sphondylium,Gewone berenklauw,0
6249,HERM-SP,Herminium species,Honingorchis (G),0
608,HERMMON,Herminium monorchis,Honingorchis,0
6250,HERN-SP,Herniaria species,Breukkruid (G),0
609,HERNGLA,Herniaria glabra,Kaal breukkruid,0
2439,HERNHIR,Herniaria hirsuta,Behaard breukkruid,0
6586,HESP-SP,Hesperis species,Damastbloem (G),0
1860,HESPMAT,Hesperis matronalis,Damastbloem,0
6587,HIBI-SP,Hibiscus species,Hibiscus (G),0
1694,HIBITRI,Hibiscus trionum,Drie-urenbloem,0
6251,HIER-SP,Hieracium species,Havikskruid (G),0
2285,HIERAMP,Hieracium amplexicaule,Stengelomvattend havikskruid,0
611,HIERAUR,Hieracium aurantiacum,Oranje havikskruid,0
615,HIERCAE,Hieracium caespitosum,Weidehavikskruid,0
612,HIERLAC,Hieracium lactucella,Spits havikskruid,0
618,HIERLAE,Hieracium laevigatum,Stijf havikskruid,0
2417,HIERMUR,Hieracium murorum ag. (incl. H. glaucinum),Muurhavikskruid,0
1407,HIERPEL,Hieracium peleterianum,Vals muizenoor,0
621,HIERPIL,Hieracium pilosella,Muizenoor,0
5163,HIERPRA,Hieracium praealtum,Grijs havikskruid,0
613,HIERP-B,Hieracium praealtum s. bauhinii,Hongaars havikskruid,0
622,HIERP-P,Hieracium praealtum s. praealtum,Florentijns havikskruid,0
624,HIERSAB,Hieracium sabaudum,Boshavikskruid,0
625,HIERUMB,Hieracium umbellatum,Schermhavikskruid,0
5303,HIERVUL,Hieracium vulgatum ag. (incl. H. maculatum),Dicht havikskruid,0
1569,HIER*BR,Hieracium pilosella x praealtum,Bastaardhavikskruid,0
5075,HIER*FL,Hieracium caespitosum x pilosella,Weidehavikskruid x Muizenoor,0
1570,HIER*SC,Hieracium lactucella x pilosella,Spits havikskruid x Muizenoor,0
1571,HIERA*P,Hieracium aurantiacum x pilosella,Oranje havikskruid x Muizenoor,0
6252,HIEO-SP,Hierochloe species,Veenreukgras (G),0
626,HIEOODO,Hierochloe odorata,Veenreukgras,0
6253,HIMA-SP,Himantoglossum species,Bokkenorchis (G),0
627,HIMAHIR,Himantoglossum hircinum,Bokkenorchis,0
6254,HIPP-SP,Hippocrepis species,Paardenhoefklaver (G),0
628,HIPPCOM,Hippocrepis comosa,Paardenhoefklaver,0
6255,HIPO-SP,Hippophae species,Duindoorn (G),0
629,HIPORHA,Hippophae rhamnoides,Duindoorn,0
6256,HIPU-SP,Hippuris species,Lidsteng (G),0
630,HIPUVUL,Hippuris vulgaris,Lidsteng,0
6257,HIRS-SP,Hirschfeldia species,Grijze mosterd (G),0
1763,HIRSINC,Hirschfeldia incana,Grijze mosterd,0
6258,HOLC-SP,Holcus species,Witbol (G),0
631,HOLCLAN,Holcus lanatus,Gestreepte witbol,0
632,HOLCMOL,Holcus mollis,Gladde witbol,0
6259,HOLO-SP,Holosteum species,Heelbeen (G),0
633,HOLOUMB,Holosteum umbellatum,Heelbeen,0
6260,HONC-SP,Honckenya species,Zeepostelein (G),0
634,HONCPEP,Honckenya peploides,Zeepostelein,0
6674,HORD-SP,Hordelymus species,Bosgerst (G),0
5164,HORDEUR,Hordelymus europaeus,Bosgerst,0
6261,HORE-SP,Hordeum species,Gerst (G),0
1810,HOREDIS,Hordeum distichon,Chevaliergerst,0
1695,HOREJUB,Hordeum jubatum,Kwispelgerst,0
635,HOREMAR,Hordeum marinum,Zeegerst,0
636,HOREMUR,Hordeum murinum,Kruipertje,0
637,HORESEC,Hordeum secalinum,Veldgerst,0
1811,HOREVUL,Hordeum vulgare,Gerst,0
6701,HOST-SP,Hosta species,Hosta (G),0
6262,HOTT-SP,Hottonia species,Waterviolier (G),0
638,HOTTPAL,Hottonia palustris,Waterviolier,0
6263,HUMU-SP,Humulus species,Hop (G),0
639,HUMULUP,Humulus lupulus,Hop,0
6757,HUPE-SP,Huperzia species,Dennenwolfsklauw (G),0
778,LYCOSEL,Huperzia selago,Dennenwolfsklauw,0
6631,HYAC-SP,Hyacinthus species,Hyacint (G),0
2294,HYACORI,Hyacinthus orientalis,Hyacint,0
6265,HYDR-SP,Hydrocharis species,Kikkerbeet (G),0
640,HYDRMOR,Hydrocharis morsus-ranae,Kikkerbeet,0
6266,HYDO-SP,Hydrocotyle species,Waternavel (G),0
2490,HYDORAN,Hydrocotyle ranunculoides,Grote waternavel,0
641,HYDOVUL,Hydrocotyle vulgaris,Gewone waternavel,0
6267,HYOS-SP,Hyoscyamus species,Bilzekruid (G),0
642,HYOSNIG,Hyoscyamus niger,Bilzekruid,0
6268,HYPE-SP,Hypericum species,Hertshooi (G),0
2491,HYPEAND,Hypericum androsaemum,Mansbloed,0
643,HYPECAN,Hypericum canadense,Canadees hertshooi,0
647,HYPEDUB,Hypericum dubium,Kantig hertshooi,0
644,HYPEELO,Hypericum elodes,Moerashertshooi,0
645,HYPEHIR,Hypericum hirsutum,Ruig hertshooi,0
646,HYPEHUM,Hypericum humifusum,Liggend hertshooi,0
1482,HYPEMAC,Hypericum maculatum,Gevlekt hertshooi,0
648,HYPEMON,Hypericum montanum,Berghertshooi,0
649,HYPEPER,Hypericum perforatum,Sint-Janskruid,0
650,HYPEPUL,Hypericum pulchrum,Fraai hertshooi,0
651,HYPEQUA,Hypericum tetrapterum,Gevleugeld hertshooi,0
1408,HYPE*DE,Hypericum x desetangsii,Frans hertshooi,0
6269,HYPC-SP,Hypochaeris species,Biggenkruid (G),0
652,HYPCGLA,Hypochaeris glabra,Glad biggenkruid,0
653,HYPCMAC,Hypochaeris maculata,Gevlekt biggenkruid,0
654,HYPCRAD,Hypochaeris radicata,Gewoon biggenkruid,0
6625,HYSS-SP,Hyssopus species,Hyssop (G),0
656,HYSSOFF,Hyssopus officinalis,Hyssop,0
6270,IBER-SP,Iberis species,Scheefbloem (G),0
657,IBERAMA,Iberis amara,Bittere scheefbloem,0
1861,IBERUMB,Iberis umbellata,Schermscheefbloem,0
6271,ILEX-SP,Ilex species,Hulst (G),0
658,ILEXAQU,Ilex aquifolium,Hulst,0
6272,ILLE-SP,Illecebrum species,Grondster (G),0
659,ILLEVER,Illecebrum verticillatum,Grondster,0
6273,IMPA-SP,Impatiens species,Springzaad (G),0
2463,IMPACAP,Impatiens capensis,Oranje springzaad,0
1862,IMPAGLA,Impatiens glandulifera,Reuzenbalsemien,0
660,IMPANOL,Impatiens noli-tangere,Groot springzaad,0
661,IMPAPAR,Impatiens parviflora,Klein springzaad,0
6274,INUL-SP,Inula species,Alant (G),0
662,INULBRI,Inula britannica,Engelse alant,0
663,INULCON,Inula conyzae,Donderkruid,0
5076,INULHEL,Inula helenium,Griekse alant,0
664,INULSAL,Inula salicina,Wilgalant,0
6275,IRIS-SP,Iris species,Lis (G),0
5077,IRISFOE,Iris foetidissima,Stinkende lis,0
665,IRISPSE,Iris pseudacorus,Gele lis,0
6276,ISAT-SP,Isatis species,Wede (G),0
666,ISATTIN,Isatis tinctoria,Wede,0
6277,ISOE-SP,Isoetes species,Biesvaren (G),0
668,ISOEECH,Isoetes echinospora,Kleine biesvaren,0
667,ISOELAC,Isoetes lacustris,Grote biesvaren,0
6758,ISOL-SP,Isolepis species,Borstelbies (G),0
1159,SCIRSET,Isolepis setacea,Borstelbies,0
6675,IVA -SP,Iva species,Iva (G),0
5078,IVA XAN,Iva xanthifolia,Iva,0
6278,JASI-SP,Jasione species,Zandblauwtje (G),0
669,JASIMON,Jasione montana,Zandblauwtje,0
6714,JASM-SP,Jasminum species,Jasmijn (G),0
5225,JASMNUD,Jasminum nudiflorum,Winterjasmijn,0
6589,JUGL-SP,Juglans species,Walnoot (G),0
2303,JUGLREG,Juglans regia,Okkernoot,0
6279,JUNC-SP,Juncus species,Rus (G),0
670,JUNCACU,Juncus acutiflorus,Veldrus,0
1929,JUNCALP,Juncus alpinoarticulatus,Duinrus en Alpenrus,0
682,JUNCA-A,Juncus alpinoarticulatus s. alpinoarticulatus,Alpenrus,0
672,JUNCA-T,Juncus alpinoarticulatus s. atricapillus,Duinrus s.s.,0
671,JUNCAMB,Juncus ambiguus,Zilte greppelrus,0
673,JUNCART,Juncus articulatus,Zomprus,0
674,JUNCA-B,Juncus balticus,Noordse rus,0
675,JUNCBUF,Juncus bufonius,Greppelrus,0
1930,JUNCB=A,Juncus bufonius ag. (incl. J. ambiguus),Greppelrus en Zilte greppelrus,0
2343,JUNCBUL,Juncus bulbosus,Knolrus,0
1409,JUNCCAN,Juncus canadensis,Canadese rus,0
677,JUNCCAP,Juncus capitatus,Koprus,0
678,JUNCCOM,Juncus compressus,Platte rus,0
679,JUNCCON,Juncus conglomeratus,Biezenknoppen,0
680,JUNCEFF,Juncus effusus,Pitrus,0
2425,JUNCENS,Juncus ensifolius,Zwaardrus,0
681,JUNCFIL,Juncus filiformis,Draadrus,0
5079,JUNCFOL,Juncus foliosus,Gestreepte greppelrus,0
683,JUNCGER,Juncus gerardi,Zilte rus,0
684,JUNCINF,Juncus inflexus,Zeegroene rus,0
685,JUNCMAR,Juncus maritimus,Zeerus,0
686,JUNCPYG,Juncus pygmaeus,Dwergrus,0
687,JUNCSQU,Juncus squarrosus,Trekrus,0
688,JUNCSUB,Juncus subnodulosus,Paddenrus,0
689,JUNCTEG,Juncus tenageia,Wijdbloeiende rus,0
690,JUNCTEN,Juncus tenuis,Tengere rus,0
5178,JUNC*KE,Juncus conglomeratus x effusus,Biezenknoppen x Pitrus,0
6280,JUNI-SP,Juniperus species,Juniperus (G),0
691,JUNICOM,Juniperus communis,Jeneverbes,0
6676,KICK-SP,Kickxia species,Stoppelleeuwenbek (G),0
742,KICKELA,Kickxia elatine,Spiesleeuwenbek,0
744,KICKSPU,Kickxia spuria,Eironde leeuwenbek,0
6281,KNAU-SP,Knautia species,Knautia (G),0
692,KNAUARV,Knautia arvensis,Beemdkroon,0
2450,KNAUDIP,Knautia dipsacifolia,Bergknautia,0
6590,KOCH-SP,Kochia species,Studentenkruid (G),0
1697,KOCHSCO,Kochia scoparia,Studentenkruid,0
6282,KOEL-SP,Koeleria species,Fakkelgras (G),0
693,KOELMAC,Koeleria macrantha,Smal fakkelgras,0
695,KOELPYR,Koeleria pyramidata,Breed fakkelgras,0
6740,KOER-SP,Koelreuteria species,Gele zeepboom (G),0
2492,KOERPAN,Koelreuteria paniculata,Gele zeepboom,0
6591,LABU-SP,Laburnum species,Goudenregen (G),0
2228,LABUANA,Laburnum anagyroides,Goudenregen,0
5179,LABU*WA,Laburnum x watereri,Goudenregen x Alpengoudenregen,0
6283,LACT-SP,Lactuca species,Sla (G),0
698,LACTSAL,Lactuca saligna,Wilgsla,0
5080,LACTSAT,Lactuca sativa,Sla,0
699,LACTSER,Lactuca serriola,Kompassla,0
1425,LACTTAT,Lactuca tatarica,Strandsla,0
2384,LACTVIR,Lactuca virosa,Gifsla,0
6724,LAGE-SP,Lagenaria species Ser.,Fleskalebas (G),0
5254,LAGESIC,Lagenaria siceraria,Fleskalebas,0
6592,LAGU-SP,Lagurus species,Hazenstaart (G),0
1698,LAGUOVA,Lagurus ovatus,Hazenstaart,0
6741,LAMA-SP,Lamarckia species,Pluimstaartje (G),0
2493,LAMAAUR,Lamarckia aurea,Pluimstaartje,0
6759,LAMS-SP,Lamiastrum species,Gele dovenetel (G),0
702,GALOLUT,Lamiastrum galeobdolon,Gele dovenetel,0
1898,"GALOL,F",Lamiastrum galeobdolon,Bonte gele dovenetel,0
1487,GALOL-L,Lamiastrum galeobdolon s. galeobdolon,Kleine gele dovenetel,0
1486,GALOL-S,Lamiastrum galeobdolon s. montanum,Grote gele dovenetel,0
6284,LAMI-SP,Lamium species,Dovenetel (G),0
700,LAMIALB,Lamium album,Witte dovenetel,0
701,LAMIAMP,Lamium amplexicaule,Hoenderbeet,0
705,LAMICON,Lamium confertum,Brede dovenetel,0
703,LAMIP;I,Lamium hybridum,Ingesneden dovenetel,0
704,LAMIMAC,Lamium maculatum,Gevlekte dovenetel,0
2464,"LAMIM,V",Lamium maculatum,Gestreepte dovenetel,0
706,LAMIP;P,Lamium purpureum,Paarse dovenetel s.s.,0
6285,LAPP-SP,Lappula species,Stekelzaad (G),0
707,LAPPSQU,Lappula squarrosa,Stekelzaad,0
6286,LAPS-SP,Lapsana species,Akkerkool (G),0
708,LAPSCOM,Lapsana communis,Akkerkool,0
