SYNTAXON,SPECIES_NR,PRESENTIE,KARAKT_BED,TROUW
10A1a,1914,0.8,2.0,0.04
10A1a,3344,1.6,2.5,0.33
10A1a,346,2.3,2.7,0.03
10A1a,765,0.8,2.0,0.19
10A1a,1154,0.8,3.0,0.06
10A1a,55,0.8,2.0,0.03
10A1a,1068,1.6,2.5,0.04
10A1a,3016,1.6,4.5,0.05
10A1a,3239,2.3,7.7,0.03
10A1a,2706,4.7,8.3,4.89
10A1a,239,5.5,2.1,0.12
10A1a,418,2.3,2.3,0.08
10A1a,784,0.8,2.0,0.01
10A1a,219,0.8,2.0,0.03
10A1a,1544,2.3,3.3,0.01
10A1a,913,0.8,2.0,0.01
10A1a,680,5.5,5.1,0.07
10A1a,943,0.8,2.0,0.0
10A1a,1318,0.8,2.0,0.02
10A1a,2131,3.1,1.0,0.03
10A1a,641,4.7,1.3,0.02
10A1a,584,3.9,3.6,0.04
10A1a,436,1.6,1.0,0.02
10A1a,9500,4.7,11.2,0.31
10A1a,933,0.8,3.0,0.0
10A1a,2700,0.8,2.0,0.03
10A1b,1228,100.0,24.4,76.3
10A1b,2343,37.8,17.4,2.27
10A1b,2996,70.3,45.8,13.34
10A1b,765,2.7,2.0,0.63
10A1b,866,2.7,2.0,0.04
10A1b,584,8.1,4.0,0.1
10A1b,1324,18.9,19.3,1.79
10A1b,3004,27.0,23.8,0.66
10A1b,429,2.7,3.0,0.49
10A1b,437,13.5,2.6,0.15
10A1b,967,5.4,23.0,1.13
10A1b,1000,2.7,2.0,0.07
10A1b,1154,2.7,3.0,0.19
10A1b,260,8.1,4.3,0.15
10A1b,2705,24.3,30.2,3.72
10A1b,436,2.7,2.0,0.05
10A1b,723,2.7,2.0,0.02
10A1b,995,5.4,5.0,0.17
10A1b,641,10.8,2.0,0.06
10A1b,1327,2.7,2.0,0.06
10A1b,3026,8.1,36.3,6.33
10A1b,346,5.4,23.0,0.63
10A1b,933,2.7,1.0,0.0
10A2,55,24.8,2.4,0.96
10A2,186,7.9,3.8,0.04
10A2,417,46.5,4.9,5.66
10A2,418,71.3,5.6,5.95
10A2,473,46.5,4.3,0.21
10A2,476,92.1,7.4,2.82
10A2,832,65.3,5.7,0.25
10A2,1068,95.0,16.9,14.99
10A2,1330,1.0,2.0,0.08
10A2,2700,3.0,2.3,0.12
10A2,3004,70.3,50.5,3.66
10A2,3425,2.0,35.0,2.91
10A2,3483,1.0,3.0,1.5
10A2,1069,5.0,13.0,1.31
10A2,1544,7.9,2.9,0.04
10A2,2705,14.9,8.9,0.67
10A2,849,3.0,6.7,0.07
10A2,2343,5.0,3.6,0.06
10A2,3011,23.8,13.8,3.66
10A2,3026,5.9,55.3,7.02
10A2,3174,2.0,8.0,0.37
10A2,436,5.9,5.3,0.29
10A2,866,5.0,2.0,0.07
10A2,244,2.0,1.5,0.01
10A2,346,5.0,4.2,0.11
10A2,913,69.3,8.5,2.66
10A2,2544,5.9,4.0,0.18
10A2,3015,4.0,18.5,0.23
10A2,3024,2.0,7.5,0.33
10A2,3330,13.9,9.3,3.21
10A2,2995,1.0,68.0,0.38
10A2,3016,25.7,14.6,2.74
10A2,3326,2.0,2.5,4.9
10A2,3364,5.0,5.0,0.28
10A2,3344,29.7,12.4,30.55
10A2,3374,7.9,3.3,2.9
10A2,3417,1.0,13.0,1.3
10A2,943,6.9,1.6,0.02
10A2,3239,41.6,48.8,2.97
10A2,260,11.9,3.2,0.16
10A2,641,4.0,2.0,0.02
10A2,821,9.9,2.8,0.16
10A2,2996,8.9,32.4,1.19
10A2,479,3.0,2.0,0.02
10A2,1852,1.0,2.0,0.06
10A2,2920,1.0,3.0,0.02
10A2,3018,9.9,56.0,26.2
10A2,3324,5.0,1.8,2.32
10A2,416,6.9,3.6,32.47
10A2,1563,3.0,2.0,38.46
10A2,858,1.0,3.0,0.03
10A2,139,6.9,1.9,0.01
10A2,530,2.0,1.5,0.01
10A2,3002,1.0,2.0,0.36
10A2,3337,1.0,2.0,2.93
10A2,3338,1.0,2.0,3.39
10A2,2623,3.0,2.0,0.28
10A2,3332,1.0,3.0,5.4
10A2,3336,1.0,2.0,2.4
10A2,3396,1.0,2.0,0.3
10A2,239,1.0,2.0,0.02
10A2,2704,1.0,2.0,0.34
10A2,597,2.0,2.0,1.27
10A2,784,2.0,2.0,0.02
10A2,219,2.0,2.5,0.1
10A2,1230,1.0,3.0,0.12
10A2,1318,2.0,1.5,0.04
10A2,3006,1.0,2.0,0.01
10A2,2603,1.0,2.0,0.07
10A2,2710,1.0,2.0,0.25
10A2,3301,1.0,2.0,0.14
10A2,6459,3.0,1.3,0.13
10A2,680,3.0,2.3,0.02
10A2,2923,1.0,1.0,0.0
10A2,6445,2.0,3.0,27.78
10A2,9500,1.0,40.0,0.23
10A2,6077,2.0,3.0,0.06
10A2,3008,1.0,1.0,1.67
10A2,426,1.0,1.0,0.01
10A2,3151,2.0,10.5,0.28
10A2,3027,1.0,38.0,0.93
10A2,2666,1.0,1.0,0.09
10A2,2788,1.0,2.0,0.0
10A2,4146,1.0,1.0,0.02
10A2,3334,2.0,1.5,0.5
10A2,2131,1.0,8.0,0.08
10A2,447,1.0,1.0,0.0
10A3,55,13.8,3.5,0.78
10A3,242,24.1,14.8,96.82
10A3,346,12.1,8.9,0.54
10A3,417,17.2,3.6,1.54
10A3,418,60.3,5.0,4.5
10A3,476,89.7,9.5,3.53
10A3,597,1.7,2.0,1.08
10A3,783,1.7,2.0,0.08
10A3,821,10.3,3.5,0.21
10A3,832,50.0,3.9,0.13
10A3,913,84.5,12.0,4.58
10A3,929,1.7,2.0,0.05
10A3,1068,51.7,5.5,2.65
10A3,1544,15.5,3.3,0.09
10A3,2996,5.2,36.0,0.78
10A3,3004,31.0,53.2,1.7
10A3,3011,15.5,8.8,1.52
10A3,3016,15.5,22.8,2.58
10A3,3239,39.7,41.3,2.4
10A3,260,53.4,3.3,0.74
10A3,1149,46.6,10.3,92.86
10A3,2995,8.6,74.0,3.56
10A3,463,3.4,2.0,0.03
10A3,933,5.2,7.7,0.04
10A3,1323,1.7,3.0,0.63
10A3,1385,3.4,2.5,0.14
10A3,3026,10.3,29.0,6.43
10A3,139,5.2,2.0,0.01
10A3,473,12.1,3.6,0.05
10A3,943,17.2,1.9,0.05
10A3,2544,12.1,8.3,0.76
10A3,3425,1.7,2.0,0.14
10A3,244,10.3,3.2,0.13
10A3,2623,8.6,3.2,1.26
10A3,239,6.9,5.5,0.39
10A3,3169,1.7,88.0,2.58
10A3,3012,48.3,51.7,96.25
10A3,9507,1.7,2.0,100.0
10A3,219,3.4,2.0,0.13
10A3,479,1.7,3.0,0.02
10A3,858,3.4,2.0,0.07
10A3,3344,5.2,5.0,2.16
10A3,1324,8.6,3.4,0.14
10A3,2343,6.9,2.3,0.05
10A3,2705,1.7,3.0,0.03
10A3,3324,1.7,2.0,0.88
10A3,3330,3.4,2.0,0.17
10A3,866,3.4,2.0,0.05
10A3,1000,1.7,38.0,0.83
10A3,456,1.7,2.0,0.15
10A3,1117,1.7,8.0,0.18
10A3,186,1.7,2.0,0.0
10A3,641,1.7,2.0,0.01
10A3,3015,1.7,13.0,0.07
10A3,3024,1.7,3.0,0.11
10A3,680,3.4,1.5,0.01
10A3,784,1.7,2.0,0.02
11/a,140,13.8,6.9,0.28
11/a,186,36.2,5.4,0.23
11/a,239,1.7,38.0,0.66
11/a,476,29.3,3.8,0.46
11/a,821,1.7,13.0,0.13
11/a,832,93.1,45.9,2.81
11/a,849,100.0,72.7,25.55
11/a,1153,1.7,2.0,0.12
11/a,3016,8.6,4.6,0.29
11/a,174,1.7,3.0,0.01
11/a,473,56.9,11.6,0.7
11/a,785,1.7,3.0,0.04
11/a,912,1.7,13.0,0.11
11/a,1124,8.6,2.2,0.03
11/a,139,50.0,15.6,0.76
11/a,568,3.4,1.5,0.35
11/a,1068,1.7,2.0,0.03
11/a,2544,10.3,4.0,0.31
11/a,2623,1.7,2.0,0.16
11/a,2634,12.1,2.1,0.73
11/a,2792,13.8,1.9,0.06
11/a,2920,50.0,3.1,0.97
11/a,3004,29.3,10.0,0.3
11/a,3006,19.0,11.5,1.0
11/a,3239,34.5,15.4,0.78
11/a,3330,3.4,2.0,0.17
11/a,2635,32.8,3.2,7.11
11/a,2788,15.5,5.0,0.1
11/a,2820,5.2,3.3,0.07
11/a,2927,1.7,2.0,0.02
11/a,3027,5.2,2.0,0.25
11/a,3364,8.6,2.4,0.23
11/a,1037,13.8,3.6,0.03
11/a,3322,6.9,3.3,2.07
11/a,248,1.7,2.0,0.02
11/a,530,41.4,6.2,0.98
11/a,680,6.9,2.3,0.04
11/a,858,6.9,3.8,0.25
11/a,933,22.4,4.9,0.12
11/a,2996,29.3,12.0,1.46
11/a,670,1.7,3.0,0.02
11/a,1008,3.4,2.0,0.03
11/a,6077,1.7,2.0,0.04
11/a,6411,1.7,2.0,19.54
11/a,943,20.7,3.2,0.1
11/a,1117,6.9,11.3,1.03
11/a,3024,3.4,34.5,2.59
11/a,2705,22.4,3.5,0.4
11/a,2729,3.4,1.5,0.01
11/a,2923,10.3,2.0,0.1
11/a,3015,19.0,11.3,0.68
11/a,3327,29.3,3.6,7.14
11/a,219,3.4,2.0,0.13
11/a,3026,6.9,3.8,0.56
11/a,436,1.7,2.0,0.03
11/a,2343,1.7,2.0,0.01
11/a,3321,22.4,3.2,2.43
11/a,36,1.7,2.0,0.0
11/a,212,1.7,2.0,0.01
11/a,2810,1.7,2.0,0.04
11/a,2995,1.7,68.0,0.65
11/a,3023,1.7,13.0,0.13
11/a,260,5.2,2.3,0.05
11/a,420,5.2,2.3,0.78
11/a,641,5.2,3.0,0.04
11/a,173,6.9,2.8,0.05
11/a,2320,1.7,1.0,0.02
11/a,2619,1.7,3.0,0.09
11/a,2667,31.0,3.8,2.14
11/a,1119,5.2,2.3,0.05
11/a,2574,1.7,4.0,0.28
11/a,913,12.1,2.1,0.11
11/a,3387,3.4,3.5,0.21
11/a,784,1.7,3.0,0.03
11/a,929,3.4,2.0,0.1
11/a,2376,1.7,1.0,0.01
11/a,3336,1.7,8.0,16.29
11/a,2836,1.7,2.0,0.33
11/a,2637,12.1,1.9,0.75
11/a,2883,3.4,1.5,0.14
11/a,4176,1.7,1.0,14.05
11/a,450,1.7,1.0,0.03
11/a,1634,3.4,2.0,0.02
11/a,426,1.7,1.0,0.02
11/a,479,1.7,1.0,0.01
11/a,2907,1.7,1.0,0.0
11/a,237,1.7,1.0,0.01
11/a,2539,1.7,2.0,0.05
11/a,3374,1.7,2.0,0.38
11/a,2567,3.4,1.0,0.01
11/a,3035,3.4,1.5,1.16
11/a,3257,1.7,2.0,0.22
11/a,1227,1.7,3.0,0.02
11/a,1329,1.7,2.0,0.01
11/a,2679,1.7,1.0,0.0
11/a,2924,1.7,1.0,0.02
11/c,228,12.5,3.0,1.66
11/c,346,12.5,1.0,0.06
11/c,419,12.5,3.0,0.26
11/c,476,37.5,4.3,0.67
11/c,632,25.0,4.5,0.38
11/c,759,12.5,3.0,0.22
11/c,832,100.0,33.1,2.18
11/c,858,12.5,40.0,4.85
11/c,913,25.0,1.0,0.11
11/c,929,12.5,3.0,0.56
11/c,943,12.5,1.0,0.02
11/c,1227,37.5,4.3,0.56
11/c,1385,12.5,3.0,0.61
11/c,1616,12.5,1.0,0.55
11/c,2921,12.5,3.0,2.64
11/c,2995,12.5,40.0,2.79
11/c,6077,100.0,64.0,66.94
11/c,6106,12.5,3.0,3.19
11/c,6225,12.5,1.0,15.13
11/c,19,12.5,3.0,0.06
11/c,186,37.5,5.7,0.26
11/c,398,12.5,3.0,0.05
11/c,473,62.5,3.2,0.21
11/c,530,62.5,3.2,0.76
11/c,849,12.5,3.0,0.13
11/c,1037,50.0,3.8,0.1
11/c,6452,25.0,2.0,0.27
11/c,55,12.5,1.0,0.2
11/c,219,37.5,1.7,1.22
11/c,260,12.5,1.0,0.05
11/c,447,12.5,3.0,0.07
11/c,479,37.5,3.7,0.56
11/c,680,25.0,3.0,0.19
11/c,912,12.5,1.0,0.06
11/c,1117,25.0,2.0,0.66
11/c,2810,12.5,9.0,1.16
11/c,3004,12.5,3.0,0.04
11/c,335,12.5,3.0,0.28
11/c,390,12.5,3.0,0.14
11/c,426,12.5,3.0,0.41
11/c,543,12.5,1.0,0.18
11/c,631,12.5,9.0,0.13
11/c,952,12.5,3.0,0.18
11/c,1008,12.5,3.0,0.17
11/c,1056,12.5,3.0,0.08
11/c,1093,12.5,3.0,0.15
11/c,1094,12.5,3.0,0.15
11/c,1119,12.5,3.0,0.16
11/c,1153,12.5,1.0,0.44
11/c,1321,12.5,3.0,0.03
11/c,2376,12.5,1.0,0.06
11/c,3006,25.0,18.0,2.06
11/c,3016,25.0,4.0,0.73
11/c,3023,25.0,4.0,0.58
11/c,3239,25.0,4.0,0.15
11-a,55,7.7,2.0,0.25
11-a,260,100.0,35.3,14.85
11-a,473,23.1,2.3,0.06
11-a,476,46.2,2.3,0.44
11-a,832,76.9,3.4,0.17
11-a,913,38.5,2.4,0.42
11-a,3004,38.5,32.8,1.3
11-a,3239,69.2,65.2,6.61
11-a,139,7.7,2.0,0.01
11-a,219,7.7,3.0,0.44
11-a,479,23.1,4.0,0.37
11-a,2705,23.1,13.0,1.52
11-a,3016,15.4,3.0,0.34
11-a,3344,7.7,2.0,1.28
11-a,2996,30.8,34.0,4.34
11-a,3364,15.4,5.0,0.87
11-a,2343,7.7,18.0,0.48
11-a,2667,7.7,1.0,0.14
11-a,418,30.8,2.0,0.92
11-a,1544,7.7,2.0,0.03
11-a,821,23.1,4.0,0.53
11-a,417,15.4,2.0,0.77
11-a,1068,15.4,1.5,0.22
11-a,1230,7.7,3.0,0.96
11-a,1324,23.1,2.3,0.26
11-a,1000,7.7,3.0,0.3
11-a,1318,15.4,1.5,0.27
11-a,3006,7.7,3.0,0.11
11-a,3015,7.7,38.0,0.93
11-a,6077,15.4,1.5,0.24
11-a,6459,15.4,2.0,0.99
11-a,346,7.7,1.0,0.04
11-a,427,7.7,2.0,0.14
11-a,3011,7.7,3.0,0.26
11-a,680,7.7,1.0,0.02
11-b,186,25.0,11.5,0.34
11-b,418,8.3,2.0,0.25
11-b,473,83.3,9.7,0.86
11-b,832,54.2,14.2,0.51
11-b,912,100.0,73.4,37.8
11-b,2544,25.0,7.7,1.46
11-b,2792,12.5,14.0,0.39
11-b,2907,8.3,2.5,0.04
11-b,2995,8.3,2.0,0.09
11-b,3326,4.2,1.0,4.12
11-b,244,37.5,3.8,0.55
11-b,476,66.7,7.4,2.05
11-b,680,4.2,2.0,0.02
11-b,1153,4.2,2.0,0.29
11-b,2705,8.3,19.5,0.82
11-b,2923,25.0,7.8,0.91
11-b,3026,8.3,5.5,0.98
11-b,479,16.7,3.0,0.2
11-b,3004,29.2,12.9,0.39
11-b,3239,20.8,23.6,0.72
11-b,9511,8.3,36.0,2.01
11-b,139,4.2,3.0,0.01
11-b,1037,4.2,1.0,0.0
11-b,1073,4.2,4.0,14.6
11-b,1117,4.2,8.0,0.44
11-b,1124,50.0,3.9,0.29
11-b,3387,4.2,2.0,0.15
11-b,266,20.8,3.0,0.96
11-b,679,8.3,1.0,0.12
11-b,1474,4.2,1.0,0.01
11-b,3335,4.2,2.0,0.4
11-b,3364,8.3,2.5,0.23
11-b,641,4.2,18.0,0.21
11-b,849,8.3,16.0,0.47
11-b,1914,4.2,2.0,0.2
11-b,2996,4.2,4.0,0.07
11-b,3112,4.2,4.0,2.94
11-b,3327,4.2,3.0,0.85
11-b,6077,4.2,1.0,0.04
11-b,3001,8.3,1.0,0.14
11-b,3013,8.3,1.0,0.36
11-b,447,12.5,3.3,0.08
11-b,568,12.5,2.0,1.7
11-b,1008,20.8,2.8,0.27
11-b,18,4.2,2.0,0.01
11-b,215,12.5,2.0,0.06
11-b,251,8.3,1.0,0.14
11-b,2701,8.3,18.0,3.35
11-b,913,8.3,1.0,0.04
11-b,1965,8.3,1.0,0.13
11-b,933,4.2,2.0,0.01
11-b,2679,4.2,3.0,0.02
11-b,2788,8.3,44.0,0.47
11-b,2542,4.2,1.0,15.56
11-c,139,22.6,3.9,0.09
11-c,186,35.5,13.8,0.59
11-c,473,58.1,13.3,0.82
11-c,479,100.0,50.6,20.39
11-c,832,100.0,20.6,1.36
11-c,2666,6.5,35.0,19.6
11-c,2920,9.7,6.3,0.38
11-c,4346,3.2,13.0,3.77
11-c,2705,3.2,8.0,0.13
11-c,450,3.2,2.0,0.12
11-c,1094,3.2,1.0,0.01
11-c,2634,3.2,3.0,0.28
11-c,2637,19.4,4.3,2.71
11-c,2642,3.2,2.0,0.05
11-c,2923,3.2,4.0,0.06
11-c,2926,3.2,3.0,0.77
11-c,2927,3.2,2.0,0.03
11-c,3151,3.2,3.0,0.13
11-c,476,45.2,5.1,0.96
11-c,421,6.5,1.0,0.28
11-c,2788,12.9,1.0,0.02
11-c,447,12.9,1.5,0.04
11-c,426,35.5,1.7,0.65
11-c,3322,6.5,1.0,0.59
11-c,398,3.2,2.0,0.01
11-c,1634,9.7,6.0,0.13
11-c,140,6.5,10.5,0.2
11-c,55,6.5,2.0,0.21
11-c,4146,3.2,2.0,0.11
11-d,55,63.2,4.8,4.9
11-d,186,26.3,5.7,0.18
11-d,473,57.9,5.8,0.36
11-d,479,100.0,51.5,20.75
11-d,832,81.6,8.4,0.45
11-d,2705,13.2,6.0,0.4
11-d,3004,21.1,44.1,0.96
11-d,3364,2.6,3.0,0.09
11-d,139,42.1,1.4,0.06
11-d,260,10.5,2.5,0.11
11-d,418,2.6,1.0,0.04
11-d,476,60.5,3.8,0.95
11-d,849,5.3,13.0,0.24
11-d,913,78.9,11.6,4.14
11-d,2544,15.8,2.3,0.28
11-d,2623,2.6,2.0,0.24
11-d,3239,57.9,63.9,5.42
11-d,3015,5.3,23.0,0.39
11-d,2921,2.6,13.0,2.38
11-d,2995,10.5,81.0,4.75
11-d,2700,2.6,3.0,0.14
11-d,447,15.8,8.3,0.25
11-d,2907,2.6,88.0,0.5
11-d,530,10.5,1.8,0.07
11-d,140,10.5,5.0,0.16
11-d,641,5.3,18.0,0.26
11-d,680,7.9,1.3,0.03
11-d,784,5.3,1.0,0.03
11-d,929,5.3,1.0,0.08
11-d,1544,5.3,3.0,0.03
11-d,219,5.3,1.5,0.15
11-d,244,5.3,1.0,0.02
11-d,2923,2.6,2.0,0.02
11-d,1037,2.6,1.0,0.0
11-d,6077,13.2,2.0,0.28
11-d,858,2.6,2.0,0.05
11-d,426,15.8,1.8,0.31
11-d,943,5.3,1.0,0.01
11-d,2634,2.6,2.0,0.15
11-d,2666,2.6,8.0,1.79
11-d,3330,2.6,1.0,0.06
11-d,3387,2.6,3.0,0.13
11-d,6076,2.6,3.0,45.09
11-d,1852,2.6,1.0,0.08
11-d,3006,7.9,38.0,1.38
11-d,1094,2.6,20.0,0.21
11-e,55,100.0,37.6,60.67
11-e,186,43.8,13.4,0.7
11-e,473,81.3,20.3,1.75
11-e,476,43.8,7.4,1.34
11-e,832,93.8,22.7,1.4
11-e,913,50.0,5.0,1.13
11-e,2995,18.8,39.7,4.17
11-e,3330,18.8,2.0,0.93
11-e,3364,6.3,2.0,0.14
11-e,3425,6.3,38.0,9.95
11-e,479,18.8,10.7,0.81
11-e,2792,12.5,13.0,0.36
11-e,2907,6.3,2.0,0.03
11-e,3004,18.8,4.0,0.08
11-e,3016,6.3,2.0,0.09
11-e,3174,6.3,2.0,0.29
11-e,3322,6.3,2.0,1.15
11-e,3374,6.3,2.0,1.4
11-e,2637,12.5,13.0,5.29
11-e,3239,6.3,1.0,0.01
11-e,3321,6.3,4.0,0.85
11-e,2786,12.5,8.0,10.54
11-e,3015,18.8,30.7,1.83
11-e,1068,6.3,2.0,0.12
11-e,139,18.8,14.0,0.26
11-e,2666,6.3,8.0,4.34
11-e,2920,18.8,26.3,3.09
11-e,3151,6.3,3.0,0.25
11-e,4184,6.3,3.0,1.51
11-e,19,6.3,3.0,0.03
11-e,66,12.5,2.0,0.05
11-e,140,6.3,24.3,0.45
11-e,450,6.3,2.0,0.23
11-e,1117,6.3,2.0,0.17
11-e,2923,12.5,2.0,0.12
11-e,6077,6.3,3.0,0.2
11-e,418,12.5,2.5,0.47
11-e,3001,6.3,2.0,0.21
11-e,173,6.3,8.0,0.13
11-e,335,6.3,2.0,0.09
11-e,420,6.3,2.0,0.82
11-e,447,6.3,2.0,0.02
11-e,631,6.3,2.0,0.01
11-e,641,6.3,3.0,0.05
11-e,933,6.3,3.0,0.02
11-e,1093,6.3,2.0,0.05
11-e,1385,6.3,2.0,0.21
11-e,1544,6.3,3.0,0.03
11-e,2544,6.3,8.0,0.38
11-e,2673,6.3,8.0,2.3
11-e,3023,6.3,8.0,0.29
11-e,943,6.3,2.0,0.02
11-e,1037,12.5,1.5,0.01
11-f,186,100.0,63.3,7.58
11-f,473,100.0,9.2,0.97
11-f,832,100.0,13.1,0.86
11-f,2792,37.9,32.2,2.74
11-f,4148,3.4,68.0,4.05
11-f,139,34.5,8.1,0.27
11-f,476,48.3,4.5,0.9
11-f,479,48.3,4.6,0.9
11-f,1634,3.4,2.0,0.02
11-f,2632,3.4,2.0,2.38
11-f,2666,13.8,11.0,13.08
11-f,2920,10.3,24.7,1.59
11-f,3319,3.4,13.0,6.34
11-f,3330,10.3,5.7,1.46
11-f,3364,3.4,2.0,0.08
11-f,3420,3.4,3.0,9.12
11-f,4146,17.2,15.6,4.53
11-f,4168,3.4,2.0,0.58
11-f,4173,3.4,3.0,0.48
11-f,4184,3.4,3.0,0.82
11-f,362,3.4,1.0,0.04
11-f,2665,6.9,7.5,17.87
11-f,2679,10.3,18.3,0.28
11-f,3335,3.4,3.0,0.49
11-f,140,10.3,1.3,0.04
11-f,447,10.3,6.0,0.12
11-f,680,6.9,4.5,0.08
11-f,766,3.4,1.0,0.01
11-f,1037,3.4,1.0,0.0
11-f,1117,3.4,2.0,0.09
11-f,1852,3.4,2.0,0.21
11-f,2907,6.9,3.0,0.04
11-f,2923,20.7,9.7,0.94
11-f,3387,13.8,2.3,0.55
11-f,6013,3.4,2.0,0.56
11-f,983,3.4,2.0,0.11
11-f,3324,3.4,3.0,2.63
11-f,3326,3.4,8.0,26.67
11-f,3417,3.4,2.0,0.68
11-f,3425,3.4,1.0,0.14
11-f,4183,6.9,2.0,0.1
11-f,4190,3.4,1.0,0.25
11-f,3004,6.9,1.0,0.01
11-f,2574,3.4,2.0,0.28
11-f,2634,3.4,3.0,0.29
11-f,3448,3.4,3.0,0.52
11-f,4174,3.4,2.0,0.25
11-f,4199,3.4,2.0,0.64
11-f,418,3.4,4.0,0.2
11-f,1008,3.4,1.0,0.02
11-f,244,3.4,3.0,0.04
11-f,426,6.9,2.0,0.15
11-f,913,3.4,3.0,0.05
11-f,1190,3.4,1.0,0.07
11-f,2995,3.4,9.0,0.17
11-f,2788,13.8,5.3,0.09
11-f,2942,6.9,1.5,0.02
11-f,2544,3.4,1.0,0.03
11-f,3006,3.4,1.0,0.02
11-f,3239,3.4,1.0,0.0
11-f,2667,3.4,2.0,0.12
11-f,55,3.4,1.0,0.05
11-f,530,3.4,1.0,0.01
11-f,398,3.4,3.0,0.01
11-f,19,3.4,1.0,0.01
11-f,1068,3.4,1.0,0.03
11-f,1094,3.4,2.0,0.03
11-f,2637,3.4,2.0,0.22
11-g,55,40.7,7.1,4.66
11-g,139,37.0,3.6,0.13
11-g,186,40.7,2.6,0.13
11-g,418,40.7,1.9,1.15
11-g,473,77.8,6.5,0.54
11-g,476,92.6,5.7,2.19
11-g,479,55.6,3.1,0.69
11-g,832,100.0,50.4,3.32
11-g,913,55.6,7.5,1.88
11-g,3239,59.3,48.6,4.22
11-g,3330,25.9,4.0,2.58
11-g,2544,29.6,4.1,0.92
11-g,2666,7.4,5.0,3.19
11-g,2700,3.7,3.0,0.2
11-g,2705,18.5,11.4,1.07
11-g,2920,11.1,5.3,0.37
11-g,3006,18.5,17.8,1.51
11-g,3324,3.7,2.0,1.91
11-g,3327,3.7,2.0,0.5
11-g,3420,3.7,13.0,43.02
11-g,4146,7.4,2.0,0.25
11-g,680,29.6,3.0,0.22
11-g,3023,3.7,3.0,0.06
11-g,3319,3.7,3.0,1.59
11-g,2995,25.9,28.4,4.11
11-g,3364,3.7,2.0,0.08
11-g,3425,7.4,21.0,6.46
11-g,244,3.7,3.0,0.04
11-g,2921,7.4,1.5,0.78
11-g,1068,3.7,8.0,0.28
11-g,140,3.7,2.0,0.02
11-g,447,14.8,2.0,0.06
11-g,3004,25.9,17.0,0.45
11-g,2343,11.1,2.0,0.08
11-g,2637,11.1,3.3,1.19
11-g,417,7.4,1.5,0.28
11-g,1037,3.7,1.0,0.0
11-g,260,14.8,2.3,0.14
11-g,426,18.5,2.0,0.4
11-g,6077,11.1,4.7,0.55
11-g,1190,3.7,1.0,0.08
11-g,6192,3.7,1.0,0.43
11-g,1069,3.7,3.0,0.22
11-g,2792,3.7,4.0,0.03
11-g,3335,3.7,4.0,0.71
11-g,36,3.7,3.0,0.01
11-g,2636,3.7,4.0,0.13
11-g,2667,3.7,4.0,0.27
11-g,3321,3.7,4.0,0.5
11-g,219,3.7,1.0,0.07
11-g,2923,3.7,3.0,0.05
11-g,530,3.7,2.0,0.03
11-g,1544,3.7,2.0,0.01
11-h,139,31.3,11.8,0.36
11-h,426,12.5,1.0,0.14
11-h,473,68.8,17.1,1.25
11-h,530,6.3,1.0,0.02
11-h,759,6.3,1.0,0.04
11-h,832,56.3,8.9,0.33
11-h,933,50.0,5.6,0.3
11-h,1331,6.3,93.0,5.79
11-h,2544,81.3,14.2,8.75
11-h,2673,18.8,7.3,6.26
11-h,2920,31.3,6.2,1.21
11-h,2923,50.0,2.1,0.49
11-h,3006,100.0,52.1,23.9
11-h,3015,18.8,4.0,0.24
11-h,3174,6.3,2.0,0.29
11-h,3239,31.3,13.6,0.62
11-h,6452,6.3,1.0,0.03
11-h,447,12.5,9.5,0.22
11-h,476,37.5,4.5,0.7
11-h,479,18.8,38.0,2.88
11-h,913,6.3,3.0,0.09
11-h,1037,6.3,1.0,0.0
11-h,2632,6.3,2.0,4.41
11-h,2637,6.3,2.0,0.41
11-h,2679,6.3,3.0,0.03
11-h,2788,18.8,3.7,0.09
11-h,2791,6.3,1.0,2.6
11-h,2907,6.3,4.0,0.05
11-h,3004,18.8,13.3,0.26
11-h,3151,18.8,4.0,0.99
11-h,3319,6.3,1.0,0.9
11-h,3330,6.3,2.0,0.31
11-h,3396,6.3,3.0,2.82
11-h,3417,6.3,1.0,0.63
11-h,3425,6.3,2.0,0.52
11-h,4183,6.3,2.0,0.09
11-h,66,25.0,3.0,0.15
11-h,244,18.8,4.3,0.31
11-h,641,43.8,12.1,1.44
11-h,1008,25.0,9.3,1.06
11-h,1161,31.3,9.6,4.2
11-h,1933,12.5,2.5,0.59
11-h,18,18.8,2.7,0.04
11-h,174,12.5,3.0,0.06
11-h,186,18.8,14.7,0.33
11-h,857,6.3,2.0,0.1
11-h,1124,18.8,9.7,0.27
11-h,3364,6.3,2.0,0.14
11-h,418,43.8,8.3,5.42
11-h,6423,6.3,3.0,43.05
11-h,3322,6.3,1.0,0.57
11-h,3387,12.5,1.5,0.32
11-h,4146,12.5,1.5,0.32
11-h,680,6.3,3.0,0.05
11-h,1005,6.3,2.0,1.18
11-h,2705,6.3,13.0,0.42
11-h,2926,12.5,1.5,1.51
11-h,3023,18.8,2.0,0.22
11-h,3321,12.5,2.0,0.85
11-h,3327,18.8,9.3,11.83
11-h,3428,6.3,2.0,2.62
11-h,335,12.5,2.0,0.19
11-h,440,12.5,2.0,0.3
11-h,673,12.5,13.0,0.82
11-h,1156,12.5,3.0,0.14
11-h,2623,12.5,38.0,21.81
