code_sbb,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,code_vvn_1998,code_veldgids_2015,sbb_in_rvvn,kov_codes,kov_verbonden,vvbh,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
41A1c,2000,,r40Ab02,37Ab02,,ja,,,1,"Gaffeltandmos-jeneverbesstruweel, subass v Rozen",Dicrano-Juniperetum rosetosum,Dicrano-Juniperetum rosetosum,"floristsch verschil is te klein voor een zelfstandige associatie, Helaas geen goede voorbeelden meer in Nederland van Jeneverbesstruwelen op goed gebufferde substraten, Nu alleen op alleen kalkloze zandgronden.",,,
41A1a,2002,,r44Aa01a,41Aa01a,,ja,,,1,"Gaffeltandmos-jeneverbesstruweel, Korstmosrijk.",Dicrano-Juniperetum cladonietosum,Dicrano-Juniperetum cladinetosum,,,,
41A1b,2000,,r44Aa01b,41Aa01b,,ja,,,1,"Gaffeltandmos-jeneverbesstruw., subass Bo. smele",Dicrano-Juniperetum deschampsietosum,Dicrano-Juniperetum deschampsietosum,,,,
41A2,2000,,r44Aa02,41Aa02,,ja,,,,Korstmossen-dennenbos,Cladonio-Pinetum sylvestris,Cladonio-Pinetum sylvestris,,,,
41A2a,2000,,r44Aa02a,41Aa02a,,ja,,,3,"Korstmossen-dennenbos, subassoc. v Rendiermos",Cladonio-Pinetum cladinetosum,Cladonio-Pinetum cladinetosum,,,,
41A2b,2000,,r44Aa02b,41Aa02b,,ja,,,3,"Korstmos.-dennenbos, subass Gerim. gaffeltandmos",Cladonio-Pinetum dicranetosum polyseti,Cladonio-Pinetum dicranetosum polyseti,,,,
41A3,2000,,r44Aa03,41Aa03,,ja,,,,Kussentjesmos-dennenbos,Leucobryo-Pinetum,Leucobryo-Pinetum,2018 naam aangepast,,,
41A3b,2000,,r44Aa03a,41Aa03b,,ja,,,3,"Kussentjesmos-dennenbos, subassociatie v Bosbes",Leucobryo-Pinetum vaccinietosum,Leucobryo-Pinetum vaccinietosum,2018 naam aangepast,,,
41A3a,2000,,r44Aa03b,41Aa03a,,ja,,,3,"Kussentjesmos-dennenbos, subass. Bochtige smele",Leucobryo-Pinetum deschampsietosum,Leucobryo-Pinetum deschampsietosum,2018 naam aangepast,,,
41A3c,2000,2018,,41Aa03c,,ja,,,3,"Kussentjesmos-dennenbos, subassoc. v Kraaihei",Leucobryo-Pinetum empetretosum,Leucobryo-Pinetum empetretosum,2018 vervalt,,,
41A3d,2000,,r44Aa03c,41Aa03d,,ja,,,3,"Kussentjesmos-dennenbos, subass. v Pijpestrootje",Leucobryo-Pinetum molinietosum,Leucobryo-Pinetum molinietosum,2018 naam aangepast,,,
41A4,2018,,r44Aa04,,,ja,,,,,,,2018 nieuw,Nu vermoedelijk onder 41A-b,,
41A4a,2018,,r44Aa04a,,,ja,,,,,,,2018 nieuw,Was vermoedelijk onderdeel van  41A3b,,
41A4b,2018,,r44Aa04b,,,ja,,,,,,,2018 nieuw,Was vermoedelijk onderseel van 41A3c,,
41A-a,2000,,r44RG01,41RG03,41RG01,ja,,,3,RG Adelaarsvaren-[Verbond der naaldbossen],RG Pteridium aquilinum-[Dicrano-Pinion],RG Pteridium aquilinum-[Dicrano-Pinion],,,,
41A-b,2005,,r45RG07,,,ja,,,4,RG Bochtige smele-[verbond der Naaldbossen],RG Deschampsia flexuosa-[Dicrano-Pinion],RG Deschampsia flexuosa-[Dicrano-Pinion],"2018 verbonden met Quercion, naam aangepast",,,
41A-f,2015,,r44RG02,,41RG02,ja,,,,,,RG Rubus fruticosus-[Dicrano-Pinion],2018 nieuw,Voorheen waarschijnlijk als niet beschreven RG opgevat.,,
41A-d,2011,,r45RG04,,42RG04,ja,,,4,,,RG Carex arenaria-Calamagrostis epigejos-[Dicrano-Pinion],2018 nieuw,,"(42RG01), (42Aa01e)",
41A/c,2000,2011,,,,ja,,,,,,,wijziging in 2011; DG vervalt wordt RG 41A-d,,,
41A-e,2018,,r45RG08,,,ja,,,,,,,2018 nieuw,correspondeert deels met VVN 42Aa01d,(42Aa01e),
41A-g,2018,,r45RG05,,42RG05,ja,,,,,,,2018 gesplitst en naam aangepast,,"41DG02, (42RG02)",
41A/a,2000,,r45DG03,,,ja,,,5,DG Amerikaanse vogelkers-[Verbond d naaldbossen],DG Prunus serotina-[Dicrano-Pinion],DG Prunus serotina-[Dicrano-Pinion],,Waarom niet op klasse niveau??,"41DG01, 42DG01",
41A/b,2000,2011,,,,ja,,,,DG Gewone braam-[Verbond der naaldbossen],DG Rubus fruticosus-[Dicrano-Pinion],DG Rubus fruticosus-[Dicrano-Pinion],wijziging in 2011; DG vervalt en wordt RG 41A-c,als r43RG03?,,
41A-c,2000,2011,,,,nee,,,,DG Gewone braam-[Verbond der naaldbossen],DG Rubus fruticosus-[Dicrano-Pinion],DG Rubus fruticosus-[Dicrano-Pinion],2018 vervalt,als r43RG03?,,
41A/c,2000,2011,r44DG01,41DG03,41DG01,ja,,,,DG Zandzegge-Duinriet-[Verbond der naaldbossen],DG Carex aren.-Calamagros. epi.-[Dicrano-Pinion],DG Carex arenaria-Calamagrostis epigejos-[Dicrano-Pinion],2011 Verandering van DR naar RG,,,
41A-d,2011,,r44DG01,41DG03,41DG01,ja,,,3,DG Zandzegge-Duinriet-[Verbond der naaldbossen],DG Carex aren.-Calamagros. epi.-[Dicrano-Pinion],DG Carex arenaria-Calamagrostis epigejos-[Dicrano-Pinion],,,,
41-a,2000,,r44RG03,41RG01,41RG03,ja,,,3,RG Bronsmos-Fraai haarmos-[Klasse naaldbossen],RG Pleurozium schr.-Polytrichum form.[Vacc-Pice],RG Pleurozium schreberi-Polytrichum formosum-[Vaccinio-Piceetea],,,,
41-b,2000,,r44RG04,41RG02,41RG04,ja,,,3,RG Fijn snav.mos-Grt. ladd.mos-[Kl. naaldbossen],RG Eurhynchium prael.-Psp. purum-[Vacc-Piceetea],RG Pseudoscleropodium purum-Kindbergia praelonga-[Vaccinio-Piceetea],,,,
42,2000,,r45,,,ja,,,,Kl. EIKEN- EN BEUKENBOSSEN OP VOEDSELARME GROND,Quercetea robori-petraeae,Quercetea robori-petraeae,,,,
42A,2000,,r45Aa,42Aa,,ja,,,,Zomereik-verbond,Quercion roboris,Quercion roboris,,,,
42A1,2000,,r45Aa03,,,ja,,,,Berken-eikenbos,Betulo-Quercetum roboris,Betulo-Quercetum roboris,,,(42Aa01),
42A1a,2000,,r45Aa02,42Aa01a,,ja,,,3,"Berken-eikenbos, subassociatie van Korstmossen",Betulo-Quercetum cladonietosum,Betulo-Quercetum cladonietosum,,,,
42A1b,2000,,r45Aa03a,42Aa01b,,ja,,,3,"Berken-eikenbos, subassociatie v Bochtige smele",Betulo-Quercetum deschampsietosum,Betulo-Quercetum deschampsietosum,,,,
42A1c,2000,,r45Aa03b,42Aa01c,,ja,,,3,"Berken-eikenbos, subassociatie van Bosbes",Betulo-Quercetum vaccinietosum,Betulo-Quercetum vaccinietosum,,,,
42A1d,2000,,r45Aa03c,42Aa01d,,ja,,,3,"Berken-eikenbos, subassociatie van Pijpestrootje",Betulo-Quercetum molinietosum,Betulo-Quercetum molinietosum,,,,
42A1e,2000,,r45RG03,,,ja,,,3,"Berken-eikenbos, subassociatie van Stekelvaren",Betulo-Quercetum dryopteridetosum,Betulo-Quercetum dryopteridetosum,,correspondeert deels,(42RG01),
42A2,2000,,r45Aa04,42Aa02,,ja,,,,Beuken-eikenbos,Fago-Quercetum,Fago-Quercetum,,,,
42A2a,2000,,r45Aa04a,42Aa02a,,ja,,,3,"Beuken-eikenbos, subassociatie van Bosbes",Fago-Quercetum vaccinietosum,Fago-Quercetum vaccinietosum,,,,
42A2b,2000,,r45Aa04b,42Aa02b,,ja,,,3,"Beuken-eikenbos, subassociatie van Adelaarsvaren",Fago-Quercetum pteridietosum,Fago-Quercetum pteridietosum,,,,
42A2c,2000,,r45Aa04c,42Aa02c,,ja,,,1,"Beuken-eikenbos, subassoc. v Lelietje-v-dalen",Fago-Quercetum convallarietosum,Fago-Quercetum convallarietosum,,,,
42A2d,2000,,r45Aa04d,42Aa02d,,ja,,,3,"Beuken-eikenbos, subassociatie van Pijpestrootje",Fago-Quercetum molinietosum,Fago-Quercetum molinietosum,,,,
42A2e,2000,,r45Aa04e,42Aa02e,,ja,,,3,"Beuken-eikenbos, subassociatie van Gladde witbol",Fago-Quercetum holcetosum,Fago-Quercetum holcetosum,,,,
42A3,2018,,r45Aa01,,,ja,,,,,,,2018 nieuw,Voorheen doorgaans als VVN 43Aa03a opgevat,,
42A3a,2018,,r45Aa01a,,,ja,,,,,,,2018 nieuw,Voorheen doorgaans als VVN 43Aa03a opgevat,,
42A3b,2018,,r45Aa01b,,,ja,,,,,,,2018 nieuw,Voorheen doorgaans als VVN 43Aa03a opgevat,,
,,,r45Aa05,42Aa03,,ja,,,,,,,niet in SBB-typologie,,,
42A-a,2000,,r45Aa05a,42Aa03a,,ja,,,3,RG Beuk-Kussentjesmos-[Zomereik-verbond],RG Fagus s-Leucobryum glaucum-[Quercion roboris],RG Fagus sylvatica-Leucobryum glaucum-[Quercion roboris],,,,
42A-b,2000,,r45Aa05b,42Aa03b,,ja,,,3,RG Beuk-Knopjesmos-Geelsteeltje-[Zomereik-verb.],RG Fagus-Aulacomnium-Orthodontium[Quercion rob.],RG Fagus sylvatica-Aulacomnium androgynum-Orthodontium lineare-[Quercion roboris],,,,
42A-c,2000,,r45RG02,,42RG02,ja,,,3,RG Zomereik-Gaffeltandmos-[Zomereik-verbond],RG Quercus robur-Dicranum scopar.[Quercion rob.],RG Quercus robur-Dicranum scoparium-[Quercion roboris],,,,
42A-d,2005,,r45RG07,,,ja,,,,RG Zomereik-Grt. ladd.mos-F. snav.mos-[Z.eik-v.],RG Quercus-Psp. purum-Eurhynchium[Quercion rob.],RG Quercus robur-Pseudoscleropodium purum-Eurhynchium praelongum-[Quercion roboris],"nieuw in 2018, maar komt in oudere versies ook voor",correspondeert deels met VVN 42Aa01b,(42Aa01e),
42A-e,2018,,r45RG04,,42RG04,ja,,,,,,,2018 nieuw,,"(42RG01), (42Aa01e)",
42A-f,2018,,r45RG08,,,ja,,,,,,,2018 nieuw,correspondeert deels met VVN 42Aa01d,(42Aa01e),
42A-g,2018,,r45RG01,,42RG01,ja,,,,,,,2018 gesplitst en naam aangepast,,(42RG02),
42A-h,2018,,r45RG05,,42RG05,ja,,,,,,,2018 gesplitst en naam aangepast,,"41DG02, (42RG02)",
42A/a,2000,,r45DG03,,42DG03,ja,,,5,DG Amerikaanse vogelkers-[Zomereik-verbond],DG Prunus serotina-[Quercion roboris],DG Prunus serotina-[Quercion roboris],,veranderen van verbond naar klasse?? Zie ook DG in Pinetea!,"41DG01, 42DG01",
42A/b,2000,,r45DG01,42DG02,42DG01,ja,,,5,DG Amerikaanse eik-[Zomereik-verbond],DG Quercus rubra-[Quercion roboris],DG Quercus rubra-[Quercion roboris],,veranderen van verbond naar klasse?? Ook in Pinetea???,,
42B,2000,,r45Ab,42Ab,,ja,,,,Verbond der Veldbies-beukenbossen,Luzulo-Fagion,Luzulo-Fagion,,,,
42B1,2000,,r45Ab01,42Ab01,,ja,,,1,Veldbies-beukenbos,Luzulo luzuloidis-Fagetum,Luzulo luzuloidis-Fagetum,,,,
42-a,2000,,r45Aa04c,42Aa02c,,ja,,,3,"RG Beuk-Dalkruid[Kl.Eiken-beukenbos.,voedselarm]",RG Fagus-Maianthemum bif.-[Quercetea robori-pet],RG Fagus sylvatica-Maianthemum bifolium-[Quercetea robori-petraeae],,,,
42-b,2000,,r45Aa05c,42Aa03c,,ja,,,3,"RG Beuk-Pronkmos[Kl.Eiken-beukenbos.,voedselarm]",RG Fagus-Isopterygium el.-[Quercetea robori-pet],RG Fagus sylvatica-Isopterygium elegans-[Quercetea robori-petraeae],,,,
42-c,2000,,r45RG03,,42RG03,ja,,,3,"RG Gl.witbol-Stekelvaren-[Kl. Eiken-beuk.,v.arm]",RG Holcus mol.-Dryopt.2x-[Quercetea robori-pet.],RG Holcus mollis-Dryopteris carthusiana-Dryopteris dilatata-[Quercetea robori-petraeae],,,(42RG01),
42-d,2000,2018,,,,ja,,,5,"RG Gew. braam-[Kl. Eiken, beukenbos. voedselarm]",RG Rubus fruticosus-[Quercetea robori-petraeae],RG Rubus fruticosus-[Quercetea robori-petraeae],2018 vervalt,,,
42-e,2003,,,,,nee,,,5,"RG Zomereik-Grt. ladd.mos-F. ladd..mos-[Kl. Eiken-beuk.,v.arm]",RG Quercus-Psp. purum-Eurhynchium[Quercion rob.],RG Quercus robur-Pseudoscleropodium purum-Kindbergia praelonga-[Quercetea robori-petraeae],"handhaven, let op toevoegingen in kartering voor onderscheid jonge bossen en oude structuurrijke bossen","Betreft kleine, heterogene opnamenset; SBB-type staat niet in SynBioSys als synoptische tabel",,
42-f,2018,,r45RG06,,42RG06,ja,,,,,,,2018 gesplitst en naam aangepast,,(42RG02),
42-g,2018,,r46RG09,,43RG09,ja,,,,,,,2018 nieuw,SBB-type correspondeert deels ook met RG's uit klasse r45,,
42/a,2018,,r45DG02,,42DG02,ja,,,,,,,2018 nieuw,Voorheen als niet beschreven DG opgevat,,
43,2000,,r46,43,,ja,,,,KL. EIKEN- EN BEUKENBOSSEN OP VOEDSELRIJKE GROND,Querco-Fagetea,Querco-Fagetea,,,,
43A,2000,,r46Aa,43Aa,,ja,,,,Iepenrijk eiken-essen-verbond,Ulmion carpinifoliae,Ulmion carpinifoliae,,Alno-Padion te vaag gedefinieerd en ecologisch gezien te breed,,
43B,2000,,r46Aa,43Aa,,ja,,,,Verbond van Els en Es,Circaeo-Alnion,Circaeo-Alnion,,,,
43A1,2000,,r46Aa01,43Aa01,,ja,,,,Abelen-iepenbos,Violo odoratae-Ulmetum,Violo odoratae-Ulmetum,,,,
43A1a,2000,,r46Aa01a,43Aa01a,,ja,,,1,"Abelen-iepenbos, subassociatie van Slangelook",Violo odoratae-Ulmetum allietosum,Violo odoratae-Ulmetum allietosum,,,,
43A1b,2000,,r46Aa01b,43Aa01b,,ja,,,3,"Abelen-iepenbos, soortenarme subassociatie",Violo odoratae-Ulmetum inops,Violo odoratae-Ulmetum inops,,,,
43A1c,2000,,r46Aa01c,43Aa01c,,ja,,,2,"Abelen-iepenbos, subassoc. met stinzenplanten",Violo odoratae-Ulmetum scilletosum,Violo odoratae-Ulmetum scilletosum,,,,
43A-b,2000,,r46Aa01b,43Aa01b,,ja,,,3,RG Gew esdoorn-Paardebl.-[Iepenr.eiken-essen-v.],RG Acer pseudopl.-Taraxacum-[Ulmion carpinifol.],RG Acer pseudoplatanus-Taraxacum officinale-[Ulmion carpinifoliae],,,,
43A-c,2000,,r46RG02,43RG02,43RG02,ja,,,3,RG Grote brandnetel-[Iepenrijk eiken-essen-v.],RG Urtica dioica-[Ulmion carpinifoliae],RG Urtica dioica-[Ulmion carpinifoliae],,,,
43A-d,2000,,r46Aa02,43Aa02,,ja,,,3,RG Gew.es-Gladde iep-[Iepenrijk eiken-essen-v.],RG Fraxinus ex.-Ulmus minor-[Ulmion carpinif.],RG Fraxinus exelsior-Ulmus minor-[Ulmion carpinifoliae],,,,
43A-e,2000,,r46Aa02b,43Aa02b,,ja,,,2,RG G.sneeuwklok.-G.es-Gl.iep-[Iepenr.eik.es.-v.],RG Galanthus niv.- Acer ps.- Ulmus min.-[Ulmion],RG Galanthus nivalis-Acer pseudoplatanus-Ulmus minor-[Ulmion carpinifoliae],,,,
43B1,2000,,r46Aa04,43Aa04,,ja,,,1,Goudveil-essenbos,Carici remotae-Fraxinetum,Carici remotae-Fraxinetum,,,,
43B2,2000,,r46Aa05,43Aa05,,ja,,,1,Vogelkers-essenbos,Pruno-Fraxinetum,Pruno-Fraxinetum,,,,
43B3,2018,,r46Aa03,43Aa03,,ja,,,,,,,2018 nieuw,,,
43B3a,2018,,r46Aa03a,43Aa03a,,ja,,,,,,,2018 nieuw,,,
43B3b,2018,,r46Aa03b,43Aa03b,,ja,,,,,,,2018 nieuw,,,
43B-b,2000,2018,r46Aa03b,43Aa03b,,ja,"37B-b,43B-b",37B-b,3,RG Z.berk-Duinriet-Watermunt-[Ligust.v/V.Els+Es],RG Betula pub-Calamagr.ep-Mentha aq-[Berb/C-Aln],RG Betula pubescens-Calamagrostis epigejos-Mentha aquatica-[Berberidion vulgaris/Circaeo-Alnion],2018 vervalt,,,
43B-c,2000,,r46RG05,,43RG05,ja,,,3,RG Grote brandnetel-[Verbond van Els en Es],RG Urtica dioica-[Circaeo-Alnion],RG Urtica dioica-[Circaeo-Alnion],,,"33DG02, 43RG03",
43B-d,2000,,r42RG02,39RG02,,ja,,,3,RG Moerasspiraea-[Verbond van Els en Es],RG Filipendula ulmaria-[Circaeo-Alnion],RG Filipendula ulmaria-[Circaeo-Alnion],,SBB-type heeft dominantie Alnus glutinosa en Rubus fruticosa,,
43C,2000,,r46Ab,43Ab,,ja,,,,Haagbeuken-verbond,Carpinion betuli,Carpinion betuli,"2018 Indeling van het verbond is gewijzigd. Namen, nummering van associaties en subassociaties moet daardoor veranderen",,,
43C1,2000,2018,,,,ja,,,,Eiken-haagbeukenbos,Stellario-Carpinetum,Stellario-Carpinetum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1a,2000,2018,,,,ja,,,1,"Eiken-haagbeukenbos, subassociatie v Naaldvaren",Stellario-Carpinetum polystichetosum,Stellario-Carpinetum polystichetosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1b,2000,2018,,,,ja,,,1,"Eiken-haagbeuk., sub Gr.keverorchis-Bosrank, typ",Stellario-Carpinetum orchietosum,Stellario-Carpinetum orchietosum typosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1c,2000,2018,,,,ja,,,1,"Eiken-haagbeuk., sub G.keverorch.-Bosrank, Sold.",Stellario-Carpinetum orchietosum orchiosum mili.,Stellario-Carpinetum orchietosum orchiosum militaris,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1d,2000,2018,,,,ja,,,1,"Eiken-haagbeukenbos, typische subassociatie",Stellario-Carpinetum typicum,Stellario-Carpinetum typicum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1e,2000,2018,,,,ja,,,1,"Eiken-haagbeukenbos, subass v Daslook, typ. vorm",Stellario-Carpinetum allietosum,Stellario-Carpinetum allietosum typosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1f,2000,2018,,,,ja,,,1,"Eiken-haagbeuk., sub Daslook, met Parelgras, etc",Stellario-Carpinetum allietosum m-a-phyteumosum,Stellario-Carpinetum allietosum melico-anemo-phyteumosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1g,2000,2018,r46Ab02a,43Ab01d,,ja,,,2,"Eiken-haagbeukenbos, subass Daslook, met Daslook",Stellario-Carpinetum allietosum maianthemosum,Stellario-Carpinetum allietosum alliosum,2018 vervalt,was: 43C1g Stellario-Carpinetum allietosum alliosum,,
43C1g,2000,2018,,,,ja,,,2,"Eiken-haagbeukenbos, subass Daslook, met Daslook",Stellario-Carpinetum allietosum maianthemosum,Stellario-Carpinetum allietosum alliosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1h,2000,2018,,,,ja,,,2,"Eiken-haagbeukenbos, subass. Daslook, met Klimop",Stellario-Carpinetum allietosum hederosum,Stellario-Carpinetum allietosum hederosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1i,2000,2018,,,,ja,,,2,"Eiken-haagbeukenbos, sub Daslook, m Bosbingelkr.",Stellario-Carpinetum allietosum mercurialosum,Stellario-Carpinetum allietosum mercurialosum,2018 namen en code 43C1 vervallen door andere ondervedeling van verbond,,,
43C1j,2000,2018,,,,ja,,,2,"Eiken-haagbeukenbos, subassoc. v Stekelvarens",Stellario-Carpinetum dryopteridetosum,Stellario-Carpinetum dryopteridetosum,2018 vervalt,omgezet in RG,,
43C1k,2000,2018,r46Ab03b,,,ja,,,2,"Eiken-haagbeukenbos, sub. W klaverzuring, typ. v",Stellario-Carpinetum oxalidetosum,Stellario-Carpinetum oxalidetosum typosum,"2018 vervalt, wordt 43C4b",,,
43C1l,2000,2018,,,,ja,,,3,"Eiken-haagbeuk., sub W.klaverzur., m Dalk.-Hulst",Stellario-Carpinetum oxalidetosum maianthemosum,Stellario-Carpinetum oxalidetosum maianthemosum,"2018 vervalt, wordt 43C4b",,,
43C1m,2000,2003,,,,ja,,,,,,,opgeheven in 2002; zoek voor alternatief het best passende 43-type,,,
43C2,2018,,r46Ab01,,,ja,,,,,,,2018 nieuw,,,
43C2a,2018,,r46Ab01,43Ab01b,,ja,,,,,,,2018 nieuw,was: 43C1b Stellario-Carpinetum orchietosum typosum,,
43C2b,2018,,r46Ab01,43Ab01b,,ja,,,,,,,2018 nieuw,was: 43C1c Stellario-Carpinetum orchietosum orchiosum militaris,,
43C3,2018,,r46Ab02,,,ja,,,,,,,2018 nieuw,  ,,
43C3a,2018,,r46Ab02b,43Ab01c,,ja,,,,,,,2018 nieuw,was: 43C1e Stellario-Carpinetum allietosum,,
43C3b,2018,,r46Ab02c,43Ab01a,,ja,,,,,,,2018 nieuw,was: 43C1a Stellario-Carpinetum polystichetosum,,
43C3c,2018,,r46Ab02a,43Ab01d,,ja,,,,,,,2018 nieuw,was: 43C1f Stellario-Carpinetum allietosum melico-anemo-phyteumosum,,
43C3d,2018,,r46Ab02a,43Ab01d,,ja,,,,,,,2018 nieuw,was: 43C1h Stellario-Carpinetum allietosum hederosum,,
43C3e,2018,,r46Ab02a,43Ab01d,,ja,,,,,,,2018 nieuw,was: 43C1i Stellario-Carpinetum allietosum mercurialosum,,
43C4,2018,,r46Ab03,43Ab01f,,ja,,,,,,,2018 nieuw,  ,,
43C4a,2018,,r46Ab03a,,,ja,,,,,,,2018 nieuw,was: 43C1d Stellario-Carpinetum typicum,,
43C4b,2018,,r46Ab03b,,,ja,,,,,,,2018 nieuw,was: 43C1l Stellario-Carpinetum oxalidetosum maianthemosum,,
43-a,2000,,r46RG01,43RG01,43RG01,ja,,,3,"RG Fluitekruid-[Kl.eiken-,beukenbos.voedselrijk]",RG Anthriscus sylvestris-[Querco-Fagetea],RG Anthriscus sylvestris-[Querco-Fagetea],,,,
43-b,2000,,r46RG07,,43RG07,ja,,,3,"RG Aalbes-[Kl. eiken-, beukenbossen voedselrijk]",RG Ribes rubrum-[Querco-Fagetea],RG Ribes rubrum-[Querco-Fagetea],,,,
43-c,2000,,,,,nee,,,3,"RG Daslook-[Kl. Eiken-, beukenboss. voedselrijk]",RG Allium ursinum-[Querco-Fagetea],RG Allium ursinum-[Querco-Fagetea],,Opnamen behoren tot associaties uit Alno-Padion of Carpinion,,
43-d,2000,,r46RG08,,43RG08,ja,,,3,"RG Klimop-[Kl. Eiken-, beukenbossen voedselrijk]",RG Hedera helix-[Querco-Fagetea],RG Hedera helix-[Querco-Fagetea],,,,
43-e,2000,,,,,nee,,,3,RG Beuk-[Kl. Eiken- en beukenbossen voedselrijk],RG Fagus sylvatica-[Querco-Fagetea],RG Fagus sylvatica-[Querco-Fagetea],,"De opnamentabel is zeer heterogeen, met dubbele opnamen en deels opnamen uit associaties van r46",,
43-f,2000,,,,,nee,,,5,"RG Vlier-[Kl. Eiken-, beukenbossen voedselrijk]",RG Sambucus nigra-[Querco-Fagetea],RG Sambucus nigra-[Querco-Fagetea],,"Tabel nogal heterogeen (2 Alnion, 2 Alno-Padion) en restant van 5 opnames met weinig soorten; dit laatste betreft mogelijk een goede RG, maar het zijn weinig opnamen en het voorkomen is onduidelijk",,
43-g,2000,2018,r46RG03,,43RG03,ja,,,5,"RG Gewone-Dauwbraam-[Kl.Eiken-,beukenb.v-rijk]",RG Rubus fruticosus-R. caesius-[Querco-Fagetea],RG Rubus fruticosus-Rubus caesius-[Querco-Fagetea],2018 vervalt,,,
43-h,2000,,r46Aa02a,43Aa02a,,ja,,,3,"RG Nagelk.-Hondsd.-7blad[Kl. Eiken-,beuk.v-rijk]",RG Geum urb-Glechoma-Aegopodium-[Querco-Fagetea],RG Geum urbanum-Glechoma hederacea-Aegopodium podagraria-[Querco-Fagetea],,,,
43-i,2005,,r46RG04,,43RG04,ja,,,3,"RG Duinriet-[Kl. Eiken-beukenbos.,voedselrijk]",RG Calamagrostis epigejos-[Querco-Fagetea],RG Calamagrostis epigejos-[Querco-Fagetea],2018 nieuw,Voorheen mogelijk als VVN 43Aa2 opgevat,,
43A-a,2000,2005,,,,ja,,,,,,,wijziging in 2005; naam vervalt en is vervangen door naam van 43-i,,,
43-j,2005,2018,r46Aa03a,43Aa03a,,ja,"37B-a,43-j",37B-a,3,"RG Zachte berk-Duinriet-[Ligusterv./Kl. Eiken-beukenbos.,voedselrijk]",RG Betula pub-Calamagr.epig-[Berberi/Querco-Fagetea],RG Betula pubescens-Calamagrostis epigejos-[Berberidion/Querco-Fagetea],2018 vervalt,,,
43B-a,2000,2005,,,,ja,,,,,,,wijziging in 2005; naam vervalt en is vervangen door naam van 43-j,,,
43-k,2018,,r46RG10,,,ja,,,,,,,2018 nieuw,Voorheen waarschijnlijk als VVN 43Ab1 opgevat,,
43-l,2018,,r46RG09,,43RG09,ja,,,,,,,2018 nieuw,SBB-type correspondeert deels ook met RG's uit klasse r45,,
43-m,2018,,r46RG11,,,ja,,,,,,,2018 nieuw,,,
43-n,2018,,r46RG03,,43RG03,ja,,,,,,,2018 naam aangepast,,,
43-o,2018,,r46RG06,,43RG06,ja,,,,,,,2018 naam aangepast,"deels overlappend, maar de SBB 43-g tabel is heterogeen, met opnamen uit klassen r42, r45 en r46",,
43/a,2000,,r46DG01,,43DG01,ja,,,5,"DG Sneeuwbes-[Kl. Eiken-beukenbos.,voedselrijk]",DG Symphoricarpos albus-[Querco-Fagetea],DG Symphoricarpos albus-[Querco-Fagetea],,,,
43/b,2000,,r41DG01,38DG01,,ja,,,5,"DG R.-balsemien-[Kl.Eiken-beukenb.,voedselrijk]",DG Impatiens glandulifera-[Querco-Fagetea],DG Impatiens glandulifera-[Querco-Fagetea],,Betreft opnamen met hoge bedekking Salix alba; is feitelijk identiek aan 38A/a,,
44,2018,,r22,,,ja,,,,,,,2018 nieuw,,,
44A,2018,,r22Aa,,,ja,,,,,,,2018 nieuw,,,
44A1,2018,,r22Aa01,,,ja,,,,,,,2018 nieuw,Nieuw beschreven associatie door Jager & Weeda (2006),,
44A-a,2018,,r22RG01,,,ja,,,,,,,2018 nieuw,,,
,,,r21RG01,21RG03,,ja,,,,,,,niet in SBB-typologie,,,
45,2018,,r37,,,ja,,,,,,,2018 nieuw,,,
,,,r21RG02,21RG04,,ja,,,,,,,niet in SBB-typologie,,,
45A,2018,,r37Aa,,,ja,,,,,,,2018 nieuw,,,
,,,r21RG03,21RG01,,ja,,,,,,,niet in SBB-typologie,,,
45A1,2018,,r37Aa01,,,ja,,,,,,,2018 nieuw,,,
,,,r21RG04,21RG02,,ja,,,,,,,niet in SBB-typologie,,,
45A2,2018,,r37Aa02,,,ja,,,,,,,2018 nieuw,Onduidelijk hoe deze struwelen voorheen zijn geïnterpreteerd,,
,,,r21RG05,,,ja,,,,,,,niet in SBB-typologie,,,
45B,2018,,r37Ab,,,ja,,,,,,,2018 nieuw,,,
45B1,2018,,r37Ab01,,,ja,,,,,,,2018 nieuw,,(20RG01),
45B2,2018,,r37Ab02,,,ja,,,,,,,2018 nieuw,Voorheen mogelijk ook als 20-c geïnterpreteerd.,,
