code_sbb,sbb_wetnaam,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,vvn_wetnaam,code_vvn_1998,code_veldgids_2015,vvbh,kov_codes,kov_verbonden,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_rvvn_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
12B2d,Triglochino-Agrostietum scirpetetosum cariciformis,2000,,r12Ba02c,Triglochino-Agrostietum juncetosum gerardi,12Ba02c,,2,,,"Ass M.zoutgras-Fiorin., sub Zilte rus, v Pl.bies",Triglochino-Agrostietum scirpetetosum caricifor.,Triglochino-Agrostietum scirpetetosum cariciformis,,Deel van de SBB-opnamen betreft Caricion davallianae (r9Ba04b),,,
12B3,Trifolio fragiferi-Agrostietum stoloniferae,1998,,r12Ba03,Trifolio fragiferi-Agrostietum stoloniferae,12Ba03,,,,,Associatie van Aardbeiklaver en Fioringras,Trifolio fragiferi-Agrostietum stoloniferae,Trifolio fragiferi-Agrostietum stoloniferae,,,,,
12B3a,Trifolio fragiferi-Agrostietum lolietosum,1998,,r12Ba03a,Trifolio fragiferi-Agrostietum lolietosum,12Ba03a,,1,,,"Ass. Aardbeiklaver-Fiorin., subass. Engels raai.",Trifolio fragiferi-Agrostietum lolietosum,Trifolio fragiferi-Agrostietum lolietosum,,,,,
12B3c,Trifolio fragiferi-Agrostietum inops,2000,,r12Ba03a,Trifolio fragiferi-Agrostietum lolietosum,12Ba03a,,1,,,"Ass. Aardbeiklaver en Fioringras, verarm. subass",Trifolio fragiferi-Agrostietum inops,Trifolio fragiferi-Agrostietum inops,,,,,
12B3b,Trifolio fragiferi-Agrostietum centaurietosum,1998,,r12Ba03b,Trifolio fragiferi-Agrostietum centaurietosum,12Ba03b,,1,,,"Ass. Aardbeiklaver-Fiorin., sub Fr.duizendgul.k.",Trifolio fragiferi-Agrostietum centaurietosum,Trifolio fragiferi-Agrostietum centaurietosum,,,,,
12B4,Ononido-Caricetum distantis,1998,,r12Ba04,Ononido-Caricetum distantis,12Ba04,,,,,Associatie van Kattedoorn en Zilte zegge,Ononido-Caricetum distantis,Ononido-Caricetum distantis,,,,,
12B4a,Ononido-Caricetum typicum,1998,,r12Ba04a,Ononido-Caricetum typicum,12Ba04a,,1,,,"Ass. v Kattedoorn en Zilte zegge, typ. subass.",Ononido-Caricetum typicum,Ononido-Caricetum typicum,,,,,
12B4b,Ononido-Caricetum armerietosum,1998,,r12Ba04b,Ononido-Caricetum armerietosum,12Ba04b,,1,,,"Ass. Kattedoorn-Zilte zegge, subass. Engels gras",Ononido-Caricetum armerietosum,Ononido-Caricetum armerietosum,,,,,
12B-a,RG Carex flacca-[Caricion davallianae/Lolio-Potentillion anserinae],1998,,r09RG15,RG Carex flacca-[Parvocaricetea/Molinio-Arrhenatheretea],,,2,"09C-a,12B-a",09C-a,RG Zeegroene zegge-[Knopbiesvb/Zilverschoon-vb],RG Carex flacca-[Caricion daval/Lo-Potentillion],RG Carex flacca-[Caricion davallianae/Lolio-Potentillion anserinae],,,,,
12B-b,RG Eleocharis quinqueflora-[Caricion davallianae/Lolio-Potentillion anserinae],1998,,r09RG07,RG Eleocharis quinqueflora-[Caricion davallianae],,,2,"09C-b,12B-b",09C-b,RG Armbl. waterbies-[Knopbiesvb/Zilverschoon-vb],RG Eleocharis quinquefl-[Caricion dav/Lo-Potent],RG Eleocharis quinqueflora-[Caricion davallianae/Lolio-Potentillion anserinae],,,,,
12B-c,RG Eleocharis palustris subsp. uniglumis-[Lolio-Potentillion anserinae],1998,,r12Ba02,Triglochino-Agrostietum stoloniferae,12Ba02,,3,,,RG Slanke waterbies-[Zilverschoon-verbond],RG Eleocharis palus. unigl.-[Lolio-Potentillion],RG Eleocharis uniglumis-[Lolio-Potentillion anserinae],,"Heterogeen; betreft deels Triglochino-Agrostietum cardaminetosum, deels Ranunculo-Alopecuretum en klein soortenarm deel met Agrostis-Eleocharis dominantie ",,,
12B-d,RG Scirpus maritimus-Alopecurus geniculatus-[Lolio-Potentillion anserinae],1998,,,_,12Ba01,,3,,,RG Heen-Geknikte Vossestaart-[Zilverschoon-vb.],RG Scirpus mar.- Alopecurus-[Lolio-Potentillion],RG Scirpus maritimus-Alopecurus geniculatus-[Lolio-Potentillion anserinae],,"Betreft Ranunculo-Alopecuretum, PS onjuist!",,,onjuist
12B-e,RG Juncus inflexus-[Lolio-Potentillion anserinae],1998,,r12RG04,RG Juncus inflexus-[Lolio-Potentillion anserinae],,12RG04,4,,,RG Zeegroene rus-[Zilverschoon-verbond],RG Juncus inflexus-[Lolio-Potentillion anserin.],RG Juncus inflexus-[Lolio-Potentillion anserinae],,,,,
12B-f,RG Agrostis canina-Ranunculus repens-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],1998,,r12RG07,RG Agrostis canina-Ranunculus repens-[Lolio-Potentillion anserinae/Molinietalia],12RG05,12RG07,3,"12B-f,16-d",16-d,RG M.struisgr.-Kr.boterbl.-[Z.sch.-v/K.vo.grasl],RG Agrostis can-Ranunc.rep-[Lol-Potent/Mol-Arrh],RG Agrostis canina-Ranunculus repens-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],,,,,
12B-g,RG Deschampsia cespitosa-Alopecurus geniculatus-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],2000,,r16RG25,RG Deschampsia cespitosa-[Molinio-Arrhenatheretea],,16RG25,3,"12B-g,16-e",16-e,RG R.smele-Gekn.vossest.-[Zil.sch.-vb/K.vo.gras],RG Deschamp.ces-Alopecu.gen-[Lo-Potent/Mol-Arrh],RG Deschampsia cespitosa-Alopecurus geniculatus-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],,,,,
12B-h,RG Eleocharis palustris subsp. palustris-[Phragmitetea/Lolio-Potentillion anserinae],1998,,r12RG05,RG Eleocharis palustris-[Lolio-Potentillion anserinae/Nasturtio-Glycerietalia],,12RG05,4,"08-g,09-l,12B-h",08-g; 09-l,RG Gewone waterbies-[Riet-kl./Zilverschoon-vrb.],RG Eleocharis palustris-[Phragmitetea/Lo-Potent],RG Eleocharis palustris-[Phragmitetea/Parvocaricetea/Lolio-Potentillion anserinae],,,,,
12B-i,RG Festuca arundinacea-[Lolio-Potentillion anserinae],1998,,r12RG02,RG Festuca arundinacea-[Lolio-Potentillion anserinae],12RG04,12RG02,5,,,RG Rietzwenkgras-[Zilverschoon-verbond],RG Festuca arundinacea-[Lolio-Potentillion ans.],RG Festuca arundinacea-[Lolio-Potentillion anserinae],,,,,
12B-j,RG Agrostis stolonifera-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],1998,,r12RG01,RG Agrostis stolonifera-[Lolio-Potentillion anserinae],12RG03,12RG01,5,"12B-j,16-k",16-k,RG Fioringras-[Zilverschoon-vb/Kl.vochtig.grasl],RG Agrostis stolonifera-[Lolio-Potent/Mol-Arrh],RG Agrostis stolonifera-[Lolio-Potentillion anserinae/Molinio-Arrhenatheretea],,,,,
12B-k,RG Glyceria fluitans-[Phragmitetea/Lolio-Potentillion anserinae],2000,,r08RG03,RG Glyceria fluitans-[Nasturtio-Glycerietalia],08RG05,,5,"08-i,12B-k",08-i,RG Mannagras-[Riet-klasse/Zilverschoon-verbond],RG Glyceria fluitans-[Phragmitetea/Lol-Potentil],RG Glyceria fluitans-[Phragmitetea/Lolio-Potentillion anserinae],,,,,
12B-l,RG Pulicaria dysenterica-[Lolio-Potentillion anserinae/Convolvulo-Filipenduletea],1998,,r33RG09,RG Pulicaria dysenterica-[Convolvulo-Filipenduletea/Agrostietalia stoloniferae],32RG07,,4,"12B-l,32-g",32-g,RG Heelblaadjes-[Zilv.sch-v/K.nat.strooiselruig],RG Pulicaria dysenterica-[Lo-Potent/Conv-Filup],RG Pulicaria dysenterica-[Lolio-Potentillion anserinae/Convolvulo-Filipenduletea],,,,,
12B-m,RG Juncus articulatus-[Sparganio-Glycerion/Caricion nigrae/Lolio-Potentillion anserinae],2000,,r12RG06,RG Juncus articulatus-[Lolio-Potentillion anserinae/Phragmitetea],,12RG06,3,"08A-d,09A-b,12B-m",08A-d; 09A-b,RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.],RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot],RG Juncus articulatus-[Sparganio-Glycerion/Caricion nigrae/Lolio-Potentillion anserinae],,,,,
12B-n,RG Jacobaea aquatica-[Lolio-Potentillion anserinae],2018,,r12RG03,RG Jacobaea aquatica-[Lolio-Potentillion anserinae],,12RG03,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16Ab04 of 12Ba01 opgevat,,,
12B-o,RG Samolus valerandi-Phragmites australis-[Phragmitetea/Lolio-Potentillion anserinae],2018,,r08RG19,RG Samolus valerandi-Phragmites australis-[Phragmitetea/Lolio-Potentillion anserinae],,08RG19,,,,,,,2018 nieuw,Voorheen wsl. als onbeschreven RG opgevat,,,
12-a,RG Poa trivialis-Lolium perenne-[Plantaginetea majoris/Molinio-Arrhenatheretea],1998,,r12RG09,RG Poa trivialis-Lolium perenne-[Plantaginetea majoris/Cynosurion cristati],12RG01,12RG09,5,"12-a,16-m",16-m,RG Ruw beemdgras-Engels raai-[Weegb-k/K.vo.gras],RG Poa triv-Lolium per-[Plantaginetea/Mol-Arrh],RG Poa trivialis-Lolium perenne-[Plantaginetea majoris/Molinio-Arrhenatheretea],,,,,
12-b,RG Xanthium orientale-Elymus repens-[Plantaginetea majoris/Artemisietea vulgaris],2000,,r32RG12,RG Xanthium strumarium-Elytrigia repens-[Artemisietea vulgaris/Plantaginetea majoris],31RG07,,4,"12-b,31-g",31-g,RG Oeverstekelnoot-Kweek-[Weegbree-kl/Bijvoet-k],RG Xanthium or-Elymus rep-[Plantag/Artemisietea],RG Xanthium orientale-Elymus repens-[Plantaginetea majoris/Artemisietea vulgaris],,,,,
12-c,RG Rumex obtusifolius-[Galio-Urticetea/Plantaginetea majoris],2018,,r34RG05,RG Rumex obtusifolius-[Galio-Urticetea/Plantaginetea majoris],,33RG05,,,,,,,2018 nieuw,,,,
12-d,RG Potentilla reptans-[Plantaginetea majoris/Molinio-Arrhenatheretea],2018,,r12RG10,RG Potentilla reptans-[Plantaginetea majoris/Molinio-Arrhenatheretalia],,12RG10,,,,,,,2018 nieuw,"Voorheen wsl. tot diverse gemeenschappen gerekend, o.a. 12Ba01, 16Bb01, 31Ca01, 31RG04",,,
12-e,RG Ranunculus acris-[Plantaginetea majoris/Molinio-Arrhenatheretea],2018,,r16RG14,RG Ranunculus acris-[Cynosurion cristati/Plantaginetea majoris],,16RG14,,,,,,,2018 nieuw,"Voorheen wsl. als VVN 16RG01 opgevat, mogelijk als 16RG02 of 16RG03",,,
12-f,RG Trifolium pratense-[Plantaginetea majoris/Molinio-Arrhenatheretea],2018,,r16RG21,RG Trifolium pratense-[Arrhenatheretalia/Plantaginetea majoris],,16RG21,,,,,,,2018 nieuw,Voorheen wsl. als VVN 16Bb01 opgevat,,,
13,Sedo-Scleranthetea,1998,,r13,Sedo-Scleranthetea,13,,,,,KL. PIONIERGRASLANDEN OP GRUIS- EN STEENBODEMS,Sedo-Scleranthetea,Sedo-Scleranthetea,,,,,
13A,Alysso-Sedion,1998,,r13Aa,Alysso-Sedion,13Aa,,,,,Verbond van Vetkruiden en Kandelaartje,Alysso-Sedion,Alysso-Sedion,,,,,
13A2,Cerastietum pumili,1998,,r13Aa01,Cerastietum pumili,13Aa01,,1,,,Associatie van Tengere veldmuur,Cerastietum pumili,Cerastietum pumili,,,,,
13A1,Saxifrago tridactylitis-Poetum compressae,1998,,r13Aa02,Saxifrago tridactylitis-Poetum compressae,13Aa02,,1,,,Associatie van Kandelaartje en Plat beemdgras,Saxifrago tridactylitis-Poetum compressae,Saxifrago tridactylitis-Poetum compressae,,,,,
14,Koelerio-Corynephoretea,1998,,r14,Koelerio-Corynephoretea,,,,,,KLASSE DER DROGE GRASLANDEN OP ZANDGROND,Koelerio-Corynephoretea,Koelerio-Corynephoretea,,,,,
14A,Corynephorion canescentis,1998,,r14Aa,Corynephorion canescentis,14Aa,,,,,Buntgras-verbond,Corynephorion canescentis,Corynephorion canescentis,,,,,
14A1,Spergulo-Corynephoretum,1998,,r14Aa01,Spergulo-Corynephoretum,14Aa01,,,,,Associatie van Buntgras en Heidespurrie,Spergulo-Corynephoretum,Spergulo-Corynephoretum,,,,,
14A1a,Spergulo-Corynephoretum cladonietosum,1998,,r14Aa01b,Spergulo-Corynephoretum cladonietosum,14Aa01b,,1,,,"Ass. v Buntgras en Heidespurrie, subass Cladonia",Spergulo-Corynephoretum cladonietosum,Spergulo-Corynephoretum cladonietosum,,,,,
14A1b,Spergulo-Corynephoretum inops,1998,,r14Aa01a,Spergulo-Corynephoretum inops,14Aa01a,,1,,,"Ass. v Buntgras en Heidespurrie, verarmde subass",Spergulo-Corynephoretum inops,Spergulo-Corynephoretum inops,,,,,
14A2,Violo-Corynephoretum,1998,,r14Aa02,Violo-Corynephoretum,14Aa02,,,,,Duin-Buntgras-associatie,Violo-Corynephoretum,Violo-Corynephoretum,,,,,
14A2a,Violo-Corynephoretum typicum,1998,,r14Aa02a,Violo-Corynephoretum typicum,14Aa02a,,1,,,"Duin-Buntgras-associatie, typische subassociatie",Violo-Corynephoretum typicum,Violo-Corynephoretum typicum,,,,,
14A2b,Violo-Corynephoretum koelerietosum,1998,,r14Aa02b,Violo-Corynephoretum koelerietosum,14Aa02b,,1,,,"Duin-Buntgras-associatie, subassoc. v Fakkelgras",Violo-Corynephoretum koelerietosum,Violo-Corynephoretum koelerietosum,,,,,
14B,Tortulo-Koelerion,1998,,r14Ca,Tortulo-Koelerion,14Ca,,,,,Duinsterretjes-verbond,Tortulo-Koelerion,Tortulo-Koelerion,"N.B. smallere opvatting in SBB catalogus, geen microgemeenschappen onderscheiden",,,,
14B1,Phleo-Tortuletum ruraliformis,1998,,r14Ca01,Phleo-Tortuletum ruraliformis,14Ca01,,,,,Duinsterretjes-associatie,Phleo-Tortuletum ruraliformis,Phleo-Tortuletum ruraliformis,,,,,
14B1a,Phleo-Tortuletum typicum,1998,,r14Ca01a,Phleo-Tortuletum typicum,14Ca01a,,1,,,"Duinsterretjes-associatie, typische subassoc.",Phleo-Tortuletum typicum,Phleo-Tortuletum typicum,,,,,
14B1b,Phleo-Tortuletum cladonietosum,1998,,r14Ca01b,Phleo-Tortuletum cladonietosum,14Ca01b,,1,,,"Duinsterretjes-associatie, subassoc. v Cladonia",Phleo-Tortuletum cladonietosum,Phleo-Tortuletum cladonietosum,,,,,
14B1c,Phleo-Tortuletum brachythecietosum,1998,,r14Ca01c,Phleo-Tortuletum brachythecietosum,14Ca01c,,1,,,"Duinsterretjes-assoc., subass. v Bleek dikkopmos",Phleo-Tortuletum brachythecietosum,Phleo-Tortuletum brachythecietosum,,,,,
14B1d,Phleo-Tortuletum silenetosum,1998,,r14Ca02,Sileno-Tortuletum ruraliformis,14Ca02,,1,,,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,,
14B1d,Phleo-Tortuletum silenetosum,1998,,r14Ca02a,Sileno-Tortuletum corynephoretosum,14Ca02a,,1,,,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,,
14B1d,Phleo-Tortuletum silenetosum,1998,,r14Ca02b,Sileno-Tortuletum picridetosum,14Ca02b,,1,,,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,,
14B1d,Phleo-Tortuletum silenetosum,1998,,r14Ca02c,Sileno-Tortuletum inops,14Ca02c,,1,,,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,,
14A/a,DG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],1998,2011,r14RG03,RG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],14DG02,14RG03,1,,,DG Trekrus-Noors mos-[Buntgras-verbond],DG Juncus sq.-Oligotrichum herc.-[Corynephorion],DG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],2018 vervalt,,,,
14A-a,RG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],2011,,r14RG03,RG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],,14RG03,1,,,DG Trekrus-Noors mos-[Buntgras-verbond],DG Juncus sq.-Oligotrichum herc.-[Corynephorion],RG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],2018 nieuw,,,,
14C,Thero-Airion,1998,,r14Ba,Thero-Airon,14Ba,,,,,Dwerghaver-verbond,Thero-Airion,Thero-Airion,,,,,
14C1,Ornithopodo-Corynephoretum,1998,,r14Ba01,Ornithopodo-Corynephoretum,14Ba01,,,,,Vogelpootjes-associatie,Ornithopodo-Corynephoretum,Ornithopodo-Corynephoretum,,,,,
14C1a,Ornithopodo-Corynephoretum typicum,2000,,r14Ba01,Ornithopodo-Corynephoretum,14Ba01,,1,,,"Vogelpootjes-associatie, typische subassociatie",Ornithopodo-Corynephoretum typicum,Ornithopodo-Corynephoretum typicum,,,,,
14C1b,Ornithopodo-Corynephoretum inops,2000,,r14RG15,RG Aira praecox-[Koelerio-Corynephoretea],14RG02,14RG15,3,,,"Vogelpootjes-associatie, soortenarme subassoc.",Ornithopodo-Corynephoretum inops,Ornithopodo-Corynephoretum inops,,,,,
14C-a,RG Aira praecox-[Thero-Airion],1998,2000,,,,,,,,,,,wijziging in 2000; naam vervalt en is vervangen door naam van 14C1b,,,,
14D,Plantagini-Festucion,1998,,r14Bb,Plantagini-Festucion,14Bb,,,,,Verbond van Gewoon struisgras,Plantagini-Festucion,Plantagini-Festucion,,,,,
14D1,Festuco-Thymetum serpylli,1998,,r14Bb01a,Festuco-Thymetum jasionetosum,14Bb01a,,1,,,Associatie van Schapegras en Tijm,Festuco-Thymetum serpylli,Festuco-Thymetum serpylli,,,,,
14D2,Diantho-Armerietum elongatae,1998,,r14Bb01b,Festuco-Thymetum anthoxanthetosum,14Bb01b,,1,,,Associatie van Steenanjer,Diantho-Armerietum elongatae,Diantho-Armerietum elongatae,,,,,
14D3,Sedo-Thymetum pulegioidis,1998,,r14Bc01,Sedo-Thymetum pulegioidis,14Bc01,,,,,Associatie van Vetkruid en Tijm,Sedo-Thymetum pulegioidis,Sedo-Thymetum pulegioidis,,,,,
14D3a,Sedo-Thymetum ornithopodetosum,1998,,r14Bc01a,Sedo-Thymetum ornithopodetosum,14Bc01a,,1,,,"Assoc. v Vetkruid en Tijm, subass. v Vogelpootje",Sedo-Thymetum ornithopodetosum,Sedo-Thymetum ornithopodetosum,,,,,
14D3b,Sedo-Thymetum medicaginetosum,1998,,r14Bc01b,Sedo-Thymetum medicaginetosum,14Bc01b,,1,,,"Ass. v Vetkruid en Tijm, subass. v Sikkelklaver",Sedo-Thymetum medicaginetosum,Sedo-Thymetum medicaginetosum,,,,,
14D4,Anthyllido-Trifolietum scabri,1998,,r14Bb02b,Festuco-Galietum trifolietosum,14Bb02b,,1,,,Associatie van Wondklaver en Ruwe klaver,Anthyllido-Trifolietum scabri,Anthyllido-Trifolietum scabri,,,,,
14D-a,RG Vulpia bromoides-[Plantagini-Festucion],1998,,r14RG04,RG Vulpia bromoides-[Plantagini-Festucion],14RG08,14RG04,1,,,RG Eekhoorngras-[Verbond van Gewoon struisgras],RG Vulpia bromoides-[Plantagini-Festucion],RG Vulpia bromoides-[Plantagini-Festucion],,,,,
14D-b,RG Hieracium lactucella-[Plantagini-Festucion/Arrhenatherion elatioris],1998,,r16RG13,RG Hieracium lactucella-[Cynosurion/Plantagini-Festucion],16RG12,16RG13,3,"14D-b,16C-e",16C-e,RG Spits havikskruid-[V.Gw.struisg/Glanshaver-v],RG Hieracium lact-[Pla-Festucion/Arrhenatherion],RG Hieracium lactucella-[Plantagini-Festucion/Arrhenatherion elatioris],,,,,
14D-c,RG Viola calaminaria-[Plantagini-Festucion/Molinio-Arrhenatheretea],1998,,r14Bb01c,Festuco-Thymetum violetosum calaminariae,14Bb01c,,3,"14D-c,16-c",16-c,RG Zinkviooltje-[Vb.Gw.struisgr/Kl.vocht.grasl],RG Viola calaminaria-[Plant-Festucion/Mol-Arrh],RG Viola calaminaria-[Plantagini-Festucion/Molinio-Arrhenatheretea],,,,,
14D-d,RG Galium verum-Festuca ovina subsp. tenuifolia-[Plantagini-Festucion],2000,,r14Bb01,Festuco-Thymetum serpylli,14Bb01,,3,,,RG Geel walstro-Fijn schapeg.-[Vb. Gew.struisg.],RG Galium ver.-Festuca ov.ten.-[Plan.-Festucion],RG Galium verum-Festuca ovina subsp. tenuifolia-[Plantagini-Festucion],Meerdere gemeenschappen in deze ass onderscheiden,"14D-d betreft deels r14Bb01, deels r14Bb02 (in duinen) en deels r14RG05",,,
14E,Polygalo-Koelerion,1998,,r14Cb,Polygalo-Koelerion,14Cb,,,,,Verbond der droge duingraslanden,Polygalo-Koelerion,Polygalo-Koelerion,,,,,
14E1,Taraxaco-Galietum veri,1998,,r14Cb01,Taraxaco-Galietum veri,14Cb01,,,,,Duin-Paardebloem-associatie,Taraxaco-Galietum veri,Taraxaco-Galietum veri,,,,,
14E1a,Taraxaco-Galietum typicum,1998,,r14Cb01b,Taraxaco-Galietum typicum,14Cb01b,,1,,,"Duin-Paardebloem-associatie, typische subassoc.",Taraxaco-Galietum typicum,Taraxaco-Galietum typicum,,,,,
14E1b,Taraxaco-Galietum cladonietosum,1998,,r14Cb01a,Taraxaco-Galietum cladonietosum,14Cb01a,,1,,,"Duin-Paardebloem-associatie, subass. v Cladonia",Taraxaco-Galietum cladonietosum,Taraxaco-Galietum cladonietosum,,,,,
14E1c,Taraxaco-Galietum plantaginetosum,1998,,r14Cb01d,Taraxaco-Galietum plantaginetosum,14Cb01d,,1,,,"Duin-Paardebloem-assoc., subass. Smalle weegbree",Taraxaco-Galietum plantaginetosum,Taraxaco-Galietum plantaginetosum,,,,,
14E-a,RG Fragaria vesca-[Polygalo-Koelerion/Trifolion medii],1998,,r14Cb01c,Taraxaco-Galietum fragarietosum,14Cb01c,,3,"14E-a,17A-b",17A-b,RG Bosaardbei-[Vb.droge duingras/Marjolein-vb],RG Fragaria vesca-[Polygalo-Koelerion/Trifolion],RG Fragaria vesca-[Polygalo-Koelerion/Trifolion medii],,,,,
14-a,RG Holosteum umbellatum-[Koelerio-Corynephoretea/Stellarietea mediae],1998,,r31Ba02c,Papaveretum argemones cerastietosum semidecandri,14RG05,,1,"14-a,30-e",30-e,RG Heelbeen-[Kl.droge gras.op zand/Kl.akkergem],RG Holosteum umbellatum-[Koel-Cor/Stellarietea],RG Holosteum umbellatum-[Koelerio-Corynephoretea/Stellarietea mediae],"vertaling dubieus; In SBB catalogus pioniergemeenschap in halfopen grasland, geen ruderale inslag",,,,
14-b,RG Euphorbia cyparissias-[Koelerio-Corynephoretea],1998,,r14RG17,RG Euphorbia cyparissias-[Koelerio-Corynephoretea],14RG04,14RG17,2,,,RG Cypreswolfsmelk-[Kl. droge grasland. zandgr.],RG Euphorbia cyparissias-[Koelerio-Corynephore.],RG Euphorbia cyparissias-[Koelerio-Corynephoretea],,,,,
14-c,RG Corynephorus canescens-[Koelerio-Corynephoretea],1998,,r14Aa01,Spergulo-Corynephoretum,14Aa01,,2,,,RG Buntgras-[Kl. droge graslanden op zandgrond],RG Corynephorus canescens-[Koelerio-Corynephor.],RG Corynephorus canescens-[Koelerio-Corynephoretea],,"SBB-type betreft in duinen: 14Aa02a, in binnenland 14Aa01a",,,
14-c,RG Corynephorus canescens-[Koelerio-Corynephoretea],1998,,r14Aa02,Violo-Corynephoretum,14Aa02,,2,,,RG Buntgras-[Kl. droge graslanden op zandgrond],RG Corynephorus canescens-[Koelerio-Corynephor.],RG Corynephorus canescens-[Koelerio-Corynephoretea],,"SBB-type betreft in duinen: 14Aa02a, in binnenland 14Aa01a",,,
14-d,RG Agrostis vinealis-Polytrichum piliferum-[Koelerio-Corynephoretea/Nardetea],1998,,r14RG01,RG Polytrichum piliferum-[Corynephorion canescentis],,14RG01,3,"14-d,19-b",19-b,RG Zandstruisgr-R.haarmos-[K.dr.gras/K.hei.gras],RG Agrostis vin-Polytrichum pili-[Koel-Cor/Nard],RG Agrostis vinealis-Polytrichum piliferum-[Koelerio-Corynephoretea/Nardetea],,,,,
14-e,RG Agrostis capillaris-Nardus stricta-Deschampsia flexuosa-[Koelerio-Corynephoretea/Nardetea],2000,,r14RG05,RG Agrostis capillaris-Hypochaeris radicata-[Trifolio-Festucetalia ovinae],14RG06,,3,"14-e,19-c",19-c,RG struisg-Borstelg-smele-[K.dr.gras/K.hei.gras],RG Agrostis cap-Nardus s-Deschamp f-[Koel-C/Nar],RG Agrostis capillaris-Nardus stricta-Deschampsia flexuosa-[Koelerio-Corynephoretea/Nardetea],,SBB-type betreft geen heischraal grasland (nauwelijks Nardus),,,
14-f,RG Festuca ovina subsp. cinerea-[Koelerio-Corynephoretea],1998,,r14RG06,RG Festuca lemanii-[Trifolio-Festucetalia ovinae],14RG07,14RG06,3,,,RG Hard zwenkgras-[Kl. droge graslanden zandgr.],RG Festuca ovina cinerea-[Koelerio-Corynephore.],RG Festuca ovina subsp. cinerea-[Koelerio-Corynephoretea],Naamgeving van soorten nog eens nalopen op meest recente opvattingen,,,,
15-f,RG Festuca cinerea-[Koelerio-Corynephoretea-Festuco-Brometea],1998,2000,,,,,,,,,,,opgeheven in 2000; type gedeeltelijk vervallen en beperkt tot 14-f,,,,
14-g,RG Dicranum scoparium-[Koelerio-Corynephoretea],1998,,r14RG16,RG Dicranum scoparium-[Koelerio-Corynephoretea],14RG03,14RG16,3,,,RG Gew. gaffeltandmos-[Kl. droge grasl. zandgr.],RG Dicranum scoparium-[Koelerio-Corynephoretea],RG Dicranum scoparium-[Koelerio-Corynephoretea],,,,,
15-g,RG Dicranum scoparium-[Koelerio-Corynephoretea-Festuco-Brometea],1998,2000,,,,,,,,,,,opgeheven in 2000; type gedeeltelijk vervallen en beperkt tot 14-g,,,,
14-h,RG Picris hieracioides-[Koelerio-Corynephoretea],1998,,r14RG10,RG Picris hieracioides-[Polygalo-Koelerion],,14RG10,3,,,RG Bitterkruid-[Kl. droge graslanden op zandgr.],RG Picris hieracioides-[Koelerio-Corynephoretea],RG Picris hieracioides-[Koelerio-Corynephoretea],,,,,
14-i,RG Ammophila arenaria-Carex arenaria-[Koelerio-Corynephoretea/Ammophiletea],1998,,r24RG02,RG Ammophila arenaria-Carex arenaria-[Ammophiletea/Koelerio-Corynephoretea],23RG01,,3,"14-i,23-a",23-a,RG Helm-Zandzegge-[Kl.drog.grasl.zand/Helm-kl.],RG Ammophila aren-Carex arenar-[Koel-Cor/Ammoph],RG Ammophila arenaria-Carex arenaria-[Koelerio-Corynephoretea/Ammophiletea],,,,,
14-j,RG Carex arenaria-Coelocaulon aculeatum-[Koelerio-Corynephoretea],2000,,r14RG18,RG Carex arenaria-[Cladonio-Koelerietalia],14RG01,14RG18,3,,,RG Zandzegge-Kraakloof-[Kl. droge grasl. zandg.],RG Carex arenaria-Coelocaulon-[Koelerio-Coryn.],RG Carex arenaria-Coelocaulon aculeatum-[Koelerio-Corynephoretea],,,,,
